event_id,timestamp,vendor_id,account_id,device_id,auth_result,MFA_status,role,access_zone,off_hours,new_device,event_label,incident_id,risk_probability,predicted_label,actual_binary
VPN-00552,2026-06-24 00:49:18+00:00,V017,ACC0053,DEV0005,SUCCESS,YES,NetworkVendor,YARD-B,YES,NO,NORMAL,,0.03809925285786476,NORMAL,0
VPN-01345,2026-06-15 08:25:22+00:00,V007,ACC0023,DEV0045,SUCCESS,YES,NetworkVendor,GATE-B,NO,NO,NORMAL,,0.03715050910401024,NORMAL,0
VPN-00783,2026-06-18 00:22:32+00:00,V002,ACC0008,DEV0015,SUCCESS,YES,NetworkVendor,YARD-A,YES,NO,NORMAL,,0.037141119331425096,NORMAL,0
VPN-00300,2026-06-24 01:02:27+00:00,V020,ACC0014,DEV0027,SUCCESS,YES,AutomationVendor,GATE-A,YES,NO,NORMAL,,0.037090146664179716,NORMAL,0
VPN-01455,2026-06-22 23:16:12+00:00,V016,ACC0046,DEV0091,SUCCESS,YES,CraneVendor,GATE-A,YES,NO,NORMAL,,0.03698167692636603,NORMAL,0
VPN-00953,2026-06-03 02:34:59+00:00,V017,ACC0053,DEV0005,SUCCESS,YES,NetworkVendor,YARD-C,YES,NO,NORMAL,,0.036763533380125585,NORMAL,0
VPN-00785,2026-06-04 17:41:41+00:00,V011,ACC0031,DEV0061,SUCCESS,YES,CraneVendor,YARD-B,NO,NO,NORMAL,,0.03674632930827084,NORMAL,0
VPN-00952,2026-06-13 02:18:23+00:00,V007,ACC0043,DEV0085,SUCCESS,YES,NetworkVendor,YARD-B,YES,NO,NORMAL,,0.03664876972418677,NORMAL,0
VPN-01663,2026-06-05 05:54:10+00:00,V018,ACC0060,DEV0019,SUCCESS,YES,YardVendor,GATE-B,YES,NO,NORMAL,,0.03649730597320671,NORMAL,0
VPN-00421,2026-06-04 22:20:36+00:00,V019,ACC0047,DEV0093,SUCCESS,YES,MaintenanceVendor,CONTROL-ROOM,YES,NO,NORMAL,,0.03644388276984999,NORMAL,0
VPN-00758,2026-06-23 00:23:25+00:00,V001,ACC0041,DEV0081,SUCCESS,YES,CraneVendor,CONTROL-ROOM,YES,NO,NORMAL,,0.03625645840712705,NORMAL,0
VPN-01584,2026-06-12 14:36:13+00:00,V011,ACC0031,DEV0061,SUCCESS,YES,CraneVendor,YARD-B,NO,NO,NORMAL,,0.03608373464870987,NORMAL,0
VPN-01027,2026-06-13 00:21:12+00:00,V013,ACC0005,DEV0009,SUCCESS,YES,YardVendor,CONTROL-ROOM,YES,NO,NORMAL,,0.03607431638657114,NORMAL,0
VPN-00772,2026-06-28 03:56:37+00:00,V020,ACC0054,DEV0007,SUCCESS,YES,AutomationVendor,OT-ZONE,YES,NO,NORMAL,,0.03584270959008629,NORMAL,0
VPN-00752,2026-06-28 16:16:59+00:00,V007,ACC0043,DEV0085,SUCCESS,YES,NetworkVendor,YARD-B,NO,NO,NORMAL,,0.03577366254854721,NORMAL,0
VPN-01518,2026-06-22 12:49:55+00:00,V007,ACC0023,DEV0045,SUCCESS,YES,NetworkVendor,YARD-C,NO,NO,NORMAL,,0.035627008925167146,NORMAL,0
VPN-01101,2026-06-20 00:22:28+00:00,V020,ACC0054,DEV0007,SUCCESS,YES,AutomationVendor,GATE-A,YES,NO,NORMAL,,0.035443194456631896,NORMAL,0
VPN-01116,2026-06-25 22:46:59+00:00,V003,ACC0015,DEV0029,SUCCESS,YES,YardVendor,YARD-B,YES,NO,NORMAL,,0.03523369575841834,NORMAL,0
VPN-00990,2026-06-05 21:11:26+00:00,V013,ACC0005,DEV0009,SUCCESS,YES,YardVendor,OT-ZONE,YES,NO,NORMAL,,0.03484279812287433,NORMAL,0
VPN-00274,2026-06-21 22:00:41+00:00,V001,ACC0021,DEV0041,SUCCESS,YES,CraneVendor,CRANE-ZONE,YES,NO,NORMAL,,0.034832099170824575,NORMAL,0
VPN-00690,2026-06-16 19:28:58+00:00,V019,ACC0047,DEV0093,SUCCESS,YES,MaintenanceVendor,OT-ZONE,NO,NO,NORMAL,,0.03470599053070064,NORMAL,0
VPN-00941,2026-06-29 01:09:33+00:00,V010,ACC0044,DEV0087,SUCCESS,YES,AutomationVendor,YARD-A,YES,NO,NORMAL,,0.03453403605777272,NORMAL,0
VPN-01790,2026-06-06 04:15:58+00:00,V007,ACC0043,DEV0085,SUCCESS,YES,NetworkVendor,YARD-A,YES,NO,NORMAL,,0.034309714819415235,NORMAL,0
VPN-00661,2026-06-09 05:53:59+00:00,V014,ACC0032,DEV0063,SUCCESS,YES,MaintenanceVendor,YARD-C,YES,NO,NORMAL,,0.034059306569769944,NORMAL,0
VPN-00381,2026-06-12 04:10:55+00:00,V016,ACC0006,DEV0011,SUCCESS,YES,CraneVendor,CONTROL-ROOM,YES,NO,NORMAL,,0.03396490923398665,NORMAL,0
VPN-00770,2026-06-06 05:52:42+00:00,V007,ACC0003,DEV0005,SUCCESS,YES,NetworkVendor,CRANE-ZONE,YES,NO,NORMAL,,0.03393768370959525,NORMAL,0
VPN-01034,2026-06-29 07:03:04+00:00,V010,ACC0044,DEV0087,SUCCESS,YES,AutomationVendor,YARD-B,NO,NO,NORMAL,,0.03389884829069819,NORMAL,0
VPN-01685,2026-06-25 23:20:27+00:00,V014,ACC0012,DEV0023,SUCCESS,YES,MaintenanceVendor,YARD-C,YES,NO,NORMAL,,0.03388131354503138,NORMAL,0
VPN-00000,2026-06-19 05:15:05+00:00,V010,ACC0044,DEV0087,SUCCESS,YES,AutomationVendor,YARD-A,YES,NO,NORMAL,,0.033723015016592355,NORMAL,0
VPN-01148,2026-06-02 01:53:21+00:00,V001,ACC0041,DEV0081,SUCCESS,YES,CraneVendor,YARD-B,YES,NO,NORMAL,,0.03368693652121565,NORMAL,0
VPN-01103,2026-06-30 22:05:20+00:00,V006,ACC0016,DEV0031,SUCCESS,YES,CraneVendor,GATE-B,YES,NO,NORMAL,,0.0336471695081543,NORMAL,0
VPN-01118,2026-06-24 05:19:49+00:00,V007,ACC0003,DEV0005,SUCCESS,YES,NetworkVendor,OT-ZONE,YES,NO,SUSPICIOUS,,0.03338683980629454,NORMAL,1
VPN-01184,2026-06-08 07:29:00+00:00,V006,ACC0016,DEV0031,SUCCESS,YES,CraneVendor,YARD-B,NO,NO,NORMAL,,0.03333950745055714,NORMAL,0
VPN-00379,2026-06-20 21:22:05+00:00,V002,ACC0008,DEV0015,SUCCESS,YES,NetworkVendor,OT-ZONE,YES,NO,NORMAL,,0.03320758294959005,NORMAL,0
VPN-01302,2026-06-25 04:06:42+00:00,V019,ACC0047,DEV0093,SUCCESS,YES,MaintenanceVendor,YARD-B,YES,NO,NORMAL,,0.033190652495546466,NORMAL,0
VPN-00559,2026-06-24 01:23:30+00:00,V002,ACC0008,DEV0015,SUCCESS,YES,NetworkVendor,YARD-C,YES,NO,NORMAL,,0.03292256124853054,NORMAL,0
VPN-01567,2026-06-23 08:42:20+00:00,V007,ACC0023,DEV0045,SUCCESS,YES,NetworkVendor,CONTROL-ROOM,NO,NO,NORMAL,,0.032730037942913306,NORMAL,0
VPN-00570,2026-06-19 13:07:05+00:00,V020,ACC0034,DEV0067,SUCCESS,YES,AutomationVendor,OT-ZONE,NO,NO,NORMAL,,0.03268031474399992,NORMAL,0
VPN-00660,2026-06-25 03:45:43+00:00,V018,ACC0040,DEV0079,SUCCESS,YES,YardVendor,YARD-B,YES,NO,NORMAL,,0.032557775539659876,NORMAL,0
VPN-01667,2026-06-02 01:24:57+00:00,V016,ACC0006,DEV0011,SUCCESS,YES,CraneVendor,CRANE-ZONE,YES,NO,NORMAL,,0.03244969001415421,NORMAL,0
VPN-00110,2026-06-01 03:42:48+00:00,V014,ACC0012,DEV0023,SUCCESS,YES,MaintenanceVendor,GATE-B,YES,NO,NORMAL,,0.03242419390566174,NORMAL,0
VPN-01566,2026-06-01 01:31:11+00:00,V014,ACC0032,DEV0063,SUCCESS,YES,MaintenanceVendor,YARD-A,YES,NO,NORMAL,,0.03227872406496501,NORMAL,0
VPN-01092,2026-06-09 04:36:57+00:00,V003,ACC0015,DEV0029,SUCCESS,YES,YardVendor,GATE-B,YES,NO,NORMAL,,0.032257035322395336,NORMAL,0
VPN-00212,2026-06-08 14:13:50+00:00,V015,ACC0019,DEV0037,SUCCESS,YES,AutomationVendor,YARD-C,NO,NO,NORMAL,,0.03224612559983035,NORMAL,0
VPN-00226,2026-06-23 20:15:08+00:00,V018,ACC0020,DEV0039,SUCCESS,YES,YardVendor,CONTROL-ROOM,YES,NO,NORMAL,,0.032209402278562546,NORMAL,0
VPN-01383,2026-06-19 02:18:19+00:00,V020,ACC0034,DEV0067,SUCCESS,YES,AutomationVendor,YARD-B,YES,NO,NORMAL,,0.0320675053217854,NORMAL,0
VPN-00692,2026-06-26 09:06:47+00:00,V006,ACC0056,DEV0011,SUCCESS,YES,CraneVendor,GATE-B,NO,NO,NORMAL,,0.03195905910868267,NORMAL,0
VPN-01109,2026-06-30 01:25:24+00:00,V007,ACC0003,DEV0005,SUCCESS,YES,NetworkVendor,YARD-A,YES,NO,NORMAL,,0.031953393691161555,NORMAL,0
VPN-00383,2026-06-03 13:54:12+00:00,V003,ACC0055,DEV0009,SUCCESS,YES,YardVendor,YARD-C,NO,NO,NORMAL,,0.03194990397272683,NORMAL,0
VPN-00696,2026-06-13 23:00:07+00:00,V014,ACC0032,DEV0063,SUCCESS,YES,MaintenanceVendor,YARD-B,YES,NO,NORMAL,,0.03192700723739636,NORMAL,0
VPN-00686,2026-06-04 05:53:49+00:00,V004,ACC0042,DEV0083,SUCCESS,YES,MaintenanceVendor,GATE-B,YES,NO,NORMAL,,0.03167693720241446,NORMAL,0
VPN-01138,2026-06-23 13:45:55+00:00,V019,ACC0047,DEV0093,SUCCESS,YES,MaintenanceVendor,OT-ZONE,NO,NO,NORMAL,,0.03164760034906245,NORMAL,0
VPN-00650,2026-06-20 02:38:42+00:00,V019,ACC0007,DEV0013,SUCCESS,YES,MaintenanceVendor,YARD-C,YES,NO,NORMAL,,0.03159691740730079,NORMAL,0
VPN-01770,2026-06-16 05:25:32+00:00,V007,ACC0003,DEV0005,SUCCESS,YES,NetworkVendor,YARD-B,YES,NO,NORMAL,,0.03156473782809063,NORMAL,0
VPN-00948,2026-06-02 23:54:07+00:00,V018,ACC0020,DEV0039,SUCCESS,YES,YardVendor,YARD-C,YES,NO,NORMAL,,0.031479299023823896,NORMAL,0
VPN-00819,2026-06-03 00:27:12+00:00,V006,ACC0056,DEV0011,SUCCESS,YES,CraneVendor,OT-ZONE,YES,NO,NORMAL,,0.03128912378017224,NORMAL,0
VPN-00545,2026-06-10 02:44:45+00:00,V015,ACC0059,DEV0017,SUCCESS,YES,AutomationVendor,GATE-B,YES,NO,NORMAL,,0.031097493064945407,NORMAL,0
VPN-01018,2026-06-14 11:08:56+00:00,V020,ACC0014,DEV0027,SUCCESS,YES,AutomationVendor,YARD-C,NO,NO,NORMAL,,0.030903349357676895,NORMAL,0
VPN-00453,2026-06-04 21:41:42+00:00,V011,ACC0011,DEV0021,SUCCESS,YES,CraneVendor,YARD-C,YES,NO,NORMAL,,0.030720034786742078,NORMAL,0
VPN-00795,2026-06-25 01:14:59+00:00,V018,ACC0040,DEV0079,SUCCESS,YES,YardVendor,CONTROL-ROOM,YES,NO,NORMAL,,0.030455829050753818,NORMAL,0
VPN-00131,2026-06-17 22:47:17+00:00,V008,ACC0050,DEV0099,SUCCESS,YES,YardVendor,YARD-A,YES,NO,NORMAL,,0.03039046761773688,NORMAL,0
VPN-00155,2026-06-11 00:59:15+00:00,V002,ACC0028,DEV0055,SUCCESS,YES,NetworkVendor,CONTROL-ROOM,YES,NO,NORMAL,,0.03003791002915324,NORMAL,0
VPN-01032,2026-06-04 22:23:00+00:00,V019,ACC0007,DEV0013,SUCCESS,YES,MaintenanceVendor,YARD-B,YES,NO,NORMAL,,0.029603617695918214,NORMAL,0
VPN-00329,2026-06-15 22:39:07+00:00,V011,ACC0051,DEV0001,SUCCESS,YES,CraneVendor,GATE-A,YES,NO,NORMAL,,0.029368579093957875,NORMAL,0
VPN-01762,2026-06-25 03:18:43+00:00,V019,ACC0047,DEV0093,SUCCESS,YES,MaintenanceVendor,CONTROL-ROOM,YES,NO,NORMAL,,0.029303049520935508,NORMAL,0
VPN-00809,2026-06-27 01:25:09+00:00,V014,ACC0012,DEV0023,SUCCESS,YES,MaintenanceVendor,YARD-B,YES,NO,NORMAL,,0.029069050114057977,NORMAL,0
VPN-01314,2026-06-28 02:49:23+00:00,V017,ACC0033,DEV0065,SUCCESS,YES,NetworkVendor,OT-ZONE,YES,NO,NORMAL,,0.02872636094247982,NORMAL,0
VPN-00524,2026-06-03 10:36:21+00:00,V005,ACC0049,DEV0097,SUCCESS,YES,AutomationVendor,YARD-B,NO,NO,NORMAL,,0.02867795926146077,NORMAL,0
VPN-01388,2026-06-08 10:18:22+00:00,V008,ACC0030,DEV0059,SUCCESS,YES,YardVendor,YARD-A,NO,NO,NORMAL,,0.028663674931056225,NORMAL,0
VPN-01545,2026-06-07 00:15:20+00:00,V019,ACC0047,DEV0093,SUCCESS,YES,MaintenanceVendor,GATE-B,YES,NO,NORMAL,,0.028493017566755915,NORMAL,0
VPN-01529,2026-06-14 04:47:16+00:00,V020,ACC0054,DEV0007,SUCCESS,YES,AutomationVendor,GATE-B,YES,NO,NORMAL,,0.02835211461780826,NORMAL,0
VPN-00065,2026-06-19 14:37:55+00:00,V019,ACC0047,DEV0093,SUCCESS,YES,MaintenanceVendor,CRANE-ZONE,NO,NO,NORMAL,,0.02805279676709249,NORMAL,0
VPN-01155,2026-06-25 20:56:27+00:00,V012,ACC0038,DEV0075,SUCCESS,YES,NetworkVendor,GATE-B,YES,NO,NORMAL,,0.027949419778360997,NORMAL,0
VPN-01395,2026-06-12 03:32:13+00:00,V009,ACC0037,DEV0073,SUCCESS,YES,MaintenanceVendor,YARD-B,YES,NO,NORMAL,,0.02794669590933351,NORMAL,0
VPN-00197,2026-06-23 00:07:27+00:00,V015,ACC0019,DEV0037,SUCCESS,YES,AutomationVendor,CRANE-ZONE,YES,NO,NORMAL,,0.027927151826152616,NORMAL,0
VPN-00107,2026-06-17 22:01:50+00:00,V001,ACC0041,DEV0081,SUCCESS,YES,CraneVendor,CONTROL-ROOM,YES,NO,NORMAL,,0.02784883462459964,NORMAL,0
VPN-01125,2026-06-10 05:54:06+00:00,V017,ACC0053,DEV0005,SUCCESS,YES,NetworkVendor,GATE-A,YES,NO,NORMAL,,0.027789227202239763,NORMAL,0
VPN-01327,2026-06-09 21:03:03+00:00,V003,ACC0015,DEV0029,SUCCESS,YES,YardVendor,GATE-B,YES,NO,NORMAL,,0.027765736346677214,NORMAL,0
VPN-00317,2026-06-08 06:59:47+00:00,V019,ACC0047,DEV0093,SUCCESS,YES,MaintenanceVendor,CONTROL-ROOM,NO,NO,NORMAL,,0.02774060267486104,NORMAL,0
VPN-01778,2026-06-01 02:33:33+00:00,V007,ACC0003,DEV0005,SUCCESS,YES,NetworkVendor,YARD-B,YES,NO,NORMAL,,0.027429827105154726,NORMAL,0
VPN-00176,2026-06-10 21:04:32+00:00,V016,ACC0006,DEV0011,SUCCESS,YES,CraneVendor,YARD-B,YES,NO,NORMAL,,0.02740005006276086,NORMAL,0
VPN-00954,2026-06-03 03:51:08+00:00,V005,ACC0009,DEV0017,SUCCESS,YES,AutomationVendor,YARD-A,YES,NO,NORMAL,,0.02731748287736012,NORMAL,0
VPN-01340,2026-06-05 17:25:23+00:00,V019,ACC0047,DEV0093,SUCCESS,YES,MaintenanceVendor,YARD-C,NO,NO,NORMAL,,0.027139835479940116,NORMAL,0
VPN-01132,2026-06-16 04:43:57+00:00,V010,ACC0044,DEV0087,SUCCESS,YES,AutomationVendor,YARD-B,YES,NO,NORMAL,,0.02709093529139362,NORMAL,0
VPN-00011,2026-06-18 21:18:39+00:00,V020,ACC0014,DEV0027,SUCCESS,YES,AutomationVendor,CONTROL-ROOM,YES,NO,NORMAL,,0.02699348278440475,NORMAL,0
VPN-00885,2026-06-18 07:16:31+00:00,V016,ACC0046,DEV0091,SUCCESS,YES,CraneVendor,YARD-B,NO,NO,NORMAL,,0.026939778415720976,NORMAL,0
VPN-00122,2026-06-16 20:17:42+00:00,V013,ACC0025,DEV0049,SUCCESS,YES,YardVendor,OT-ZONE,YES,NO,NORMAL,,0.026711807844312353,NORMAL,0
VPN-00942,2026-06-06 23:11:53+00:00,V013,ACC0045,DEV0089,SUCCESS,YES,YardVendor,OT-ZONE,YES,NO,NORMAL,,0.026571185159910266,NORMAL,0
VPN-00278,2026-06-03 07:19:01+00:00,V003,ACC0055,DEV0009,SUCCESS,YES,YardVendor,YARD-B,NO,NO,NORMAL,,0.02655550444580349,NORMAL,0
VPN-01271,2026-06-29 00:12:06+00:00,V018,ACC0060,DEV0019,SUCCESS,YES,YardVendor,CRANE-ZONE,YES,NO,NORMAL,,0.026518054216368193,NORMAL,0
VPN-00218,2026-06-28 05:36:43+00:00,V020,ACC0054,DEV0007,SUCCESS,YES,AutomationVendor,YARD-A,YES,NO,NORMAL,,0.0265144344812675,NORMAL,0
VPN-01644,2026-06-20 04:27:27+00:00,V004,ACC0002,DEV0003,SUCCESS,YES,MaintenanceVendor,CONTROL-ROOM,YES,NO,NORMAL,,0.026507826150529667,NORMAL,0
VPN-00644,2026-06-09 13:33:55+00:00,V006,ACC0016,DEV0031,SUCCESS,YES,CraneVendor,YARD-B,NO,NO,NORMAL,,0.026278545157525205,NORMAL,0
VPN-00363,2026-06-16 23:48:56+00:00,V019,ACC0007,DEV0013,SUCCESS,YES,MaintenanceVendor,GATE-A,YES,NO,NORMAL,,0.0261119970830008,NORMAL,0
VPN-01179,2026-06-10 05:19:53+00:00,V018,ACC0040,DEV0079,SUCCESS,YES,YardVendor,OT-ZONE,YES,NO,NORMAL,,0.026006996261142133,NORMAL,0
VPN-01408,2026-06-13 04:03:54+00:00,V001,ACC0001,DEV0001,SUCCESS,YES,CraneVendor,GATE-A,YES,NO,NORMAL,,0.02598188478950223,NORMAL,0
VPN-01760,2026-06-09 20:14:48+00:00,V016,ACC0026,DEV0051,SUCCESS,YES,CraneVendor,CONTROL-ROOM,YES,NO,SUSPICIOUS,,0.025876766571980035,NORMAL,1
VPN-01750,2026-06-16 17:37:45+00:00,V018,ACC0020,DEV0039,SUCCESS,YES,YardVendor,GATE-B,NO,NO,NORMAL,,0.02587061598331865,NORMAL,0
VPN-00361,2026-06-22 11:10:46+00:00,V011,ACC0031,DEV0061,SUCCESS,YES,CraneVendor,YARD-A,NO,NO,NORMAL,,0.02579304218009253,NORMAL,0
VPN-01312,2026-06-13 04:11:30+00:00,V013,ACC0005,DEV0009,SUCCESS,YES,YardVendor,YARD-A,YES,NO,NORMAL,,0.0257411270185255,NORMAL,0
VPN-00794,2026-06-24 01:16:34+00:00,V010,ACC0024,DEV0047,SUCCESS,YES,AutomationVendor,OT-ZONE,YES,NO,NORMAL,,0.025699762718016193,NORMAL,0
VPN-00402,2026-06-13 01:59:41+00:00,V012,ACC0058,DEV0015,SUCCESS,YES,NetworkVendor,CRANE-ZONE,YES,NO,NORMAL,,0.025674234664528253,NORMAL,0
VPN-01085,2026-06-29 14:37:29+00:00,V016,ACC0046,DEV0091,SUCCESS,YES,CraneVendor,YARD-B,NO,NO,NORMAL,,0.02562011268272963,NORMAL,0
VPN-00021,2026-06-24 00:12:36+00:00,V005,ACC0029,DEV0057,SUCCESS,YES,AutomationVendor,CRANE-ZONE,YES,NO,NORMAL,,0.025613643670375972,NORMAL,0
VPN-00422,2026-06-06 14:52:38+00:00,V013,ACC0005,DEV0009,SUCCESS,YES,YardVendor,YARD-B,NO,NO,NORMAL,,0.02559129512563738,NORMAL,0
VPN-01705,2026-06-04 00:25:28+00:00,V015,ACC0039,DEV0077,SUCCESS,YES,AutomationVendor,CONTROL-ROOM,YES,NO,NORMAL,,0.02543422167551373,NORMAL,0
VPN-00880,2026-06-01 13:47:03+00:00,V001,ACC0041,DEV0081,SUCCESS,YES,CraneVendor,YARD-C,NO,NO,NORMAL,,0.025236412775207308,NORMAL,0
VPN-00223,2026-06-11 02:07:50+00:00,V015,ACC0059,DEV0017,SUCCESS,YES,AutomationVendor,CONTROL-ROOM,YES,NO,NORMAL,,0.025165171016564052,NORMAL,0
VPN-00769,2026-06-01 10:14:43+00:00,V004,ACC0002,DEV0003,SUCCESS,YES,MaintenanceVendor,YARD-C,NO,NO,NORMAL,,0.02464649394885339,NORMAL,0
VPN-01059,2026-06-26 01:35:39+00:00,V018,ACC0040,DEV0079,SUCCESS,YES,YardVendor,CRANE-ZONE,YES,NO,NORMAL,,0.024555719681734277,NORMAL,0
VPN-01733,2026-06-09 22:33:45+00:00,V014,ACC0052,DEV0003,SUCCESS,YES,MaintenanceVendor,CRANE-ZONE,YES,NO,NORMAL,,0.024536286629529596,NORMAL,0
VPN-01190,2026-06-13 04:08:43+00:00,V002,ACC0008,DEV0015,SUCCESS,YES,NetworkVendor,CRANE-ZONE,YES,NO,NORMAL,,0.024436898490951837,NORMAL,0
VPN-01451,2026-06-26 08:09:18+00:00,V013,ACC0005,DEV0009,SUCCESS,YES,YardVendor,YARD-B,NO,NO,NORMAL,,0.024388096092215303,NORMAL,0
VPN-01430,2026-06-27 20:04:53+00:00,V014,ACC0052,DEV0003,SUCCESS,YES,MaintenanceVendor,GATE-A,YES,NO,NORMAL,,0.02436223042598335,NORMAL,0
VPN-00886,2026-06-22 15:15:01+00:00,V008,ACC0030,DEV0059,SUCCESS,YES,YardVendor,GATE-B,NO,NO,NORMAL,,0.023958598126998725,NORMAL,0
VPN-01582,2026-06-05 14:07:31+00:00,V007,ACC0003,DEV0005,SUCCESS,YES,NetworkVendor,YARD-B,NO,NO,NORMAL,,0.023879511189168968,NORMAL,0
VPN-00271,2026-06-12 19:05:28+00:00,V004,ACC0022,DEV0043,SUCCESS,YES,MaintenanceVendor,YARD-C,NO,NO,NORMAL,,0.02372991928491333,NORMAL,0
VPN-01587,2026-06-29 06:08:40+00:00,V008,ACC0030,DEV0059,SUCCESS,YES,YardVendor,GATE-A,NO,NO,NORMAL,,0.023701901373642024,NORMAL,0
VPN-00096,2026-06-15 06:01:31+00:00,V008,ACC0030,DEV0059,SUCCESS,YES,YardVendor,GATE-A,NO,NO,NORMAL,,0.023701901373642024,NORMAL,0
VPN-00295,2026-06-05 01:30:00+00:00,V009,ACC0057,DEV0013,SUCCESS,YES,MaintenanceVendor,GATE-A,YES,NO,NORMAL,,0.0236544512157975,NORMAL,0
VPN-00943,2026-06-20 00:52:55+00:00,V005,ACC0009,DEV0017,SUCCESS,YES,AutomationVendor,CRANE-ZONE,YES,NO,NORMAL,,0.023588112988594125,NORMAL,0
VPN-00596,2026-06-09 23:02:28+00:00,V011,ACC0051,DEV0001,SUCCESS,YES,CraneVendor,GATE-A,YES,NO,NORMAL,,0.02346518646057544,NORMAL,0
VPN-01766,2026-06-24 20:37:48+00:00,V017,ACC0033,DEV0065,SUCCESS,YES,NetworkVendor,CONTROL-ROOM,YES,NO,SUSPICIOUS,,0.0234198148603292,NORMAL,1
VPN-00001,2026-06-09 06:14:15+00:00,V019,ACC0047,DEV0093,SUCCESS,YES,MaintenanceVendor,YARD-A,NO,NO,NORMAL,,0.023419057236091126,NORMAL,0
VPN-00602,2026-06-24 04:56:27+00:00,V002,ACC0008,DEV0015,SUCCESS,YES,NetworkVendor,GATE-A,YES,NO,NORMAL,,0.023416756605866132,NORMAL,0
VPN-01746,2026-06-18 22:26:50+00:00,V016,ACC0006,DEV0011,SUCCESS,YES,CraneVendor,OT-ZONE,YES,NO,NORMAL,,0.023405846124623292,NORMAL,0
VPN-00140,2026-06-24 20:57:57+00:00,V001,ACC0001,DEV0001,SUCCESS,YES,CraneVendor,OT-ZONE,YES,NO,NORMAL,,0.023403939440415085,NORMAL,0
VPN-01286,2026-06-04 17:27:21+00:00,V019,ACC0047,DEV0093,SUCCESS,YES,MaintenanceVendor,GATE-A,NO,NO,NORMAL,,0.023267903740702284,NORMAL,0
VPN-01369,2026-06-29 16:03:49+00:00,V006,ACC0036,DEV0071,SUCCESS,YES,CraneVendor,GATE-B,NO,NO,NORMAL,,0.02323162838643852,NORMAL,0
VPN-01102,2026-06-08 01:02:02+00:00,V004,ACC0002,DEV0003,SUCCESS,YES,MaintenanceVendor,CONTROL-ROOM,YES,NO,NORMAL,,0.023144821701365063,NORMAL,0
VPN-00432,2026-06-18 04:03:33+00:00,V007,ACC0003,DEV0005,SUCCESS,YES,NetworkVendor,CRANE-ZONE,YES,NO,NORMAL,,0.0229906525493145,NORMAL,0
VPN-01041,2026-06-08 06:26:21+00:00,V015,ACC0019,DEV0037,SUCCESS,YES,AutomationVendor,CONTROL-ROOM,NO,NO,NORMAL,,0.02298438200987924,NORMAL,0
VPN-01213,2026-06-07 07:55:47+00:00,V008,ACC0050,DEV0099,SUCCESS,YES,YardVendor,YARD-C,NO,NO,NORMAL,,0.02293749197778526,NORMAL,0
VPN-00984,2026-06-10 23:45:15+00:00,V008,ACC0010,DEV0019,SUCCESS,YES,YardVendor,CRANE-ZONE,YES,NO,NORMAL,,0.022852656652466437,NORMAL,0
VPN-01215,2026-06-12 08:19:30+00:00,V017,ACC0013,DEV0025,SUCCESS,YES,NetworkVendor,GATE-A,NO,NO,NORMAL,,0.022779193226259806,NORMAL,0
VPN-01331,2026-06-13 01:05:19+00:00,V011,ACC0051,DEV0001,SUCCESS,YES,CraneVendor,GATE-A,YES,NO,NORMAL,,0.02260375570670103,NORMAL,0
VPN-00333,2026-06-17 06:02:50+00:00,V007,ACC0003,DEV0005,SUCCESS,YES,NetworkVendor,GATE-B,NO,NO,NORMAL,,0.022386151769978817,NORMAL,0
VPN-00168,2026-06-08 12:02:54+00:00,V004,ACC0022,DEV0043,SUCCESS,YES,MaintenanceVendor,GATE-A,NO,NO,NORMAL,,0.022367796882771563,NORMAL,0
VPN-01366,2026-06-20 10:17:51+00:00,V006,ACC0056,DEV0011,SUCCESS,YES,CraneVendor,YARD-C,NO,NO,NORMAL,,0.022307706102567174,NORMAL,0
VPN-01299,2026-06-15 10:02:41+00:00,V008,ACC0050,DEV0099,SUCCESS,YES,YardVendor,GATE-B,NO,NO,NORMAL,,0.022287215303085237,NORMAL,0
VPN-00148,2026-06-04 13:33:51+00:00,V017,ACC0053,DEV0005,SUCCESS,YES,NetworkVendor,YARD-C,NO,NO,NORMAL,,0.022204971003384227,NORMAL,0
VPN-00671,2026-06-23 04:01:11+00:00,V011,ACC0051,DEV0001,SUCCESS,YES,CraneVendor,GATE-B,YES,NO,NORMAL,,0.02215370541361341,NORMAL,0
VPN-00061,2026-06-22 02:03:01+00:00,V015,ACC0019,DEV0037,SUCCESS,YES,AutomationVendor,CONTROL-ROOM,YES,NO,NORMAL,,0.022105308876512565,NORMAL,0
VPN-00347,2026-06-11 21:40:06+00:00,V001,ACC0041,DEV0081,SUCCESS,YES,CraneVendor,OT-ZONE,YES,NO,NORMAL,,0.02202478331231396,NORMAL,0
VPN-01615,2026-06-14 00:00:19+00:00,V013,ACC0025,DEV0049,SUCCESS,YES,YardVendor,CRANE-ZONE,YES,NO,NORMAL,,0.021951706803230484,NORMAL,0
VPN-00283,2026-06-22 00:21:14+00:00,V013,ACC0045,DEV0089,SUCCESS,YES,YardVendor,GATE-B,YES,NO,NORMAL,,0.021894326772469302,NORMAL,0
VPN-00024,2026-06-27 07:28:20+00:00,V018,ACC0060,DEV0019,SUCCESS,YES,YardVendor,OT-ZONE,NO,NO,NORMAL,,0.02177953124613591,NORMAL,0
