event_id,timestamp,container_id,yard_zone,gate_event,cargo_status,manifest_change,action,destination_code,event_label,incident_id
CARGO-00191,2026-06-18T12:53:47Z,CONT-007363,YARD-B,NONE,HOLD,NO,MANIFEST_REVIEW,DST-D,NORMAL,
CARGO-00192,2026-06-17T21:59:46Z,CONT-005212,YARD-C,GATE_IN,RECEIVED,NO,YARD_MOVE,DST-B,NORMAL,
CARGO-00193,2026-06-25T05:10:31Z,CONT-006710,YARD-B,GATE_OUT,IN_YARD,NO,GATE_OUT,DST-D,NORMAL,
CARGO-00194,2026-06-28T23:40:48Z,CONT-007106,YARD-C,GATE_IN,IN_YARD,NO,UNLOAD,DST-C,NORMAL,
CARGO-00195,2026-06-01T07:25:43Z,CONT-008326,YARD-A,GATE_IN,HOLD,NO,UNLOAD,DST-B,NORMAL,
CARGO-00196,2026-06-28T19:01:19Z,CONT-004335,YARD-C,GATE_IN,RECEIVED,NO,UNLOAD,DST-B,NORMAL,
CARGO-00197,2026-06-13T13:47:42Z,CONT-008981,YARD-C,GATE_OUT,IN_YARD,NO,GATE_IN,DST-C,NORMAL,
CARGO-00198,2026-06-12T09:23:46Z,CONT-001842,YARD-C,NONE,HOLD,NO,LOAD,DST-C,NORMAL,
CARGO-00199,2026-06-30T11:05:02Z,CONT-002361,YARD-A,NONE,HOLD,NO,LOAD,DST-D,NORMAL,
CARGO-00200,2026-06-01T11:51:45Z,CONT-004310,YARD-C,GATE_IN,RECEIVED,NO,GATE_IN,DST-C,NORMAL,
CARGO-00201,2026-06-15T02:49:08Z,CONT-003773,YARD-B,GATE_OUT,LOADED,YES,MANIFEST_CHANGE,DST-B,NORMAL,
CARGO-00202,2026-06-26T06:40:08Z,CONT-004316,YARD-B,GATE_IN,CLEARED,YES,MANIFEST_CHANGE,DST-A,NORMAL,
CARGO-00203,2026-06-22T15:27:35Z,CONT-007320,YARD-C,NONE,HOLD,NO,YARD_MOVE,DST-C,NORMAL,
CARGO-00204,2026-06-24T06:36:49Z,CONT-001669,YARD-A,GATE_OUT,RECEIVED,YES,MANIFEST_CHANGE,DST-D,NORMAL,
CARGO-00205,2026-06-18T16:11:10Z,CONT-008257,YARD-A,NONE,HOLD,NO,YARD_MOVE,DST-C,NORMAL,
CARGO-00206,2026-06-30T08:04:44Z,CONT-005271,YARD-C,GATE_OUT,IN_YARD,YES,MANIFEST_CHANGE,DST-A,NORMAL,
CARGO-00207,2026-06-07T18:08:12Z,CONT-000754,YARD-B,NONE,CLEARED,YES,MANIFEST_CHANGE,DST-B,NORMAL,
CARGO-00208,2026-06-01T01:37:03Z,CONT-008732,YARD-B,NONE,CLEARED,NO,YARD_MOVE,DST-C,NORMAL,
CARGO-00209,2026-06-09T06:32:57Z,CONT-005036,YARD-C,GATE_IN,HOLD,NO,LOAD,DST-C,NORMAL,
CARGO-00210,2026-06-28T09:54:16Z,CONT-002267,YARD-A,NONE,RECEIVED,YES,MANIFEST_CHANGE,DST-D,SUSPICIOUS,
CARGO-00211,2026-06-18T11:24:10Z,CONT-007690,YARD-C,GATE_IN,RECEIVED,NO,LOAD,DST-B,NORMAL,
CARGO-00212,2026-06-16T05:19:55Z,CONT-007674,YARD-C,GATE_OUT,LOADED,NO,GATE_OUT,DST-A,NORMAL,
CARGO-00213,2026-06-23T23:25:36Z,CONT-003235,YARD-C,GATE_IN,CLEARED,NO,MANIFEST_REVIEW,DST-B,NORMAL,
CARGO-00214,2026-06-12T15:48:40Z,CONT-005226,YARD-C,GATE_IN,HOLD,NO,GATE_OUT,DST-C,NORMAL,
CARGO-00215,2026-06-24T13:07:12Z,CONT-005481,YARD-C,NONE,IN_YARD,NO,YARD_MOVE,DST-C,NORMAL,
CARGO-00216,2026-06-07T19:45:00Z,CONT-005336,YARD-C,GATE_OUT,LOADED,NO,UNLOAD,DST-A,NORMAL,
CARGO-00217,2026-06-19T07:59:07Z,CONT-003236,YARD-B,NONE,HOLD,NO,YARD_MOVE,DST-A,NORMAL,
CARGO-00218,2026-06-13T12:00:32Z,CONT-008582,YARD-A,NONE,CLEARED,NO,UNLOAD,DST-C,NORMAL,
CARGO-00219,2026-06-12T08:04:37Z,CONT-005939,YARD-C,NONE,LOADED,NO,GATE_IN,DST-B,NORMAL,
CARGO-00220,2026-06-18T08:12:30Z,CONT-006520,YARD-B,GATE_OUT,LOADED,YES,MANIFEST_CHANGE,DST-C,NORMAL,
CARGO-00221,2026-06-23T04:55:19Z,CONT-000386,YARD-C,NONE,RECEIVED,NO,UNLOAD,DST-A,NORMAL,
CARGO-00222,2026-06-20T19:54:59Z,CONT-008978,YARD-C,GATE_IN,IN_YARD,YES,MANIFEST_CHANGE,DST-C,NORMAL,
CARGO-00223,2026-06-06T22:07:26Z,CONT-005322,YARD-C,NONE,HOLD,YES,MANIFEST_CHANGE,DST-C,NORMAL,
CARGO-00224,2026-06-10T10:10:33Z,CONT-002663,YARD-C,GATE_IN,HOLD,NO,MANIFEST_REVIEW,DST-C,NORMAL,
CARGO-00225,2026-06-03T21:56:55Z,CONT-003914,YARD-C,GATE_OUT,IN_YARD,NO,GATE_OUT,DST-A,NORMAL,
CARGO-00226,2026-06-03T22:13:01Z,CONT-008725,YARD-C,NONE,IN_YARD,NO,GATE_OUT,DST-B,NORMAL,
CARGO-00227,2026-06-07T19:10:37Z,CONT-005835,YARD-C,NONE,HOLD,NO,GATE_OUT,DST-C,NORMAL,
CARGO-00228,2026-06-20T07:30:15Z,CONT-001130,YARD-A,GATE_OUT,RECEIVED,NO,GATE_OUT,DST-B,NORMAL,
CARGO-00229,2026-06-21T07:20:12Z,CONT-001649,YARD-A,GATE_IN,IN_YARD,NO,YARD_MOVE,DST-D,NORMAL,
CARGO-00230,2026-06-13T13:28:57Z,CONT-008185,YARD-A,GATE_OUT,IN_YARD,NO,MANIFEST_REVIEW,DST-A,NORMAL,
CARGO-00231,2026-06-01T06:36:20Z,CONT-008018,YARD-A,GATE_IN,HOLD,NO,GATE_IN,DST-A,NORMAL,
CARGO-00232,2026-06-03T09:12:03Z,CONT-006051,YARD-C,NONE,HOLD,NO,UNLOAD,DST-C,NORMAL,
CARGO-00233,2026-06-21T19:48:04Z,CONT-005147,YARD-C,NONE,HOLD,NO,LOAD,DST-A,NORMAL,
CARGO-00234,2026-06-21T08:36:36Z,CONT-001787,YARD-A,GATE_IN,CLEARED,NO,GATE_OUT,DST-B,NORMAL,
CARGO-00235,2026-06-26T23:39:04Z,CONT-005817,YARD-B,GATE_OUT,RECEIVED,NO,LOAD,DST-D,NORMAL,
CARGO-00236,2026-06-10T07:39:46Z,CONT-008069,YARD-C,NONE,IN_YARD,NO,GATE_IN,DST-C,NORMAL,
CARGO-00237,2026-06-16T21:18:51Z,CONT-000605,YARD-A,GATE_IN,HOLD,NO,UNLOAD,DST-B,NORMAL,
CARGO-00238,2026-06-18T14:13:36Z,CONT-005612,YARD-C,GATE_OUT,LOADED,NO,UNLOAD,DST-C,NORMAL,
CARGO-00239,2026-06-23T00:29:48Z,CONT-000636,YARD-C,GATE_OUT,CLEARED,NO,LOAD,DST-C,NORMAL,
CARGO-00240,2026-06-30T01:38:25Z,CONT-008137,YARD-A,GATE_OUT,LOADED,YES,MANIFEST_CHANGE,DST-A,NORMAL,
CARGO-00241,2026-06-24T13:24:07Z,CONT-001189,YARD-B,NONE,HOLD,NO,MANIFEST_REVIEW,DST-A,NORMAL,
CARGO-00242,2026-06-09T12:34:51Z,CONT-002189,YARD-B,NONE,HOLD,NO,LOAD,DST-C,NORMAL,
CARGO-00243,2026-06-07T06:59:23Z,CONT-008107,YARD-A,GATE_OUT,IN_YARD,NO,GATE_IN,DST-D,NORMAL,
CARGO-00244,2026-06-18T22:28:32Z,CONT-003842,YARD-B,NONE,LOADED,NO,GATE_IN,DST-B,NORMAL,
CARGO-00245,2026-06-18T06:56:19Z,CONT-002554,YARD-B,GATE_OUT,LOADED,NO,MANIFEST_REVIEW,DST-A,NORMAL,
CARGO-00246,2026-06-24T13:13:18Z,CONT-000932,YARD-C,NONE,HOLD,NO,GATE_IN,DST-D,NORMAL,
CARGO-00247,2026-06-06T23:00:06Z,CONT-002882,YARD-B,NONE,HOLD,NO,LOAD,DST-D,NORMAL,
CARGO-00248,2026-06-26T10:28:42Z,CONT-000579,YARD-C,GATE_OUT,LOADED,NO,GATE_OUT,DST-B,NORMAL,
CARGO-00249,2026-06-22T20:57:30Z,CONT-004969,YARD-A,GATE_OUT,RECEIVED,NO,MANIFEST_REVIEW,DST-D,NORMAL,
CARGO-00250,2026-06-01T00:10:04Z,CONT-005579,YARD-A,GATE_IN,LOADED,NO,MANIFEST_REVIEW,DST-D,NORMAL,
CARGO-00251,2026-06-04T00:04:41Z,CONT-003097,YARD-B,GATE_OUT,HOLD,NO,LOAD,DST-C,NORMAL,
CARGO-00252,2026-06-28T03:19:27Z,CONT-001761,YARD-C,GATE_IN,IN_YARD,YES,MANIFEST_CHANGE,DST-A,NORMAL,
CARGO-00253,2026-06-06T01:04:14Z,CONT-001696,YARD-C,GATE_IN,HOLD,NO,GATE_OUT,DST-C,NORMAL,
CARGO-00254,2026-06-12T03:36:47Z,CONT-004842,YARD-A,NONE,IN_YARD,NO,GATE_IN,DST-B,NORMAL,
CARGO-00255,2026-06-22T00:01:13Z,CONT-004817,YARD-A,GATE_IN,RECEIVED,YES,MANIFEST_CHANGE,DST-C,NORMAL,
CARGO-00256,2026-06-09T21:29:12Z,CONT-006093,YARD-A,NONE,LOADED,NO,MANIFEST_REVIEW,DST-B,NORMAL,
CARGO-00257,2026-06-07T16:19:43Z,CONT-007559,YARD-C,GATE_IN,RECEIVED,NO,UNLOAD,DST-C,NORMAL,
CARGO-00258,2026-06-14T08:07:28Z,CONT-004027,YARD-A,GATE_OUT,HOLD,NO,GATE_OUT,DST-D,NORMAL,
CARGO-00259,2026-06-19T04:51:25Z,CONT-001114,YARD-A,GATE_IN,CLEARED,NO,LOAD,DST-C,NORMAL,
CARGO-00260,2026-06-10T06:47:57Z,CONT-007388,YARD-B,GATE_OUT,CLEARED,NO,GATE_OUT,DST-A,NORMAL,
CARGO-00261,2026-06-25T20:19:51Z,CONT-007570,YARD-C,GATE_OUT,HOLD,NO,GATE_OUT,DST-D,NORMAL,
CARGO-00262,2026-06-06T08:12:43Z,CONT-005084,YARD-A,GATE_IN,LOADED,YES,MANIFEST_CHANGE,DST-A,NORMAL,
CARGO-00263,2026-06-07T18:37:57Z,CONT-004046,YARD-C,GATE_IN,LOADED,NO,MANIFEST_REVIEW,DST-B,NORMAL,
CARGO-00264,2026-06-10T17:27:40Z,CONT-005480,YARD-C,NONE,HOLD,YES,MANIFEST_CHANGE,DST-A,NORMAL,
CARGO-00265,2026-06-18T05:58:14Z,CONT-000489,YARD-B,NONE,IN_YARD,NO,UNLOAD,DST-B,NORMAL,
CARGO-00266,2026-06-19T09:29:20Z,CONT-002615,YARD-C,GATE_IN,CLEARED,NO,GATE_IN,DST-D,NORMAL,
CARGO-00267,2026-06-02T22:06:40Z,CONT-007344,YARD-C,NONE,IN_YARD,NO,GATE_IN,DST-A,NORMAL,
CARGO-00268,2026-06-03T04:40:32Z,CONT-007314,YARD-C,GATE_IN,LOADED,NO,YARD_MOVE,DST-C,NORMAL,
CARGO-00269,2026-06-06T20:34:21Z,CONT-007859,YARD-C,NONE,HOLD,NO,GATE_OUT,DST-D,NORMAL,
CARGO-00270,2026-06-10T10:20:11Z,CONT-007776,YARD-C,GATE_OUT,CLEARED,YES,MANIFEST_CHANGE,DST-B,NORMAL,
CARGO-00271,2026-06-19T14:59:33Z,CONT-002720,YARD-C,GATE_IN,RECEIVED,NO,YARD_MOVE,DST-B,NORMAL,
CARGO-00272,2026-06-01T16:44:39Z,CONT-003399,YARD-B,GATE_OUT,CLEARED,NO,YARD_MOVE,DST-C,NORMAL,
CARGO-00273,2026-06-20T03:43:43Z,CONT-002544,YARD-A,GATE_IN,CLEARED,NO,YARD_MOVE,DST-B,NORMAL,
CARGO-00274,2026-06-15T01:38:27Z,CONT-004695,YARD-C,GATE_OUT,HOLD,NO,GATE_OUT,DST-C,NORMAL,
CARGO-00275,2026-06-08T14:21:21Z,CONT-006429,YARD-C,GATE_OUT,LOADED,YES,MANIFEST_CHANGE,DST-B,NORMAL,
CARGO-00276,2026-06-09T01:00:10Z,CONT-003189,YARD-C,GATE_IN,CLEARED,NO,GATE_OUT,DST-A,NORMAL,
CARGO-00277,2026-06-26T10:29:58Z,CONT-007566,YARD-C,GATE_IN,IN_YARD,NO,YARD_MOVE,DST-C,NORMAL,
CARGO-00278,2026-06-27T05:13:38Z,CONT-002675,YARD-A,GATE_IN,HOLD,YES,MANIFEST_CHANGE,DST-A,NORMAL,
CARGO-00279,2026-06-17T18:32:36Z,CONT-000705,YARD-C,GATE_OUT,RECEIVED,NO,GATE_IN,DST-A,NORMAL,
CARGO-00280,2026-06-29T12:41:52Z,CONT-006887,YARD-B,NONE,HOLD,NO,YARD_MOVE,DST-D,NORMAL,
CARGO-00281,2026-06-27T00:15:39Z,CONT-001717,YARD-A,GATE_IN,HOLD,YES,MANIFEST_CHANGE,DST-D,NORMAL,
CARGO-00282,2026-06-26T18:35:25Z,CONT-004341,YARD-B,GATE_IN,CLEARED,NO,MANIFEST_REVIEW,DST-B,NORMAL,
CARGO-00283,2026-06-12T07:19:10Z,CONT-000046,YARD-A,NONE,HOLD,YES,MANIFEST_CHANGE,DST-A,NORMAL,
CARGO-00284,2026-06-09T00:07:11Z,CONT-000736,YARD-B,GATE_OUT,HOLD,NO,GATE_IN,DST-D,NORMAL,
CARGO-00285,2026-06-20T22:51:15Z,CONT-004952,YARD-A,NONE,CLEARED,NO,LOAD,DST-C,NORMAL,
CARGO-00286,2026-06-16T19:37:49Z,CONT-003373,YARD-A,GATE_IN,RECEIVED,NO,GATE_OUT,DST-D,NORMAL,
CARGO-00287,2026-06-29T08:29:49Z,CONT-008088,YARD-A,NONE,IN_YARD,NO,YARD_MOVE,DST-D,NORMAL,
CARGO-00288,2026-06-25T12:28:13Z,CONT-006796,YARD-B,GATE_OUT,LOADED,NO,LOAD,DST-A,NORMAL,
CARGO-00289,2026-06-11T12:17:28Z,CONT-002282,YARD-B,GATE_IN,LOADED,NO,GATE_OUT,DST-A,NORMAL,
CARGO-00290,2026-06-28T12:23:54Z,CONT-002243,YARD-B,NONE,HOLD,YES,MANIFEST_CHANGE,DST-A,NORMAL,
CARGO-00291,2026-06-28T21:36:27Z,CONT-003778,YARD-C,NONE,IN_YARD,NO,MANIFEST_REVIEW,DST-C,NORMAL,
CARGO-00292,2026-06-03T09:06:42Z,CONT-003441,YARD-C,GATE_IN,IN_YARD,YES,MANIFEST_CHANGE,DST-B,NORMAL,
CARGO-00293,2026-06-20T11:41:09Z,CONT-003208,YARD-B,NONE,LOADED,NO,MANIFEST_REVIEW,DST-A,NORMAL,
CARGO-00294,2026-06-16T11:13:04Z,CONT-002448,YARD-B,NONE,LOADED,NO,UNLOAD,DST-A,NORMAL,
CARGO-00295,2026-06-09T21:02:42Z,CONT-002526,YARD-A,GATE_IN,RECEIVED,YES,MANIFEST_CHANGE,DST-A,NORMAL,
CARGO-00296,2026-06-22T02:46:56Z,CONT-002183,YARD-B,GATE_OUT,LOADED,NO,GATE_OUT,DST-B,NORMAL,
CARGO-00297,2026-06-19T09:16:39Z,CONT-006806,YARD-B,NONE,RECEIVED,NO,MANIFEST_REVIEW,DST-C,NORMAL,
CARGO-00298,2026-06-05T01:58:54Z,CONT-004745,YARD-B,GATE_IN,RECEIVED,NO,YARD_MOVE,DST-A,NORMAL,
CARGO-00299,2026-06-20T02:03:31Z,CONT-001242,YARD-B,GATE_IN,IN_YARD,NO,GATE_OUT,DST-C,NORMAL,
CARGO-00300,2026-06-07T02:12:17Z,CONT-003583,YARD-B,NONE,LOADED,NO,GATE_OUT,DST-B,NORMAL,
CARGO-00301,2026-06-11T22:14:27Z,CONT-004137,YARD-A,NONE,RECEIVED,NO,YARD_MOVE,DST-C,NORMAL,
CARGO-00302,2026-06-05T12:29:32Z,CONT-004873,YARD-A,NONE,IN_YARD,YES,MANIFEST_CHANGE,DST-D,SUSPICIOUS,
CARGO-00303,2026-06-21T03:56:00Z,CONT-000345,YARD-B,NONE,CLEARED,NO,MANIFEST_REVIEW,DST-D,NORMAL,
CARGO-00304,2026-06-19T07:27:20Z,CONT-008500,YARD-B,GATE_OUT,CLEARED,YES,MANIFEST_CHANGE,DST-B,NORMAL,
CARGO-00305,2026-06-11T01:51:20Z,CONT-007870,YARD-A,NONE,LOADED,NO,MANIFEST_REVIEW,DST-A,NORMAL,
CARGO-00306,2026-06-19T17:12:08Z,CONT-007328,YARD-B,GATE_OUT,LOADED,NO,YARD_MOVE,DST-B,NORMAL,
CARGO-00307,2026-06-20T01:01:15Z,CONT-001286,YARD-B,GATE_IN,HOLD,YES,MANIFEST_CHANGE,DST-D,NORMAL,
CARGO-00308,2026-06-02T09:54:43Z,CONT-007614,YARD-C,GATE_IN,LOADED,NO,LOAD,DST-D,NORMAL,
CARGO-00309,2026-06-23T15:57:10Z,CONT-000516,YARD-C,GATE_IN,RECEIVED,NO,UNLOAD,DST-C,NORMAL,
CARGO-00310,2026-06-06T12:14:10Z,CONT-000534,YARD-C,GATE_OUT,CLEARED,NO,GATE_OUT,DST-D,NORMAL,
CARGO-00311,2026-06-09T21:47:08Z,CONT-006137,YARD-B,NONE,HOLD,NO,MANIFEST_REVIEW,DST-C,NORMAL,
CARGO-00312,2026-06-26T21:43:00Z,CONT-001618,YARD-C,GATE_IN,RECEIVED,YES,MANIFEST_CHANGE,DST-D,NORMAL,
CARGO-00313,2026-06-29T02:36:00Z,CONT-004314,YARD-A,GATE_OUT,CLEARED,NO,GATE_OUT,DST-C,NORMAL,
CARGO-00314,2026-06-24T20:04:45Z,CONT-006215,YARD-A,NONE,LOADED,NO,GATE_IN,DST-C,NORMAL,
CARGO-00315,2026-06-23T08:42:08Z,CONT-004987,YARD-A,GATE_IN,RECEIVED,NO,MANIFEST_REVIEW,DST-A,NORMAL,
CARGO-00316,2026-06-23T11:53:06Z,CONT-006568,YARD-A,GATE_OUT,IN_YARD,YES,MANIFEST_CHANGE,DST-D,SUSPICIOUS,
CARGO-00317,2026-06-05T09:32:45Z,CONT-008743,YARD-C,GATE_OUT,LOADED,NO,MANIFEST_REVIEW,DST-A,NORMAL,
CARGO-00318,2026-06-11T19:58:43Z,CONT-001913,YARD-A,GATE_IN,RECEIVED,NO,LOAD,DST-C,NORMAL,
CARGO-00319,2026-06-04T23:19:02Z,CONT-007568,YARD-B,NONE,RECEIVED,YES,MANIFEST_CHANGE,DST-A,NORMAL,
CARGO-00320,2026-06-02T00:57:26Z,CONT-005662,YARD-A,GATE_IN,CLEARED,NO,UNLOAD,DST-B,NORMAL,
CARGO-00321,2026-06-15T19:48:51Z,CONT-001689,YARD-A,GATE_OUT,LOADED,YES,MANIFEST_CHANGE,DST-D,NORMAL,
CARGO-00322,2026-06-01T03:35:07Z,CONT-005590,YARD-A,GATE_OUT,LOADED,NO,YARD_MOVE,DST-C,NORMAL,
CARGO-00323,2026-06-12T20:03:48Z,CONT-007003,YARD-C,GATE_IN,HOLD,NO,LOAD,DST-B,NORMAL,
CARGO-00324,2026-06-18T06:07:43Z,CONT-008967,YARD-C,GATE_IN,CLEARED,NO,GATE_OUT,DST-D,NORMAL,
CARGO-00325,2026-06-06T14:43:01Z,CONT-004146,YARD-A,GATE_OUT,IN_YARD,NO,UNLOAD,DST-B,NORMAL,
CARGO-00326,2026-06-21T22:41:52Z,CONT-003580,YARD-A,GATE_IN,HOLD,YES,MANIFEST_CHANGE,DST-B,NORMAL,
CARGO-00327,2026-06-27T10:58:56Z,CONT-001347,YARD-B,GATE_OUT,IN_YARD,NO,GATE_IN,DST-A,NORMAL,
CARGO-00328,2026-06-19T12:04:07Z,CONT-004022,YARD-A,GATE_OUT,IN_YARD,NO,YARD_MOVE,DST-A,NORMAL,
CARGO-00329,2026-06-14T06:50:22Z,CONT-005055,YARD-C,NONE,HOLD,NO,LOAD,DST-B,NORMAL,
CARGO-00330,2026-06-03T18:26:35Z,CONT-007573,YARD-A,GATE_OUT,CLEARED,NO,GATE_IN,DST-D,NORMAL,
CARGO-00331,2026-06-10T10:49:22Z,CONT-000574,YARD-B,GATE_OUT,HOLD,NO,GATE_IN,DST-A,NORMAL,
CARGO-00332,2026-06-21T11:37:25Z,CONT-004955,YARD-A,GATE_OUT,LOADED,NO,YARD_MOVE,DST-C,NORMAL,
CARGO-00333,2026-06-01T19:52:22Z,CONT-003382,YARD-C,GATE_OUT,LOADED,NO,GATE_IN,DST-C,NORMAL,
CARGO-00334,2026-06-03T07:33:22Z,CONT-002920,YARD-C,GATE_OUT,HOLD,YES,MANIFEST_CHANGE,DST-D,NORMAL,
CARGO-00335,2026-06-18T10:54:49Z,CONT-007633,YARD-A,GATE_IN,RECEIVED,NO,LOAD,DST-D,NORMAL,
CARGO-00336,2026-06-30T14:57:26Z,CONT-006571,YARD-A,NONE,HOLD,NO,GATE_OUT,DST-C,NORMAL,
CARGO-00337,2026-06-09T09:11:01Z,CONT-005390,YARD-B,NONE,LOADED,NO,YARD_MOVE,DST-C,NORMAL,
CARGO-00338,2026-06-18T08:56:39Z,CONT-001697,YARD-A,GATE_IN,IN_YARD,NO,YARD_MOVE,DST-D,NORMAL,
CARGO-00339,2026-06-30T02:49:03Z,CONT-005655,YARD-C,GATE_OUT,HOLD,YES,MANIFEST_CHANGE,DST-C,NORMAL,
CARGO-00340,2026-06-19T09:12:09Z,CONT-004660,YARD-B,NONE,LOADED,NO,GATE_OUT,DST-B,NORMAL,
CARGO-00341,2026-06-12T17:08:35Z,CONT-006205,YARD-C,NONE,RECEIVED,NO,MANIFEST_REVIEW,DST-A,NORMAL,
CARGO-00342,2026-06-30T02:41:45Z,CONT-004065,YARD-B,NONE,RECEIVED,NO,MANIFEST_REVIEW,DST-B,NORMAL,
CARGO-00343,2026-06-30T03:20:23Z,CONT-006292,YARD-B,NONE,HOLD,NO,UNLOAD,DST-C,NORMAL,
CARGO-00344,2026-06-03T21:57:17Z,CONT-001400,YARD-A,GATE_IN,LOADED,NO,UNLOAD,DST-D,NORMAL,
CARGO-00345,2026-06-06T07:42:33Z,CONT-003570,YARD-C,GATE_OUT,HOLD,NO,LOAD,DST-C,NORMAL,
CARGO-00346,2026-06-21T04:54:23Z,CONT-004167,YARD-C,GATE_OUT,CLEARED,NO,YARD_MOVE,DST-A,NORMAL,
CARGO-00347,2026-06-26T04:08:34Z,CONT-004965,YARD-A,GATE_IN,IN_YARD,NO,GATE_IN,DST-B,NORMAL,
CARGO-00348,2026-06-11T07:01:12Z,CONT-006402,YARD-C,GATE_OUT,IN_YARD,NO,MANIFEST_REVIEW,DST-C,NORMAL,
CARGO-00349,2026-06-17T13:35:08Z,CONT-002531,YARD-B,NONE,RECEIVED,NO,LOAD,DST-B,NORMAL,
CARGO-00350,2026-06-13T07:39:29Z,CONT-008678,YARD-A,GATE_IN,CLEARED,NO,GATE_IN,DST-A,NORMAL,
CARGO-00351,2026-06-20T08:18:53Z,CONT-005965,YARD-A,NONE,CLEARED,YES,MANIFEST_CHANGE,DST-A,NORMAL,
CARGO-00352,2026-06-19T18:54:06Z,CONT-006193,YARD-C,NONE,LOADED,NO,LOAD,DST-D,NORMAL,
CARGO-00353,2026-06-17T22:38:31Z,CONT-006056,YARD-A,NONE,CLEARED,NO,GATE_IN,DST-D,NORMAL,
CARGO-00354,2026-06-23T22:20:43Z,CONT-007721,YARD-A,NONE,IN_YARD,NO,GATE_OUT,DST-D,NORMAL,
CARGO-00355,2026-06-06T19:52:23Z,CONT-000384,YARD-C,NONE,IN_YARD,NO,LOAD,DST-B,NORMAL,
CARGO-00356,2026-06-12T05:28:31Z,CONT-002297,YARD-C,GATE_IN,RECEIVED,NO,YARD_MOVE,DST-D,NORMAL,
CARGO-00357,2026-06-06T04:18:32Z,CONT-004483,YARD-B,GATE_OUT,RECEIVED,NO,LOAD,DST-B,NORMAL,
CARGO-00358,2026-06-28T15:38:24Z,CONT-007261,YARD-C,GATE_OUT,RECEIVED,YES,MANIFEST_CHANGE,DST-B,NORMAL,
CARGO-00359,2026-06-18T09:22:31Z,CONT-001238,YARD-B,GATE_OUT,HOLD,NO,MANIFEST_REVIEW,DST-A,NORMAL,
CARGO-00360,2026-06-11T22:51:39Z,CONT-006237,YARD-A,GATE_OUT,HOLD,NO,GATE_IN,DST-C,NORMAL,
CARGO-00361,2026-06-16T13:24:47Z,CONT-006875,YARD-C,GATE_OUT,CLEARED,NO,UNLOAD,DST-D,NORMAL,
CARGO-00362,2026-06-22T08:27:19Z,CONT-005551,YARD-A,GATE_OUT,CLEARED,NO,GATE_OUT,DST-D,NORMAL,
CARGO-00363,2026-06-13T13:02:17Z,CONT-008718,YARD-C,GATE_IN,IN_YARD,NO,YARD_MOVE,DST-B,NORMAL,
CARGO-00364,2026-06-02T18:31:55Z,CONT-004075,YARD-C,GATE_OUT,CLEARED,NO,MANIFEST_REVIEW,DST-D,NORMAL,
CARGO-00365,2026-06-04T05:11:14Z,CONT-003177,YARD-A,GATE_OUT,CLEARED,NO,UNLOAD,DST-B,NORMAL,
CARGO-00366,2026-06-27T19:23:55Z,CONT-008814,YARD-B,GATE_IN,IN_YARD,NO,MANIFEST_REVIEW,DST-A,NORMAL,
CARGO-00367,2026-06-25T12:25:41Z,CONT-006287,YARD-A,GATE_IN,RECEIVED,YES,MANIFEST_CHANGE,DST-D,SUSPICIOUS,
CARGO-00368,2026-06-06T18:49:52Z,CONT-004208,YARD-A,GATE_IN,RECEIVED,NO,YARD_MOVE,DST-A,NORMAL,
CARGO-00369,2026-06-27T05:26:35Z,CONT-000865,YARD-C,NONE,CLEARED,NO,YARD_MOVE,DST-C,NORMAL,
CARGO-00370,2026-06-20T14:49:47Z,CONT-002531,YARD-B,GATE_OUT,HOLD,NO,LOAD,DST-C,NORMAL,
CARGO-00371,2026-06-06T20:19:14Z,CONT-008731,YARD-C,GATE_OUT,CLEARED,NO,LOAD,DST-D,NORMAL,
CARGO-00372,2026-06-27T07:56:33Z,CONT-007993,YARD-B,GATE_IN,CLEARED,NO,GATE_OUT,DST-A,NORMAL,
CARGO-00373,2026-06-05T21:52:14Z,CONT-007732,YARD-A,GATE_IN,HOLD,NO,GATE_IN,DST-C,NORMAL,
CARGO-00374,2026-06-11T13:11:56Z,CONT-008560,YARD-A,GATE_IN,HOLD,NO,GATE_IN,DST-C,NORMAL,
CARGO-00375,2026-06-17T14:40:17Z,CONT-000482,YARD-A,NONE,IN_YARD,NO,UNLOAD,DST-B,NORMAL,
CARGO-00376,2026-06-06T22:12:03Z,CONT-001682,YARD-C,GATE_IN,IN_YARD,NO,GATE_OUT,DST-C,NORMAL,
CARGO-00377,2026-06-18T21:51:22Z,CONT-006330,YARD-B,GATE_IN,LOADED,NO,LOAD,DST-A,NORMAL,
CARGO-00378,2026-06-22T16:17:21Z,CONT-001590,YARD-A,GATE_OUT,RECEIVED,NO,GATE_OUT,DST-B,NORMAL,
CARGO-00379,2026-06-19T07:02:25Z,CONT-002138,YARD-B,NONE,RECEIVED,NO,YARD_MOVE,DST-B,NORMAL,
CARGO-00380,2026-06-12T19:22:05Z,CONT-006700,YARD-C,NONE,HOLD,NO,LOAD,DST-D,NORMAL,
CARGO-00381,2026-06-19T12:24:39Z,CONT-001983,YARD-A,GATE_OUT,CLEARED,NO,GATE_IN,DST-A,NORMAL,
CARGO-00382,2026-06-18T11:06:32Z,CONT-004258,YARD-A,GATE_OUT,RECEIVED,YES,MANIFEST_CHANGE,DST-B,SUSPICIOUS,
