event_id,timestamp,asset_id,command_type,alarm_code,process_state,operator_id,severity,command_sequence_valid,event_label,incident_id
OT-00219,2026-06-25T11:50:38Z,CRANE07,STOP,NONE,IDLE,OP039,LOW,YES,NORMAL,
OT-00220,2026-06-14T22:26:33Z,YARD-08,SPEED_OVERRIDE,ALM-204,DEGRADED,OP018,HIGH,NO,SUSPICIOUS,
OT-00221,2026-06-06T12:52:22Z,PLC08,HOIST_UP,NONE,NORMAL,OP002,LOW,YES,NORMAL,
OT-00222,2026-06-17T15:15:11Z,PLC04,STOP,NONE,NORMAL,OP039,LOW,YES,NORMAL,
OT-00223,2026-06-25T14:00:16Z,PLC11,HOIST_UP,NONE,IDLE,OP002,LOW,YES,NORMAL,
OT-00224,2026-06-04T05:53:13Z,PLC01,SPEED_SET,NONE,IDLE,OP004,LOW,YES,NORMAL,
OT-00225,2026-06-04T09:04:30Z,PLC01,SPEED_SET,NONE,IDLE,OP023,LOW,YES,NORMAL,
OT-00226,2026-06-19T12:28:54Z,YARD-04,UNAUTHORIZED_COMMAND,ALM-311,DEGRADED,OP038,HIGH,NO,SUSPICIOUS,
OT-00227,2026-06-25T06:31:26Z,PLC12,HOIST_UP,NONE,RUNNING,OP031,LOW,YES,NORMAL,
OT-00228,2026-06-21T23:29:54Z,YARD-05,HOIST_DOWN,NONE,NORMAL,OP027,LOW,YES,NORMAL,
OT-00229,2026-06-18T12:11:51Z,CRANE01,STOP,NONE,NORMAL,OP015,LOW,YES,NORMAL,
OT-00230,2026-06-27T11:34:25Z,PLC07,STOP,NONE,IDLE,OP038,LOW,YES,NORMAL,
OT-00231,2026-06-01T15:20:54Z,YARD-04,HOIST_UP,NONE,IDLE,OP020,LOW,YES,NORMAL,
OT-00232,2026-06-16T04:26:37Z,CRANE03,SPEED_SET,NONE,RUNNING,OP022,LOW,YES,NORMAL,
OT-00233,2026-06-12T10:48:58Z,YARD-01,HOIST_UP,ALM-107,RUNNING,OP006,MEDIUM,YES,NORMAL,
OT-00234,2026-06-20T12:02:06Z,YARD-03,MOVE_RIGHT,NONE,IDLE,OP010,LOW,YES,NORMAL,
OT-00235,2026-06-09T03:42:27Z,YARD-08,SPEED_SET,NONE,NORMAL,OP007,LOW,YES,NORMAL,
OT-00236,2026-06-19T21:47:54Z,YARD-01,MOVE_LEFT,NONE,IDLE,OP021,LOW,YES,NORMAL,
OT-00237,2026-06-06T03:50:36Z,CRANE04,MOVE_RIGHT,NONE,RUNNING,OP033,LOW,YES,NORMAL,
OT-00238,2026-06-02T07:02:52Z,PLC03,MOVE_LEFT,NONE,NORMAL,OP016,LOW,YES,NORMAL,
OT-00239,2026-06-17T04:57:09Z,PLC03,STATUS_READ,NONE,NORMAL,OP011,LOW,YES,NORMAL,
OT-00240,2026-06-02T07:30:11Z,CRANE08,MOVE_LEFT,NONE,IDLE,OP025,LOW,YES,NORMAL,
OT-00241,2026-06-29T18:47:34Z,PLC01,STATUS_READ,NONE,RUNNING,OP039,LOW,YES,NORMAL,
OT-00242,2026-06-17T07:41:43Z,CRANE06,IDLE,NONE,IDLE,OP024,LOW,YES,NORMAL,
OT-00243,2026-06-22T04:32:05Z,PLC08,MOVE_LEFT,NONE,NORMAL,OP023,LOW,YES,NORMAL,
OT-00244,2026-06-04T01:10:27Z,CRANE01,STOP,NONE,IDLE,OP028,LOW,YES,NORMAL,
OT-00245,2026-06-15T08:04:21Z,PLC07,SPEED_SET,NONE,NORMAL,OP002,LOW,YES,NORMAL,
OT-00246,2026-06-30T08:43:38Z,YARD-07,HOIST_DOWN,NONE,NORMAL,OP022,LOW,YES,NORMAL,
OT-00247,2026-06-09T16:03:53Z,PLC08,UNAUTHORIZED_COMMAND,ALM-418,DEGRADED,OP015,CRITICAL,NO,SUSPICIOUS,
OT-00248,2026-06-25T02:04:29Z,CRANE03,IDLE,NONE,IDLE,OP012,LOW,YES,NORMAL,
OT-00249,2026-06-11T04:55:42Z,PLC02,SPEED_SET,ALM-107,IDLE,OP024,MEDIUM,YES,NORMAL,
OT-00250,2026-06-09T23:31:21Z,PLC11,SPEED_SET,NONE,IDLE,OP016,LOW,YES,NORMAL,
OT-00251,2026-06-17T02:15:44Z,YARD-07,HOIST_DOWN,NONE,RUNNING,OP028,LOW,YES,NORMAL,
OT-00252,2026-06-15T07:42:17Z,PLC05,STOP,NONE,IDLE,OP040,LOW,YES,NORMAL,
OT-00253,2026-06-21T09:42:39Z,PLC10,SPEED_SET,NONE,RUNNING,OP015,LOW,YES,NORMAL,
OT-00254,2026-06-06T12:41:37Z,CRANE04,REPEATED_COMMAND,ALM-311,ABNORMAL,OP021,CRITICAL,NO,SUSPICIOUS,
OT-00255,2026-06-11T15:07:41Z,YARD-01,SPEED_SET,ALM-107,IDLE,OP011,MEDIUM,YES,NORMAL,
OT-00256,2026-06-12T23:24:29Z,YARD-08,IDLE,NONE,IDLE,OP015,LOW,YES,NORMAL,
OT-00257,2026-06-24T19:42:05Z,YARD-05,EMERGENCY_STOP,ALM-311,ABNORMAL,OP023,HIGH,NO,SUSPICIOUS,INC-T21-004
OT-00258,2026-06-28T18:51:09Z,YARD-01,HOIST_DOWN,NONE,NORMAL,OP015,LOW,YES,NORMAL,
OT-00259,2026-06-21T00:51:40Z,CRANE06,HOIST_DOWN,NONE,RUNNING,OP023,LOW,YES,NORMAL,
OT-00260,2026-06-29T21:35:47Z,PLC09,MOVE_LEFT,NONE,IDLE,OP035,LOW,YES,NORMAL,
OT-00261,2026-06-26T10:44:35Z,PLC05,SPEED_OVERRIDE,ALM-418,SAFE_STOP,OP024,CRITICAL,NO,SUSPICIOUS,
OT-00262,2026-06-24T19:24:35Z,YARD-06,SPEED_SET,NONE,IDLE,OP006,LOW,YES,NORMAL,
OT-00263,2026-06-27T22:29:25Z,PLC05,HOIST_UP,NONE,IDLE,OP011,LOW,YES,NORMAL,
OT-00264,2026-06-19T08:41:03Z,PLC10,HOIST_DOWN,NONE,IDLE,OP021,LOW,YES,NORMAL,
OT-00265,2026-06-15T04:32:21Z,PLC01,STATUS_READ,NONE,RUNNING,OP022,LOW,YES,NORMAL,
OT-00266,2026-06-11T18:33:15Z,YARD-07,MOVE_LEFT,NONE,RUNNING,OP015,LOW,YES,NORMAL,
OT-00267,2026-06-16T15:35:35Z,PLC03,SPEED_SET,NONE,RUNNING,OP007,LOW,YES,NORMAL,
OT-00268,2026-06-12T10:33:01Z,YARD-06,STOP,NONE,NORMAL,OP036,LOW,YES,NORMAL,
OT-00269,2026-06-13T22:21:13Z,CRANE03,STATUS_READ,NONE,RUNNING,OP015,LOW,YES,NORMAL,
OT-00270,2026-06-25T23:05:03Z,PLC09,HOIST_DOWN,ALM-107,RUNNING,OP005,MEDIUM,YES,NORMAL,
OT-00271,2026-06-25T06:50:29Z,YARD-02,MOVE_RIGHT,NONE,NORMAL,OP011,LOW,YES,NORMAL,
OT-00272,2026-06-25T19:22:37Z,PLC07,MOVE_LEFT,NONE,NORMAL,OP006,LOW,YES,NORMAL,
OT-00273,2026-06-07T16:30:35Z,PLC11,STOP,NONE,RUNNING,OP016,LOW,YES,NORMAL,
OT-00274,2026-06-26T03:24:17Z,CRANE07,STOP,NONE,IDLE,OP025,LOW,YES,NORMAL,
OT-00275,2026-06-22T16:33:38Z,YARD-05,EMERGENCY_STOP,ALM-311,DEGRADED,OP024,HIGH,NO,SUSPICIOUS,
OT-00276,2026-06-24T13:06:50Z,CRANE01,SPEED_SET,NONE,NORMAL,OP028,LOW,YES,NORMAL,
OT-00277,2026-06-16T03:44:53Z,PLC07,STOP,NONE,NORMAL,OP010,LOW,YES,NORMAL,
OT-00278,2026-06-28T21:37:53Z,PLC12,MOVE_RIGHT,NONE,NORMAL,OP018,LOW,YES,NORMAL,
OT-00279,2026-06-09T19:18:54Z,YARD-02,STOP,NONE,NORMAL,OP022,LOW,YES,NORMAL,
OT-00280,2026-06-25T08:03:51Z,YARD-07,SPEED_SET,NONE,IDLE,OP032,LOW,YES,NORMAL,
OT-00281,2026-06-23T21:22:16Z,PLC05,MOVE_RIGHT,NONE,NORMAL,OP007,LOW,YES,NORMAL,
OT-00282,2026-06-13T07:10:24Z,YARD-01,MOVE_RIGHT,NONE,RUNNING,OP011,LOW,YES,NORMAL,
OT-00283,2026-06-05T22:49:07Z,CRANE03,REPEATED_COMMAND,ALM-418,SAFE_STOP,OP025,CRITICAL,NO,SUSPICIOUS,INC-T21-001
OT-00284,2026-06-18T03:36:46Z,YARD-03,MOVE_LEFT,NONE,IDLE,OP002,LOW,YES,NORMAL,
OT-00285,2026-06-13T19:39:25Z,PLC09,STATUS_READ,NONE,RUNNING,OP021,LOW,YES,NORMAL,
OT-00286,2026-06-22T17:41:48Z,CRANE07,MOVE_RIGHT,NONE,IDLE,OP022,LOW,YES,NORMAL,
OT-00287,2026-06-21T20:18:42Z,PLC10,MOVE_LEFT,NONE,RUNNING,OP028,LOW,YES,NORMAL,
OT-00288,2026-06-08T15:32:27Z,PLC12,SPEED_SET,NONE,IDLE,OP028,LOW,YES,NORMAL,
OT-00289,2026-06-16T10:07:45Z,YARD-01,HOIST_UP,NONE,NORMAL,OP035,LOW,YES,NORMAL,
OT-00290,2026-06-24T19:33:56Z,YARD-05,OUT_OF_SEQUENCE,ALM-418,ABNORMAL,OP027,HIGH,NO,SUSPICIOUS,INC-T21-004
OT-00291,2026-06-15T19:56:48Z,YARD-01,STOP,NONE,NORMAL,OP038,LOW,YES,NORMAL,
OT-00292,2026-06-08T02:48:14Z,PLC06,HOIST_UP,NONE,NORMAL,OP023,LOW,YES,NORMAL,
OT-00293,2026-06-05T09:13:54Z,YARD-02,MOVE_LEFT,NONE,RUNNING,OP032,LOW,YES,NORMAL,
OT-00294,2026-06-06T10:02:51Z,PLC03,STOP,NONE,RUNNING,OP015,LOW,YES,NORMAL,
OT-00295,2026-06-18T00:13:07Z,CRANE06,STATUS_READ,NONE,NORMAL,OP010,LOW,YES,NORMAL,
OT-00296,2026-06-02T10:46:13Z,PLC11,HOIST_DOWN,NONE,IDLE,OP025,LOW,YES,NORMAL,
OT-00297,2026-06-17T12:23:43Z,PLC06,UNAUTHORIZED_COMMAND,ALM-311,DEGRADED,OP037,HIGH,NO,SUSPICIOUS,
OT-00298,2026-06-08T20:00:52Z,YARD-01,HOIST_DOWN,NONE,NORMAL,OP018,LOW,YES,NORMAL,
OT-00299,2026-06-18T03:54:42Z,PLC11,STATUS_READ,NONE,NORMAL,OP032,LOW,YES,NORMAL,
OT-00300,2026-06-19T05:50:31Z,YARD-03,SPEED_SET,NONE,IDLE,OP015,LOW,YES,NORMAL,
OT-00301,2026-06-09T19:27:06Z,CRANE03,HOIST_UP,NONE,RUNNING,OP034,LOW,YES,NORMAL,
OT-00302,2026-06-01T14:14:49Z,YARD-03,IDLE,NONE,IDLE,OP027,LOW,YES,NORMAL,
OT-00303,2026-06-18T20:07:57Z,PLC08,HOIST_UP,NONE,IDLE,OP038,LOW,YES,NORMAL,
OT-00304,2026-06-25T10:26:04Z,CRANE08,STOP,NONE,NORMAL,OP029,LOW,YES,NORMAL,
OT-00305,2026-06-29T00:54:46Z,CRANE07,MOVE_LEFT,ALM-101,IDLE,OP002,MEDIUM,YES,NORMAL,
OT-00306,2026-06-20T19:05:31Z,CRANE05,STATUS_READ,NONE,NORMAL,OP033,LOW,YES,NORMAL,
OT-00307,2026-06-11T20:56:02Z,YARD-02,IDLE,NONE,IDLE,OP031,LOW,YES,NORMAL,
OT-00308,2026-06-03T01:27:46Z,PLC08,MOVE_LEFT,NONE,IDLE,OP025,LOW,YES,NORMAL,
OT-00309,2026-06-05T02:08:20Z,CRANE02,HOIST_DOWN,NONE,RUNNING,OP011,LOW,YES,NORMAL,
OT-00310,2026-06-20T11:56:36Z,PLC07,HOIST_UP,NONE,RUNNING,OP035,LOW,YES,NORMAL,
OT-00311,2026-06-12T08:55:23Z,YARD-01,MOVE_RIGHT,ALM-107,RUNNING,OP006,MEDIUM,YES,NORMAL,
OT-00312,2026-06-04T01:13:10Z,YARD-04,HOIST_DOWN,NONE,IDLE,OP035,LOW,YES,NORMAL,
OT-00313,2026-06-14T10:34:36Z,CRANE07,STOP,NONE,IDLE,OP001,LOW,YES,NORMAL,
OT-00314,2026-06-10T12:16:18Z,YARD-03,IDLE,NONE,IDLE,OP037,LOW,YES,NORMAL,
OT-00315,2026-06-03T12:28:15Z,PLC06,SPEED_SET,NONE,NORMAL,OP018,LOW,YES,NORMAL,
OT-00316,2026-06-29T17:57:39Z,YARD-01,IDLE,ALM-101,NORMAL,OP035,MEDIUM,YES,NORMAL,
OT-00317,2026-06-23T20:36:28Z,YARD-01,MOVE_RIGHT,NONE,IDLE,OP007,LOW,YES,NORMAL,
OT-00318,2026-06-19T14:33:34Z,CRANE07,MOVE_RIGHT,NONE,IDLE,OP001,LOW,YES,NORMAL,
OT-00319,2026-06-30T03:47:38Z,CRANE04,STOP,NONE,RUNNING,OP037,LOW,YES,NORMAL,
OT-00320,2026-06-29T15:50:11Z,PLC11,SPEED_SET,NONE,RUNNING,OP037,LOW,YES,NORMAL,
OT-00321,2026-06-16T08:06:23Z,YARD-06,MOVE_RIGHT,NONE,NORMAL,OP033,LOW,YES,NORMAL,
OT-00322,2026-06-12T14:35:03Z,YARD-07,IDLE,NONE,NORMAL,OP025,LOW,YES,NORMAL,
OT-00323,2026-06-04T05:27:01Z,PLC03,IDLE,NONE,IDLE,OP005,LOW,YES,NORMAL,
OT-00324,2026-06-18T20:14:49Z,PLC03,IDLE,NONE,IDLE,OP030,LOW,YES,NORMAL,
OT-00325,2026-06-10T00:44:55Z,PLC09,STATUS_READ,NONE,RUNNING,OP023,LOW,YES,NORMAL,
OT-00326,2026-06-07T10:10:39Z,YARD-05,IDLE,NONE,RUNNING,OP009,LOW,YES,NORMAL,
OT-00327,2026-06-09T03:33:47Z,YARD-06,MOVE_LEFT,NONE,RUNNING,OP036,LOW,YES,NORMAL,
OT-00328,2026-06-17T02:07:00Z,PLC05,SPEED_SET,NONE,NORMAL,OP038,LOW,YES,NORMAL,
OT-00329,2026-06-21T14:42:54Z,YARD-06,STOP,NONE,NORMAL,OP022,LOW,YES,NORMAL,
OT-00330,2026-06-29T18:34:39Z,CRANE04,MOVE_RIGHT,NONE,IDLE,OP030,LOW,YES,NORMAL,
OT-00331,2026-06-14T10:45:56Z,PLC07,IDLE,NONE,RUNNING,OP034,LOW,YES,NORMAL,
OT-00332,2026-06-10T02:11:43Z,CRANE04,IDLE,NONE,IDLE,OP018,LOW,YES,NORMAL,
OT-00333,2026-06-05T03:32:10Z,PLC09,IDLE,NONE,RUNNING,OP005,LOW,YES,NORMAL,
OT-00334,2026-06-23T23:56:14Z,PLC01,HOIST_UP,NONE,NORMAL,OP022,LOW,YES,NORMAL,
OT-00335,2026-06-12T01:10:57Z,PLC12,UNAUTHORIZED_COMMAND,ALM-509,SAFE_STOP,OP003,CRITICAL,NO,SUSPICIOUS,
OT-00336,2026-06-22T16:50:56Z,YARD-01,STOP,NONE,RUNNING,OP001,LOW,YES,NORMAL,
OT-00337,2026-06-14T01:26:22Z,YARD-07,MOVE_RIGHT,NONE,IDLE,OP015,LOW,YES,NORMAL,
OT-00338,2026-06-23T05:00:17Z,PLC05,STOP,NONE,IDLE,OP031,LOW,YES,NORMAL,
OT-00339,2026-06-15T15:37:36Z,PLC02,SPEED_SET,NONE,RUNNING,OP020,LOW,YES,NORMAL,
OT-00340,2026-06-23T12:46:52Z,PLC05,STOP,NONE,RUNNING,OP031,LOW,YES,NORMAL,
OT-00341,2026-06-11T17:36:31Z,PLC05,MOVE_RIGHT,NONE,IDLE,OP036,LOW,YES,NORMAL,
OT-00342,2026-06-23T14:29:23Z,YARD-03,MOVE_RIGHT,NONE,IDLE,OP015,LOW,YES,NORMAL,
OT-00343,2026-06-28T11:13:53Z,CRANE08,IDLE,NONE,IDLE,OP033,LOW,YES,NORMAL,
OT-00344,2026-06-20T18:13:30Z,YARD-06,STATUS_READ,NONE,RUNNING,OP039,LOW,YES,NORMAL,
OT-00345,2026-06-28T01:58:07Z,YARD-04,HOIST_DOWN,NONE,IDLE,OP013,LOW,YES,NORMAL,
OT-00346,2026-06-10T20:15:40Z,YARD-08,STATUS_READ,NONE,IDLE,OP012,LOW,YES,NORMAL,
OT-00347,2026-06-08T15:22:44Z,PLC05,MOVE_LEFT,NONE,NORMAL,OP038,LOW,YES,NORMAL,
OT-00348,2026-06-09T03:04:06Z,PLC05,STATUS_READ,NONE,RUNNING,OP017,LOW,YES,NORMAL,
OT-00349,2026-06-04T09:29:48Z,PLC06,IDLE,NONE,IDLE,OP003,LOW,YES,NORMAL,
OT-00350,2026-06-28T22:45:39Z,CRANE05,MOVE_RIGHT,NONE,RUNNING,OP026,LOW,YES,NORMAL,
OT-00351,2026-06-30T23:56:58Z,YARD-08,STOP,ALM-107,RUNNING,OP010,MEDIUM,YES,NORMAL,
OT-00352,2026-06-23T14:38:32Z,PLC04,STATUS_READ,NONE,IDLE,OP039,LOW,YES,NORMAL,
OT-00353,2026-06-11T01:20:23Z,PLC06,STATUS_READ,NONE,RUNNING,OP019,LOW,YES,NORMAL,
OT-00354,2026-06-17T07:11:19Z,YARD-06,STATUS_READ,NONE,RUNNING,OP021,LOW,YES,NORMAL,
OT-00355,2026-06-16T04:57:19Z,YARD-03,SPEED_SET,NONE,IDLE,OP019,LOW,YES,NORMAL,
OT-00356,2026-06-25T08:46:06Z,PLC01,MOVE_LEFT,NONE,NORMAL,OP017,LOW,YES,NORMAL,
OT-00357,2026-06-19T21:40:59Z,PLC07,MOVE_LEFT,NONE,IDLE,OP026,LOW,YES,NORMAL,
OT-00358,2026-06-26T12:48:50Z,YARD-04,SPEED_SET,NONE,RUNNING,OP005,LOW,YES,NORMAL,
OT-00359,2026-06-08T07:37:23Z,PLC10,IDLE,NONE,RUNNING,OP024,LOW,YES,NORMAL,
OT-00360,2026-06-08T18:48:38Z,CRANE03,IDLE,NONE,RUNNING,OP025,LOW,YES,NORMAL,
OT-00361,2026-06-17T02:22:58Z,CRANE08,MOVE_LEFT,NONE,IDLE,OP005,LOW,YES,NORMAL,
OT-00362,2026-06-27T11:37:57Z,PLC12,STATUS_READ,NONE,RUNNING,OP026,LOW,YES,NORMAL,
OT-00363,2026-06-19T20:14:43Z,CRANE04,STOP,NONE,IDLE,OP024,LOW,YES,NORMAL,
OT-00364,2026-06-27T23:48:37Z,PLC02,MOVE_RIGHT,NONE,IDLE,OP015,LOW,YES,NORMAL,
OT-00365,2026-06-14T19:33:20Z,CRANE05,STATUS_READ,NONE,RUNNING,OP034,LOW,YES,NORMAL,
OT-00366,2026-06-03T01:59:53Z,PLC07,MOVE_RIGHT,NONE,IDLE,OP005,LOW,YES,NORMAL,
OT-00367,2026-06-05T22:53:50Z,CRANE03,REPEATED_COMMAND,ALM-204,SAFE_STOP,OP028,HIGH,NO,SUSPICIOUS,INC-T21-001
OT-00368,2026-06-10T20:08:17Z,PLC06,HOIST_UP,NONE,IDLE,OP004,LOW,YES,NORMAL,
OT-00369,2026-06-10T03:50:41Z,CRANE03,MOVE_RIGHT,NONE,NORMAL,OP009,LOW,YES,NORMAL,
OT-00370,2026-06-21T04:48:49Z,CRANE02,STATUS_READ,NONE,RUNNING,OP004,LOW,YES,NORMAL,
OT-00371,2026-06-28T16:30:01Z,PLC06,IDLE,NONE,RUNNING,OP022,LOW,YES,NORMAL,
OT-00372,2026-06-29T08:42:42Z,YARD-01,REPEATED_COMMAND,ALM-418,DEGRADED,OP032,CRITICAL,NO,SUSPICIOUS,
OT-00373,2026-06-29T23:38:07Z,PLC12,SPEED_OVERRIDE,ALM-418,SAFE_STOP,OP027,HIGH,NO,SUSPICIOUS,
OT-00374,2026-06-20T03:58:10Z,PLC06,HOIST_UP,NONE,RUNNING,OP027,LOW,YES,NORMAL,
OT-00375,2026-06-14T12:37:51Z,PLC04,UNAUTHORIZED_COMMAND,ALM-311,SAFE_STOP,OP023,HIGH,NO,SUSPICIOUS,
OT-00376,2026-06-26T11:23:48Z,CRANE05,STOP,NONE,RUNNING,OP005,LOW,YES,NORMAL,
OT-00377,2026-06-25T13:40:50Z,YARD-01,SPEED_SET,NONE,IDLE,OP034,LOW,YES,NORMAL,
OT-00378,2026-06-13T05:49:22Z,PLC07,HOIST_DOWN,NONE,RUNNING,OP033,LOW,YES,NORMAL,
OT-00379,2026-06-16T23:21:37Z,YARD-03,IDLE,ALM-101,IDLE,OP019,MEDIUM,YES,NORMAL,
OT-00380,2026-06-27T03:39:25Z,PLC06,MOVE_RIGHT,NONE,NORMAL,OP030,LOW,YES,NORMAL,
OT-00381,2026-06-01T02:40:13Z,YARD-01,STATUS_READ,NONE,RUNNING,OP027,LOW,YES,NORMAL,
OT-00382,2026-06-09T10:38:00Z,CRANE06,SPEED_SET,NONE,NORMAL,OP020,LOW,YES,NORMAL,
OT-00383,2026-06-15T02:25:52Z,YARD-05,HOIST_UP,NONE,RUNNING,OP006,LOW,YES,NORMAL,
OT-00384,2026-06-24T18:52:19Z,YARD-05,IDLE,NONE,NORMAL,OP025,LOW,YES,NORMAL,
OT-00385,2026-06-20T03:17:23Z,YARD-06,IDLE,NONE,IDLE,OP030,LOW,YES,NORMAL,
OT-00386,2026-06-24T18:11:32Z,YARD-01,STOP,NONE,NORMAL,OP001,LOW,YES,NORMAL,
OT-00387,2026-06-15T14:42:45Z,PLC04,STATUS_READ,NONE,NORMAL,OP021,LOW,YES,NORMAL,
OT-00388,2026-06-09T21:49:40Z,PLC03,STATUS_READ,NONE,NORMAL,OP016,LOW,YES,NORMAL,
OT-00389,2026-06-24T12:00:32Z,PLC04,STOP,NONE,NORMAL,OP004,LOW,YES,NORMAL,
OT-00390,2026-06-03T05:38:19Z,PLC02,MOVE_RIGHT,NONE,IDLE,OP036,LOW,YES,NORMAL,
OT-00391,2026-06-01T13:12:21Z,PLC08,STATUS_READ,NONE,NORMAL,OP017,LOW,YES,NORMAL,
OT-00392,2026-06-08T10:00:27Z,PLC04,IDLE,NONE,NORMAL,OP029,LOW,YES,NORMAL,
OT-00393,2026-06-29T19:02:30Z,CRANE05,IDLE,NONE,IDLE,OP018,LOW,YES,NORMAL,
OT-00394,2026-06-06T01:14:00Z,PLC04,SPEED_SET,NONE,IDLE,OP038,LOW,YES,NORMAL,
OT-00395,2026-06-04T23:27:03Z,CRANE06,IDLE,NONE,NORMAL,OP017,LOW,YES,NORMAL,
OT-00396,2026-06-19T02:20:47Z,CRANE06,STATUS_READ,NONE,NORMAL,OP033,LOW,YES,NORMAL,
OT-00397,2026-06-29T19:59:07Z,PLC01,HOIST_DOWN,NONE,IDLE,OP020,LOW,YES,NORMAL,
OT-00398,2026-06-30T01:00:36Z,CRANE02,MOVE_RIGHT,ALM-107,IDLE,OP039,MEDIUM,YES,NORMAL,
OT-00399,2026-06-15T20:19:17Z,PLC01,HOIST_UP,NONE,IDLE,OP028,LOW,YES,NORMAL,
OT-00400,2026-06-27T20:53:55Z,PLC06,MOVE_LEFT,NONE,NORMAL,OP004,LOW,YES,NORMAL,
OT-00401,2026-06-16T08:57:04Z,CRANE06,SPEED_SET,NONE,IDLE,OP032,LOW,YES,NORMAL,
OT-00402,2026-06-01T01:21:02Z,CRANE08,SPEED_SET,NONE,RUNNING,OP019,LOW,YES,NORMAL,
OT-00403,2026-06-12T17:43:47Z,PLC08,HOIST_DOWN,NONE,RUNNING,OP026,LOW,YES,NORMAL,
OT-00404,2026-06-10T02:30:54Z,PLC01,HOIST_UP,NONE,RUNNING,OP029,LOW,YES,NORMAL,
OT-00405,2026-06-22T05:05:31Z,CRANE03,IDLE,NONE,NORMAL,OP036,LOW,YES,NORMAL,
OT-00406,2026-06-17T04:45:26Z,CRANE02,SPEED_SET,NONE,NORMAL,OP035,LOW,YES,NORMAL,
OT-00407,2026-06-01T17:52:35Z,PLC04,IDLE,NONE,IDLE,OP005,LOW,YES,NORMAL,
OT-00408,2026-06-05T04:36:53Z,PLC01,MOVE_RIGHT,NONE,RUNNING,OP029,LOW,YES,NORMAL,
OT-00409,2026-06-10T19:12:32Z,CRANE05,MOVE_LEFT,NONE,IDLE,OP017,LOW,YES,NORMAL,
OT-00410,2026-06-26T23:45:41Z,CRANE05,IDLE,ALM-107,RUNNING,OP036,MEDIUM,YES,NORMAL,
OT-00411,2026-06-04T19:44:52Z,PLC05,IDLE,NONE,IDLE,OP024,LOW,YES,NORMAL,
OT-00412,2026-06-13T06:58:32Z,PLC03,HOIST_UP,NONE,IDLE,OP030,LOW,YES,NORMAL,
OT-00413,2026-06-23T22:45:31Z,YARD-08,MOVE_LEFT,NONE,RUNNING,OP028,LOW,YES,NORMAL,
OT-00414,2026-06-29T23:53:22Z,YARD-06,IDLE,NONE,IDLE,OP007,LOW,YES,NORMAL,
OT-00415,2026-06-06T16:18:38Z,YARD-08,MOVE_RIGHT,NONE,IDLE,OP025,LOW,YES,NORMAL,
OT-00416,2026-06-09T14:21:32Z,PLC03,MOVE_RIGHT,NONE,RUNNING,OP024,LOW,YES,NORMAL,
OT-00417,2026-06-07T02:47:57Z,YARD-06,MOVE_LEFT,NONE,RUNNING,OP020,LOW,YES,NORMAL,
OT-00418,2026-06-03T23:21:18Z,CRANE05,SPEED_SET,NONE,RUNNING,OP030,LOW,YES,NORMAL,
OT-00419,2026-06-01T06:30:52Z,YARD-06,STOP,NONE,IDLE,OP027,LOW,YES,NORMAL,
OT-00420,2026-06-18T04:19:13Z,PLC12,STATUS_READ,NONE,IDLE,OP021,LOW,YES,NORMAL,
OT-00421,2026-06-06T21:59:08Z,CRANE05,STOP,NONE,NORMAL,OP037,LOW,YES,NORMAL,
OT-00422,2026-06-16T01:26:07Z,PLC07,HOIST_UP,NONE,RUNNING,OP016,LOW,YES,NORMAL,
OT-00423,2026-06-16T11:20:25Z,PLC11,MOVE_LEFT,NONE,IDLE,OP017,LOW,YES,NORMAL,
OT-00424,2026-06-02T07:59:18Z,CRANE03,EMERGENCY_STOP,ALM-204,SAFE_STOP,OP011,CRITICAL,NO,SUSPICIOUS,
OT-00425,2026-06-30T18:03:00Z,PLC03,STATUS_READ,NONE,RUNNING,OP010,LOW,YES,NORMAL,
OT-00426,2026-06-13T09:47:22Z,PLC10,STOP,NONE,RUNNING,OP034,LOW,YES,NORMAL,
OT-00427,2026-06-01T21:34:54Z,PLC07,MOVE_LEFT,NONE,IDLE,OP033,LOW,YES,NORMAL,
OT-00428,2026-06-26T16:40:34Z,YARD-02,HOIST_UP,NONE,NORMAL,OP005,LOW,YES,NORMAL,
OT-00429,2026-06-19T19:34:39Z,CRANE02,STATUS_READ,NONE,IDLE,OP031,LOW,YES,NORMAL,
OT-00430,2026-06-01T06:30:04Z,PLC03,IDLE,NONE,RUNNING,OP040,LOW,YES,NORMAL,
OT-00431,2026-06-20T14:16:19Z,YARD-04,STOP,NONE,IDLE,OP008,LOW,YES,NORMAL,
OT-00432,2026-06-11T03:39:03Z,YARD-06,IDLE,NONE,IDLE,OP022,LOW,YES,NORMAL,
OT-00433,2026-06-03T16:05:21Z,PLC05,HOIST_UP,NONE,NORMAL,OP011,LOW,YES,NORMAL,
OT-00434,2026-06-14T19:54:43Z,YARD-04,HOIST_UP,NONE,NORMAL,OP001,LOW,YES,NORMAL,
OT-00435,2026-06-06T21:15:57Z,PLC03,MOVE_RIGHT,NONE,RUNNING,OP024,LOW,YES,NORMAL,
OT-00436,2026-06-20T18:28:56Z,YARD-05,MOVE_RIGHT,ALM-107,RUNNING,OP001,MEDIUM,YES,NORMAL,
OT-00437,2026-06-08T17:28:47Z,PLC08,SPEED_SET,NONE,IDLE,OP010,LOW,YES,NORMAL,
