event_id,timestamp,device_id,hostname,user_id,process_name,parent_process,alert_type,severity,event_label,incident_id
EDR-00180,2026-06-15T15:53:18Z,DEV0054,PORT-DEV0054,ACC0030,maintenance_client,explorer.exe,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00181,2026-06-12T20:32:28Z,DEV0003,PORT-DEV0003,ACC0007,browser,yard_client,LOGIN,LOW,NORMAL,
EDR-00182,2026-06-04T11:40:53Z,DEV0013,PORT-DEV0013,ACC0032,plc_tool,services.exe,SERVICE_EVENT,LOW,NORMAL,
EDR-00183,2026-06-19T00:18:05Z,DEV0053,PORT-DEV0053,ACC0008,sensor_service,yard_client,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00184,2026-06-16T13:49:17Z,DEV0095,PORT-DEV0095,ACC0054,rdp,explorer.exe,LOGIN,LOW,NORMAL,
EDR-00185,2026-06-26T03:00:00Z,DEV0079,PORT-DEV0079,ACC0036,remote_admin_tool,yard_client,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00186,2026-06-12T02:45:20Z,DEV0069,PORT-DEV0069,ACC0013,ssh,vendor_agent,SERVICE_EVENT,LOW,NORMAL,
EDR-00187,2026-06-08T02:41:51Z,DEV0091,PORT-DEV0091,ACC0049,rdp,vendor_agent,LOGIN,LOW,NORMAL,
EDR-00188,2026-06-10T01:30:44Z,DEV0074,PORT-DEV0074,ACC0024,remote_admin_tool,yard_client,NONE,LOW,NORMAL,
EDR-00189,2026-06-05T04:36:28Z,DEV0045,PORT-DEV0045,ACC0044,yard_client,explorer.exe,SERVICE_EVENT,LOW,NORMAL,
EDR-00190,2026-06-18T14:06:13Z,DEV0008,PORT-DEV0008,ACC0034,plc_tool,services.exe,SERVICE_EVENT,LOW,NORMAL,
EDR-00191,2026-06-17T18:31:33Z,DEV0049,PORT-DEV0049,ACC0006,yard_client,yard_client,SERVICE_EVENT,LOW,NORMAL,
EDR-00192,2026-06-16T22:15:19Z,DEV0030,PORT-DEV0030,ACC0033,sensor_service,services.exe,SERVICE_EVENT,LOW,NORMAL,
EDR-00193,2026-06-30T17:42:55Z,DEV0059,PORT-DEV0059,ACC0002,browser,services.exe,LOGIN,LOW,NORMAL,
EDR-00194,2026-06-24T08:09:35Z,DEV0033,PORT-DEV0033,ACC0052,yard_client,vendor_agent,NONE,LOW,NORMAL,
EDR-00195,2026-06-13T09:20:41Z,DEV0030,PORT-DEV0030,ACC0032,ssh,yard_client,SERVICE_EVENT,LOW,NORMAL,
EDR-00196,2026-06-20T15:53:58Z,DEV0077,PORT-DEV0077,ACC0055,vendor_agent,vendor_agent,SERVICE_EVENT,LOW,NORMAL,
EDR-00197,2026-06-02T21:45:25Z,DEV0032,PORT-DEV0032,ACC0002,rdp,yard_client,SERVICE_EVENT,LOW,NORMAL,
EDR-00198,2026-06-26T10:43:20Z,DEV0064,PORT-DEV0064,ACC0015,remote_admin_tool,explorer.exe,SERVICE_EVENT,LOW,NORMAL,
EDR-00199,2026-06-01T21:50:19Z,DEV0063,PORT-DEV0063,ACC0018,remote_admin_tool,yard_client,UNUSUAL_PARENT_PROCESS,CRITICAL,SUSPICIOUS,
EDR-00200,2026-06-02T17:08:33Z,DEV0002,PORT-DEV0002,ACC0041,vendor_agent,services.exe,NONE,LOW,NORMAL,
EDR-00201,2026-06-04T05:16:16Z,DEV0008,PORT-DEV0008,ACC0037,yard_client,services.exe,LOGIN,LOW,NORMAL,
EDR-00202,2026-06-18T04:08:26Z,DEV0050,PORT-DEV0050,ACC0017,remote_admin_tool,yard_client,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00203,2026-06-16T18:51:22Z,DEV0073,PORT-DEV0073,ACC0046,ssh,services.exe,SERVICE_EVENT,LOW,NORMAL,
EDR-00204,2026-06-24T19:42:00Z,DEV0076,PORT-DEV0076,ACC0026,plc_tool,yard_client,NEW_REMOTE_TOOL,HIGH,SUSPICIOUS,INC-T21-004
EDR-00205,2026-06-14T21:10:41Z,DEV0065,PORT-DEV0065,ACC0057,vendor_agent,services.exe,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00206,2026-06-09T17:22:46Z,DEV0069,PORT-DEV0069,ACC0060,browser,vendor_agent,NONE,LOW,NORMAL,
EDR-00207,2026-06-06T07:44:20Z,DEV0015,PORT-DEV0015,ACC0053,sensor_service,vendor_agent,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00208,2026-06-05T01:19:21Z,DEV0020,PORT-DEV0020,ACC0021,ssh,yard_client,LOGIN,LOW,NORMAL,
EDR-00209,2026-06-08T10:23:41Z,DEV0094,PORT-DEV0094,ACC0032,yard_client,vendor_agent,NONE,LOW,NORMAL,
EDR-00210,2026-06-08T22:39:43Z,DEV0028,PORT-DEV0028,ACC0005,rdp,vendor_agent,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00211,2026-06-08T09:17:18Z,DEV0095,PORT-DEV0095,ACC0005,browser,explorer.exe,SERVICE_EVENT,LOW,NORMAL,
EDR-00212,2026-06-10T06:30:20Z,DEV0014,PORT-DEV0014,ACC0058,browser,vendor_agent,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00213,2026-06-04T15:32:38Z,DEV0028,PORT-DEV0028,ACC0038,maintenance_client,services.exe,NONE,LOW,NORMAL,
EDR-00214,2026-06-27T00:18:13Z,DEV0061,PORT-DEV0061,ACC0045,sensor_service,vendor_agent,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00215,2026-06-09T06:15:00Z,DEV0041,PORT-DEV0041,ACC0002,plc_tool,services.exe,LOGIN,LOW,NORMAL,
EDR-00216,2026-06-03T03:30:26Z,DEV0013,PORT-DEV0013,ACC0058,browser,explorer.exe,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00217,2026-06-12T17:17:59Z,DEV0056,PORT-DEV0056,ACC0010,browser,explorer.exe,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00218,2026-06-17T11:53:17Z,DEV0062,PORT-DEV0062,ACC0008,remote_admin_tool,explorer.exe,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00219,2026-06-18T00:54:23Z,DEV0098,PORT-DEV0098,ACC0022,maintenance_client,yard_client,LOGIN,LOW,NORMAL,
EDR-00220,2026-06-24T09:53:10Z,DEV0080,PORT-DEV0080,ACC0035,remote_admin_tool,explorer.exe,NONE,LOW,NORMAL,
EDR-00221,2026-06-20T03:53:44Z,DEV0098,PORT-DEV0098,ACC0016,rdp,vendor_agent,LOGIN,LOW,NORMAL,
EDR-00222,2026-06-06T23:28:29Z,DEV0021,PORT-DEV0021,ACC0022,rdp,vendor_agent,NONE,LOW,NORMAL,
EDR-00223,2026-06-18T04:58:55Z,DEV0037,PORT-DEV0037,ACC0033,browser,vendor_agent,LOGIN,LOW,NORMAL,
EDR-00224,2026-06-01T01:39:47Z,DEV0056,PORT-DEV0056,ACC0051,yard_client,yard_client,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00225,2026-06-23T22:07:54Z,DEV0088,PORT-DEV0088,ACC0003,yard_client,services.exe,SERVICE_EVENT,LOW,NORMAL,
EDR-00226,2026-06-20T00:33:25Z,DEV0039,PORT-DEV0039,ACC0033,ssh,explorer.exe,NONE,LOW,NORMAL,
EDR-00227,2026-06-04T17:53:30Z,DEV0039,PORT-DEV0039,ACC0024,remote_admin_tool,services.exe,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00228,2026-06-04T15:57:09Z,DEV0016,PORT-DEV0016,ACC0053,vendor_agent,vendor_agent,NONE,LOW,NORMAL,
EDR-00229,2026-06-18T08:26:11Z,DEV0018,PORT-DEV0018,ACC0014,maintenance_client,yard_client,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00230,2026-06-16T18:59:17Z,DEV0032,PORT-DEV0032,ACC0031,vendor_agent,vendor_agent,LOGIN,LOW,NORMAL,
EDR-00231,2026-06-16T16:25:44Z,DEV0084,PORT-DEV0084,ACC0051,maintenance_client,explorer.exe,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00232,2026-06-21T04:17:03Z,DEV0074,PORT-DEV0074,ACC0018,vendor_agent,services.exe,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00233,2026-06-05T06:20:02Z,DEV0039,PORT-DEV0039,ACC0053,yard_client,explorer.exe,LOGIN,LOW,NORMAL,
EDR-00234,2026-06-15T09:54:57Z,DEV0064,PORT-DEV0064,ACC0049,browser,services.exe,NONE,LOW,NORMAL,
EDR-00235,2026-06-24T19:37:00Z,DEV0076,PORT-DEV0076,ACC0006,plc_tool,yard_client,SUSPICIOUS_PROCESS,HIGH,SUSPICIOUS,INC-T21-004
EDR-00236,2026-06-18T18:43:56Z,DEV0078,PORT-DEV0078,ACC0048,rdp,explorer.exe,NONE,LOW,NORMAL,
EDR-00237,2026-06-16T20:08:27Z,DEV0079,PORT-DEV0079,ACC0040,remote_admin_tool,services.exe,NONE,LOW,NORMAL,
EDR-00238,2026-06-21T09:46:11Z,DEV0009,PORT-DEV0009,ACC0012,browser,services.exe,NONE,LOW,NORMAL,
EDR-00239,2026-06-15T00:01:36Z,DEV0039,PORT-DEV0039,ACC0015,vendor_agent,vendor_agent,LOGIN,LOW,NORMAL,
EDR-00240,2026-06-14T16:26:17Z,DEV0080,PORT-DEV0080,ACC0002,ssh,services.exe,LOGIN,LOW,NORMAL,
EDR-00241,2026-06-05T11:40:40Z,DEV0076,PORT-DEV0076,ACC0016,ssh,yard_client,SERVICE_EVENT,LOW,NORMAL,
EDR-00242,2026-06-28T00:01:51Z,DEV0040,PORT-DEV0040,ACC0040,rdp,services.exe,SERVICE_EVENT,LOW,NORMAL,
EDR-00243,2026-06-12T01:16:00Z,DEV0062,PORT-DEV0062,ACC0020,powershell_sim,vendor_agent,UNUSUAL_PARENT_PROCESS,MEDIUM,SUSPICIOUS,INC-T21-002
EDR-00244,2026-06-04T11:30:18Z,DEV0059,PORT-DEV0059,ACC0034,maintenance_client,vendor_agent,NONE,LOW,NORMAL,
EDR-00245,2026-06-09T17:22:01Z,DEV0002,PORT-DEV0002,ACC0007,yard_client,vendor_agent,NONE,LOW,NORMAL,
EDR-00246,2026-06-02T03:38:43Z,DEV0069,PORT-DEV0069,ACC0016,rdp,explorer.exe,LOGIN,LOW,NORMAL,
EDR-00247,2026-06-03T16:33:39Z,DEV0062,PORT-DEV0062,ACC0025,remote_admin_tool,yard_client,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00248,2026-06-23T17:07:29Z,DEV0029,PORT-DEV0029,ACC0041,vendor_agent,yard_client,SERVICE_EVENT,LOW,NORMAL,
EDR-00249,2026-06-29T13:52:10Z,DEV0077,PORT-DEV0077,ACC0035,sensor_service,yard_client,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00250,2026-06-21T09:58:27Z,DEV0034,PORT-DEV0034,ACC0035,remote_admin_tool,services.exe,LOGIN,LOW,NORMAL,
EDR-00251,2026-06-03T04:37:22Z,DEV0080,PORT-DEV0080,ACC0055,rdp,explorer.exe,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00252,2026-06-17T04:49:01Z,DEV0100,PORT-DEV0100,ACC0022,yard_client,yard_client,LOGIN,LOW,NORMAL,
EDR-00253,2026-06-15T01:02:33Z,DEV0058,PORT-DEV0058,ACC0005,browser,explorer.exe,SERVICE_EVENT,LOW,NORMAL,
EDR-00254,2026-06-20T04:47:41Z,DEV0003,PORT-DEV0003,ACC0058,plc_tool,services.exe,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00255,2026-06-17T14:43:37Z,DEV0059,PORT-DEV0059,ACC0027,plc_tool,yard_client,NONE,LOW,NORMAL,
EDR-00256,2026-06-07T07:13:42Z,DEV0078,PORT-DEV0078,ACC0006,sensor_service,services.exe,NONE,LOW,NORMAL,
EDR-00257,2026-06-20T06:48:08Z,DEV0031,PORT-DEV0031,ACC0055,remote_admin_tool,vendor_agent,SERVICE_EVENT,LOW,NORMAL,
EDR-00258,2026-06-13T04:13:51Z,DEV0099,PORT-DEV0099,ACC0005,rdp,vendor_agent,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00259,2026-06-24T07:06:04Z,DEV0019,PORT-DEV0019,ACC0011,rdp,yard_client,LOGIN,LOW,NORMAL,
EDR-00260,2026-06-13T03:55:09Z,DEV0056,PORT-DEV0056,ACC0014,ssh,vendor_agent,SERVICE_EVENT,LOW,NORMAL,
EDR-00261,2026-06-22T23:41:33Z,DEV0029,PORT-DEV0029,ACC0020,maintenance_client,vendor_agent,LOGIN,LOW,NORMAL,
EDR-00262,2026-06-03T01:54:48Z,DEV0085,PORT-DEV0085,ACC0028,browser,vendor_agent,LOGIN,LOW,NORMAL,
EDR-00263,2026-06-14T07:10:20Z,DEV0093,PORT-DEV0093,ACC0060,remote_admin_tool,explorer.exe,LOGIN,LOW,NORMAL,
EDR-00264,2026-06-22T13:56:36Z,DEV0059,PORT-DEV0059,ACC0021,vendor_agent,vendor_agent,LOGIN,LOW,NORMAL,
EDR-00265,2026-06-29T20:41:11Z,DEV0008,PORT-DEV0008,ACC0039,plc_tool,explorer.exe,SERVICE_EVENT,LOW,NORMAL,
EDR-00266,2026-06-04T15:37:38Z,DEV0067,PORT-DEV0067,ACC0021,vendor_agent,vendor_agent,SERVICE_EVENT,LOW,NORMAL,
EDR-00267,2026-06-06T06:12:43Z,DEV0020,PORT-DEV0020,ACC0040,browser,explorer.exe,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00268,2026-06-17T08:53:11Z,DEV0028,PORT-DEV0028,ACC0052,ssh,explorer.exe,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00269,2026-06-15T18:43:19Z,DEV0054,PORT-DEV0054,ACC0024,ssh,explorer.exe,LOGIN,LOW,NORMAL,
EDR-00270,2026-06-30T23:14:26Z,DEV0046,PORT-DEV0046,ACC0015,vendor_agent,yard_client,NONE,LOW,NORMAL,
EDR-00271,2026-06-12T03:29:40Z,DEV0092,PORT-DEV0092,ACC0041,yard_client,services.exe,LOGIN,LOW,NORMAL,
EDR-00272,2026-06-10T19:57:53Z,DEV0062,PORT-DEV0062,ACC0057,rdp,services.exe,LOGIN,LOW,NORMAL,
EDR-00273,2026-06-20T21:44:24Z,DEV0006,PORT-DEV0006,ACC0010,browser,vendor_agent,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00274,2026-06-13T09:07:32Z,DEV0081,PORT-DEV0081,ACC0039,browser,vendor_agent,NONE,LOW,NORMAL,
EDR-00275,2026-06-14T01:37:21Z,DEV0052,PORT-DEV0052,ACC0022,browser,vendor_agent,NONE,LOW,NORMAL,
EDR-00276,2026-06-16T14:40:54Z,DEV0100,PORT-DEV0100,ACC0050,browser,vendor_agent,SERVICE_EVENT,LOW,NORMAL,
EDR-00277,2026-06-02T04:26:56Z,DEV0063,PORT-DEV0063,ACC0048,sensor_service,yard_client,NONE,LOW,NORMAL,
EDR-00278,2026-06-12T01:30:00Z,DEV0062,PORT-DEV0062,ACC0011,credential_helper_sim,yard_client,SUSPICIOUS_PROCESS,CRITICAL,SUSPICIOUS,INC-T21-002
EDR-00279,2026-06-14T18:10:41Z,DEV0043,PORT-DEV0043,ACC0041,maintenance_client,yard_client,LOGIN,LOW,NORMAL,
EDR-00280,2026-06-05T22:47:00Z,DEV0099,PORT-DEV0099,ACC0030,remote_admin_tool,explorer.exe,SUSPICIOUS_PROCESS,CRITICAL,SUSPICIOUS,INC-T21-001
EDR-00281,2026-06-10T21:14:08Z,DEV0046,PORT-DEV0046,ACC0033,sensor_service,explorer.exe,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00282,2026-06-02T06:34:30Z,DEV0038,PORT-DEV0038,ACC0037,remote_admin_tool,yard_client,LOGIN,LOW,NORMAL,
EDR-00283,2026-06-18T23:12:00Z,DEV0087,PORT-DEV0087,ACC0048,powershell_sim,services.exe,REMOTE_EXECUTION,MEDIUM,SUSPICIOUS,INC-T21-003
EDR-00284,2026-06-26T22:22:02Z,DEV0045,PORT-DEV0045,ACC0025,remote_admin_tool,services.exe,NONE,LOW,NORMAL,
EDR-00285,2026-06-19T17:46:42Z,DEV0049,PORT-DEV0049,ACC0038,plc_tool,services.exe,NONE,LOW,NORMAL,
EDR-00286,2026-06-19T11:42:41Z,DEV0003,PORT-DEV0003,ACC0017,yard_client,vendor_agent,LOGIN,LOW,NORMAL,
EDR-00287,2026-06-05T20:07:37Z,DEV0071,PORT-DEV0071,ACC0009,sensor_service,yard_client,NONE,LOW,NORMAL,
EDR-00288,2026-06-19T21:25:53Z,DEV0026,PORT-DEV0026,ACC0033,plc_tool,vendor_agent,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00289,2026-06-13T20:14:51Z,DEV0096,PORT-DEV0096,ACC0051,yard_client,explorer.exe,SERVICE_EVENT,LOW,NORMAL,
EDR-00290,2026-06-04T03:58:12Z,DEV0010,PORT-DEV0010,ACC0014,plc_tool,explorer.exe,NONE,LOW,NORMAL,
EDR-00291,2026-06-24T19:31:00Z,DEV0076,PORT-DEV0076,ACC0057,plc_tool,yard_client,NEW_REMOTE_TOOL,CRITICAL,SUSPICIOUS,INC-T21-004
EDR-00292,2026-06-24T14:08:28Z,DEV0049,PORT-DEV0049,ACC0009,rdp,yard_client,NONE,LOW,NORMAL,
EDR-00293,2026-06-15T09:48:11Z,DEV0024,PORT-DEV0024,ACC0030,plc_tool,services.exe,SERVICE_EVENT,LOW,NORMAL,
EDR-00294,2026-06-29T13:53:48Z,DEV0060,PORT-DEV0060,ACC0014,remote_admin_tool,vendor_agent,LOGIN,LOW,NORMAL,
EDR-00295,2026-06-19T01:32:54Z,DEV0097,PORT-DEV0097,ACC0045,ssh,services.exe,SERVICE_EVENT,LOW,NORMAL,
EDR-00296,2026-06-27T11:03:19Z,DEV0080,PORT-DEV0080,ACC0055,ssh,explorer.exe,NONE,LOW,NORMAL,
EDR-00297,2026-06-06T21:18:34Z,DEV0039,PORT-DEV0039,ACC0020,plc_tool,vendor_agent,SUSPICIOUS_PROCESS,HIGH,SUSPICIOUS,
EDR-00298,2026-06-07T05:24:22Z,DEV0069,PORT-DEV0069,ACC0008,plc_tool,services.exe,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00299,2026-06-18T02:12:42Z,DEV0089,PORT-DEV0089,ACC0056,ssh,vendor_agent,NONE,LOW,NORMAL,
EDR-00300,2026-06-18T05:58:10Z,DEV0031,PORT-DEV0031,ACC0037,rdp,vendor_agent,LOGIN,LOW,NORMAL,
EDR-00301,2026-06-13T01:07:03Z,DEV0073,PORT-DEV0073,ACC0018,maintenance_client,yard_client,LOGIN,LOW,NORMAL,
EDR-00302,2026-06-15T17:23:59Z,DEV0006,PORT-DEV0006,ACC0003,plc_tool,vendor_agent,SERVICE_EVENT,LOW,NORMAL,
EDR-00303,2026-06-25T18:20:59Z,DEV0091,PORT-DEV0091,ACC0002,vendor_agent,vendor_agent,SERVICE_EVENT,LOW,NORMAL,
EDR-00304,2026-06-03T17:43:34Z,DEV0062,PORT-DEV0062,ACC0019,vendor_agent,services.exe,NONE,LOW,NORMAL,
EDR-00305,2026-06-22T22:10:15Z,DEV0093,PORT-DEV0093,ACC0045,yard_client,yard_client,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00306,2026-06-04T17:45:34Z,DEV0004,PORT-DEV0004,ACC0008,sensor_service,vendor_agent,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00307,2026-06-20T00:35:24Z,DEV0098,PORT-DEV0098,ACC0021,rdp,yard_client,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00308,2026-06-17T04:53:21Z,DEV0067,PORT-DEV0067,ACC0005,ssh,explorer.exe,LOGIN,LOW,NORMAL,
EDR-00309,2026-06-25T17:27:53Z,DEV0029,PORT-DEV0029,ACC0008,vendor_agent,explorer.exe,LOGIN,LOW,NORMAL,
EDR-00310,2026-06-30T08:46:53Z,DEV0095,PORT-DEV0095,ACC0057,remote_admin_tool,yard_client,SERVICE_EVENT,LOW,NORMAL,
EDR-00311,2026-06-01T02:53:52Z,DEV0007,PORT-DEV0007,ACC0054,maintenance_client,explorer.exe,SERVICE_EVENT,LOW,NORMAL,
EDR-00312,2026-06-12T01:27:00Z,DEV0062,PORT-DEV0062,ACC0056,powershell_sim,vendor_agent,REMOTE_EXECUTION,HIGH,SUSPICIOUS,INC-T21-002
EDR-00313,2026-06-16T10:37:15Z,DEV0069,PORT-DEV0069,ACC0055,credential_helper_sim,services.exe,UNUSUAL_PARENT_PROCESS,MEDIUM,SUSPICIOUS,
EDR-00314,2026-06-16T03:36:09Z,DEV0020,PORT-DEV0020,ACC0017,plc_tool,vendor_agent,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00315,2026-06-06T13:47:58Z,DEV0007,PORT-DEV0007,ACC0051,browser,explorer.exe,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00316,2026-06-03T15:58:34Z,DEV0029,PORT-DEV0029,ACC0051,yard_client,explorer.exe,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00317,2026-06-23T19:22:32Z,DEV0046,PORT-DEV0046,ACC0035,sensor_service,explorer.exe,LOGIN,LOW,NORMAL,
EDR-00318,2026-06-25T10:25:22Z,DEV0074,PORT-DEV0074,ACC0010,yard_client,services.exe,LOGIN,LOW,NORMAL,
EDR-00319,2026-06-26T12:29:24Z,DEV0096,PORT-DEV0096,ACC0006,plc_tool,vendor_agent,NONE,LOW,NORMAL,
EDR-00320,2026-06-25T04:27:44Z,DEV0021,PORT-DEV0021,ACC0016,powershell_sim,vendor_agent,UNUSUAL_PARENT_PROCESS,MEDIUM,SUSPICIOUS,
EDR-00321,2026-06-07T18:14:23Z,DEV0086,PORT-DEV0086,ACC0033,vendor_agent,vendor_agent,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00322,2026-06-08T14:12:28Z,DEV0023,PORT-DEV0023,ACC0031,browser,services.exe,LOGIN,LOW,NORMAL,
EDR-00323,2026-06-01T00:55:48Z,DEV0017,PORT-DEV0017,ACC0032,yard_client,explorer.exe,SERVICE_EVENT,LOW,NORMAL,
EDR-00324,2026-06-26T06:02:31Z,DEV0051,PORT-DEV0051,ACC0032,credential_helper_sim,explorer.exe,NEW_REMOTE_TOOL,HIGH,SUSPICIOUS,
EDR-00325,2026-06-15T06:04:45Z,DEV0011,PORT-DEV0011,ACC0024,yard_client,explorer.exe,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00326,2026-06-03T23:00:02Z,DEV0063,PORT-DEV0063,ACC0040,rdp,explorer.exe,SERVICE_EVENT,LOW,NORMAL,
EDR-00327,2026-06-15T21:29:48Z,DEV0040,PORT-DEV0040,ACC0036,maintenance_client,yard_client,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00328,2026-06-15T16:10:28Z,DEV0017,PORT-DEV0017,ACC0022,browser,services.exe,NONE,LOW,NORMAL,
EDR-00329,2026-06-11T14:16:57Z,DEV0092,PORT-DEV0092,ACC0030,rdp,explorer.exe,SERVICE_EVENT,LOW,NORMAL,
EDR-00330,2026-06-22T16:38:18Z,DEV0037,PORT-DEV0037,ACC0052,remote_admin_tool,explorer.exe,SERVICE_EVENT,LOW,NORMAL,
EDR-00331,2026-06-21T19:30:59Z,DEV0098,PORT-DEV0098,ACC0037,yard_client,vendor_agent,NONE,LOW,NORMAL,
EDR-00332,2026-06-22T22:43:21Z,DEV0100,PORT-DEV0100,ACC0006,rdp,vendor_agent,SERVICE_EVENT,LOW,NORMAL,
EDR-00333,2026-06-17T16:43:32Z,DEV0051,PORT-DEV0051,ACC0029,vendor_agent,yard_client,NONE,LOW,NORMAL,
EDR-00334,2026-06-15T06:43:24Z,DEV0038,PORT-DEV0038,ACC0048,plc_tool,services.exe,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00335,2026-06-13T23:08:26Z,DEV0087,PORT-DEV0087,ACC0058,remote_admin_tool,yard_client,NONE,LOW,NORMAL,
EDR-00336,2026-06-09T03:21:00Z,DEV0066,PORT-DEV0066,ACC0027,maintenance_client,explorer.exe,SERVICE_EVENT,LOW,NORMAL,
EDR-00337,2026-06-09T19:32:19Z,DEV0003,PORT-DEV0003,ACC0027,rdp,services.exe,SERVICE_EVENT,LOW,NORMAL,
EDR-00338,2026-06-07T16:32:54Z,DEV0003,PORT-DEV0003,ACC0037,plc_tool,services.exe,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00339,2026-06-02T21:39:06Z,DEV0075,PORT-DEV0075,ACC0026,browser,vendor_agent,SERVICE_EVENT,LOW,NORMAL,
EDR-00340,2026-06-10T13:50:24Z,DEV0089,PORT-DEV0089,ACC0016,plc_tool,yard_client,LOGIN,LOW,NORMAL,
EDR-00341,2026-06-30T09:14:01Z,DEV0019,PORT-DEV0019,ACC0001,yard_client,yard_client,SERVICE_EVENT,LOW,NORMAL,
EDR-00342,2026-06-02T13:46:09Z,DEV0070,PORT-DEV0070,ACC0060,remote_admin_tool,yard_client,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00343,2026-06-05T17:51:06Z,DEV0010,PORT-DEV0010,ACC0048,vendor_agent,vendor_agent,SERVICE_EVENT,LOW,NORMAL,
EDR-00344,2026-06-24T19:19:12Z,DEV0094,PORT-DEV0094,ACC0016,rdp,vendor_agent,LOGIN,LOW,NORMAL,
EDR-00345,2026-06-09T08:08:58Z,DEV0021,PORT-DEV0021,ACC0053,browser,services.exe,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00346,2026-06-30T19:33:44Z,DEV0078,PORT-DEV0078,ACC0021,vendor_agent,vendor_agent,LOGIN,LOW,NORMAL,
EDR-00347,2026-06-27T21:22:11Z,DEV0010,PORT-DEV0010,ACC0026,yard_client,vendor_agent,SERVICE_EVENT,LOW,NORMAL,
EDR-00348,2026-06-02T04:27:37Z,DEV0002,PORT-DEV0002,ACC0043,rdp,explorer.exe,SERVICE_EVENT,LOW,NORMAL,
EDR-00349,2026-06-09T13:20:39Z,DEV0024,PORT-DEV0024,ACC0027,rdp,vendor_agent,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00350,2026-06-05T09:48:47Z,DEV0032,PORT-DEV0032,ACC0054,maintenance_client,yard_client,LOGIN,LOW,NORMAL,
EDR-00351,2026-06-24T13:56:37Z,DEV0061,PORT-DEV0061,ACC0023,maintenance_client,services.exe,SERVICE_EVENT,LOW,NORMAL,
EDR-00352,2026-06-28T22:12:23Z,DEV0042,PORT-DEV0042,ACC0035,plc_tool,explorer.exe,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00353,2026-06-23T08:14:24Z,DEV0041,PORT-DEV0041,ACC0033,rdp,explorer.exe,SERVICE_EVENT,LOW,NORMAL,
EDR-00354,2026-06-09T20:51:56Z,DEV0014,PORT-DEV0014,ACC0046,remote_admin_tool,services.exe,LOGIN,LOW,NORMAL,
EDR-00355,2026-06-10T05:04:22Z,DEV0005,PORT-DEV0005,ACC0005,yard_client,explorer.exe,SERVICE_EVENT,LOW,NORMAL,
EDR-00356,2026-06-07T20:07:54Z,DEV0062,PORT-DEV0062,ACC0023,vendor_agent,yard_client,SERVICE_EVENT,LOW,NORMAL,
EDR-00357,2026-06-27T15:17:53Z,DEV0055,PORT-DEV0055,ACC0059,rdp,explorer.exe,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00358,2026-06-24T20:00:27Z,DEV0032,PORT-DEV0032,ACC0047,rdp,yard_client,SOFTWARE_UPDATE,LOW,NORMAL,
EDR-00359,2026-06-18T10:44:22Z,DEV0069,PORT-DEV0069,ACC0035,sensor_service,yard_client,LOGIN,LOW,NORMAL,
