event_id,timestamp,vendor_id,account_id,source_ip,device_id,auth_result,MFA_status,session_duration_sec,role,access_zone,off_hours,new_device,event_label,incident_id
VPN-00439,2026-06-08T14:16:32Z,V012,ACC0018,192.0.2.229,DEV0035,SUCCESS,YES,21,NetworkVendor,CRANE-ZONE,NO,NO,NORMAL,
VPN-00440,2026-06-06T23:01:54Z,V011,ACC0031,192.0.2.10,DEV0061,SUCCESS,YES,13,CraneVendor,YARD-B,YES,NO,NORMAL,
VPN-00441,2026-06-27T03:16:03Z,V020,ACC0034,198.51.100.192,DEV0067,SUCCESS,NO,379,AutomationVendor,YARD-C,YES,NO,SUSPICIOUS,
VPN-00442,2026-06-23T09:09:43Z,V010,ACC0004,192.0.2.12,DEV0007,SUCCESS,YES,48,AutomationVendor,CONTROL-ROOM,NO,NO,NORMAL,
VPN-00443,2026-06-12T18:55:57Z,V009,ACC0037,192.0.2.13,DEV0073,SUCCESS,YES,94,MaintenanceVendor,CONTROL-ROOM,NO,NO,NORMAL,
VPN-00444,2026-06-18T14:56:03Z,V014,ACC0032,192.0.2.14,DEV0063,SUCCESS,YES,51,MaintenanceVendor,YARD-B,NO,NO,NORMAL,
VPN-00445,2026-06-29T03:12:05Z,V014,ACC0012,198.51.100.224,DEV0023,SUCCESS,NO,304,MaintenanceVendor,OT-ZONE,YES,NO,SUSPICIOUS,
VPN-00446,2026-06-06T08:05:28Z,V013,ACC0045,192.0.2.16,DEV0089,SUCCESS,YES,173,YardVendor,GATE-B,NO,NO,NORMAL,
VPN-00447,2026-06-28T00:13:06Z,V003,ACC0035,192.0.2.17,DEV0069,SUCCESS,YES,23,YardVendor,YARD-A,YES,NO,NORMAL,
VPN-00448,2026-06-21T22:53:51Z,V008,ACC0030,192.0.2.18,DEV0059,SUCCESS,YES,30,YardVendor,OT-ZONE,YES,NO,NORMAL,
VPN-00449,2026-06-29T05:09:35Z,V007,ACC0003,192.0.2.19,DEV0005,SUCCESS,YES,6,NetworkVendor,GATE-B,YES,NO,NORMAL,
VPN-00450,2026-06-05T04:17:54Z,V014,ACC0012,192.0.2.20,DEV0023,FAILURE,YES,28,MaintenanceVendor,CONTROL-ROOM,YES,NO,NORMAL,
VPN-00451,2026-06-26T02:56:36Z,V001,ACC0021,192.0.2.21,DEV0041,SUCCESS,YES,133,CraneVendor,CONTROL-ROOM,YES,NO,NORMAL,
VPN-00452,2026-06-26T03:20:23Z,V001,ACC0021,192.0.2.22,DEV0041,SUCCESS,YES,178,CraneVendor,OT-ZONE,YES,NO,NORMAL,
VPN-00453,2026-06-04T21:41:42Z,V011,ACC0011,192.0.2.23,DEV0021,SUCCESS,YES,6,CraneVendor,YARD-C,YES,NO,NORMAL,
VPN-00454,2026-06-10T04:57:30Z,V012,ACC0038,192.0.2.24,DEV0075,SUCCESS,YES,162,NetworkVendor,YARD-A,YES,NO,NORMAL,
VPN-00455,2026-06-12T08:33:19Z,V018,ACC0020,198.51.100.168,DEV0039,SUCCESS,NO,190,YardVendor,OT-ZONE,NO,NO,SUSPICIOUS,
VPN-00456,2026-06-09T00:40:37Z,V007,ACC0043,192.0.2.26,DEV0085,SUCCESS,YES,76,NetworkVendor,OT-ZONE,YES,NO,NORMAL,
VPN-00457,2026-06-24T17:30:17Z,V006,ACC0056,192.0.2.27,DEV0011,SUCCESS,YES,39,CraneVendor,GATE-B,NO,NO,NORMAL,
VPN-00458,2026-06-25T21:29:11Z,V011,ACC0051,192.0.2.28,DEV0001,SUCCESS,YES,135,CraneVendor,CONTROL-ROOM,YES,NO,NORMAL,
VPN-00459,2026-06-02T00:34:13Z,V006,ACC0056,192.0.2.29,DEV0011,SUCCESS,YES,49,CraneVendor,GATE-A,YES,NO,NORMAL,
VPN-00460,2026-06-02T05:41:06Z,V008,ACC0030,192.0.2.30,DEV0059,SUCCESS,YES,51,YardVendor,GATE-B,YES,NO,NORMAL,
VPN-00461,2026-06-03T14:54:17Z,V002,ACC0048,192.0.2.31,DEV0095,SUCCESS,YES,176,NetworkVendor,YARD-C,NO,NO,NORMAL,
VPN-00462,2026-06-14T03:31:13Z,V008,ACC0030,192.0.2.32,DEV0059,SUCCESS,YES,155,YardVendor,CRANE-ZONE,YES,NO,NORMAL,
VPN-00463,2026-06-12T19:44:50Z,V013,ACC0045,192.0.2.33,DEV0089,SUCCESS,YES,97,YardVendor,CONTROL-ROOM,NO,NO,NORMAL,
VPN-00464,2026-06-09T21:52:07Z,V019,ACC0007,192.0.2.34,DEV0013,SUCCESS,FAILED,174,MaintenanceVendor,OT-ZONE,YES,NO,NORMAL,
VPN-00465,2026-06-23T10:08:51Z,V014,ACC0012,192.0.2.35,DEV0023,SUCCESS,YES,153,MaintenanceVendor,YARD-A,NO,NO,NORMAL,
VPN-00466,2026-06-17T05:58:02Z,V016,ACC0046,192.0.2.36,DEV0091,SUCCESS,YES,103,CraneVendor,YARD-A,YES,NO,NORMAL,
VPN-00467,2026-06-29T06:29:32Z,V018,ACC0020,192.0.2.37,DEV0039,SUCCESS,YES,156,YardVendor,OT-ZONE,NO,NO,NORMAL,
VPN-00468,2026-06-30T05:41:20Z,V005,ACC0029,192.0.2.38,DEV0057,SUCCESS,YES,18,AutomationVendor,CONTROL-ROOM,YES,NO,NORMAL,
VPN-00469,2026-06-11T17:55:37Z,V006,ACC0016,192.0.2.39,DEV0031,SUCCESS,YES,110,CraneVendor,GATE-A,NO,NO,NORMAL,
VPN-00470,2026-06-09T16:45:06Z,V012,ACC0058,192.0.2.40,DEV0015,SUCCESS,YES,19,NetworkVendor,CONTROL-ROOM,NO,NO,NORMAL,
VPN-00471,2026-06-04T03:05:50Z,V009,ACC0017,192.0.2.41,DEV0033,SUCCESS,YES,30,MaintenanceVendor,CRANE-ZONE,YES,NO,NORMAL,
VPN-00472,2026-06-17T18:45:41Z,V002,ACC0048,192.0.2.42,DEV0095,SUCCESS,YES,52,NetworkVendor,YARD-C,NO,NO,NORMAL,
VPN-00473,2026-06-22T09:44:40Z,V004,ACC0022,192.0.2.43,DEV0043,SUCCESS,YES,42,MaintenanceVendor,OT-ZONE,NO,NO,NORMAL,
VPN-00474,2026-06-08T21:14:23Z,V007,ACC0043,192.0.2.44,DEV0085,SUCCESS,YES,160,NetworkVendor,CRANE-ZONE,YES,NO,NORMAL,
VPN-00475,2026-06-21T20:41:56Z,V006,ACC0056,192.0.2.45,DEV0011,SUCCESS,YES,158,CraneVendor,CRANE-ZONE,YES,NO,NORMAL,
VPN-00476,2026-06-07T03:24:42Z,V017,ACC0053,192.0.2.46,DEV0005,SUCCESS,YES,109,NetworkVendor,CRANE-ZONE,YES,NO,NORMAL,
VPN-00477,2026-06-09T01:10:11Z,V014,ACC0032,192.0.2.47,DEV0063,SUCCESS,YES,127,MaintenanceVendor,YARD-B,YES,NO,NORMAL,
VPN-00478,2026-06-17T10:17:47Z,V017,ACC0013,192.0.2.48,DEV0025,SUCCESS,YES,144,NetworkVendor,CONTROL-ROOM,NO,NO,NORMAL,
VPN-00479,2026-06-08T09:22:38Z,V001,ACC0001,192.0.2.49,DEV0001,SUCCESS,YES,20,CraneVendor,YARD-C,NO,NO,NORMAL,
VPN-00480,2026-06-02T02:29:52Z,V014,ACC0032,192.0.2.50,DEV0063,SUCCESS,YES,140,MaintenanceVendor,YARD-A,YES,NO,NORMAL,
VPN-00481,2026-06-05T23:52:59Z,V020,ACC0054,192.0.2.51,DEV0007,SUCCESS,YES,158,AutomationVendor,GATE-A,YES,NO,NORMAL,
VPN-00482,2026-06-01T13:53:05Z,V013,ACC0025,192.0.2.52,DEV0049,SUCCESS,YES,67,YardVendor,GATE-A,NO,NO,NORMAL,
VPN-00483,2026-06-10T08:44:18Z,V003,ACC0015,198.51.100.149,DEV0029,SUCCESS,NO,312,YardVendor,YARD-A,NO,NO,SUSPICIOUS,
VPN-00484,2026-06-12T16:41:36Z,V017,ACC0013,192.0.2.54,DEV0025,SUCCESS,YES,76,NetworkVendor,YARD-A,NO,NO,NORMAL,
VPN-00485,2026-06-12T00:01:24Z,V001,ACC0041,192.0.2.55,DEV0081,SUCCESS,YES,83,CraneVendor,YARD-B,YES,NO,NORMAL,
VPN-00486,2026-06-19T18:56:18Z,V012,ACC0038,192.0.2.56,DEV0075,SUCCESS,YES,19,NetworkVendor,YARD-C,NO,NO,NORMAL,
VPN-00487,2026-06-23T23:22:23Z,V010,ACC0024,192.0.2.57,DEV0047,SUCCESS,FAILED,141,AutomationVendor,GATE-B,YES,NO,NORMAL,
VPN-00488,2026-06-22T21:07:39Z,V019,ACC0027,192.0.2.58,DEV0053,SUCCESS,YES,171,MaintenanceVendor,YARD-C,YES,NO,NORMAL,
VPN-00489,2026-06-12T13:13:32Z,V003,ACC0035,192.0.2.59,DEV0069,SUCCESS,YES,111,YardVendor,GATE-A,NO,NO,NORMAL,
VPN-00490,2026-06-15T21:56:23Z,V015,ACC0039,192.0.2.60,DEV0077,SUCCESS,YES,174,AutomationVendor,OT-ZONE,YES,NO,NORMAL,
VPN-00491,2026-06-11T20:35:00Z,V006,ACC0016,192.0.2.61,DEV0031,SUCCESS,YES,63,CraneVendor,GATE-A,YES,NO,NORMAL,
VPN-00492,2026-06-11T10:51:59Z,V002,ACC0028,192.0.2.62,DEV0055,SUCCESS,YES,21,NetworkVendor,CRANE-ZONE,NO,NO,NORMAL,
VPN-00493,2026-06-28T12:03:45Z,V005,ACC0009,192.0.2.63,DEV0017,SUCCESS,YES,178,AutomationVendor,CONTROL-ROOM,NO,NO,NORMAL,
VPN-00494,2026-06-03T01:31:16Z,V017,ACC0033,192.0.2.64,DEV0065,SUCCESS,YES,156,NetworkVendor,YARD-B,YES,NO,NORMAL,
VPN-00495,2026-06-17T08:27:40Z,V004,ACC0002,192.0.2.65,DEV0003,FAILURE,YES,105,MaintenanceVendor,YARD-B,NO,NO,NORMAL,
VPN-00496,2026-06-05T09:03:05Z,V003,ACC0055,192.0.2.66,DEV0009,SUCCESS,YES,96,YardVendor,YARD-C,NO,NO,NORMAL,
VPN-00497,2026-06-13T03:12:19Z,V003,ACC0015,192.0.2.67,DEV0029,SUCCESS,YES,154,YardVendor,YARD-C,YES,NO,NORMAL,
VPN-00498,2026-06-27T04:30:26Z,V020,ACC0054,192.0.2.68,DEV0007,SUCCESS,YES,156,AutomationVendor,CRANE-ZONE,YES,NO,NORMAL,
VPN-00499,2026-06-30T06:28:31Z,V004,ACC0022,192.0.2.69,DEV0043,SUCCESS,YES,122,MaintenanceVendor,GATE-A,NO,NO,NORMAL,
VPN-00500,2026-06-30T13:11:19Z,V008,ACC0050,192.0.2.70,DEV0099,SUCCESS,YES,139,YardVendor,OT-ZONE,NO,NO,NORMAL,
VPN-00501,2026-06-20T12:15:50Z,V005,ACC0029,192.0.2.71,DEV0057,SUCCESS,YES,109,AutomationVendor,CONTROL-ROOM,NO,NO,NORMAL,
VPN-00502,2026-06-20T07:34:10Z,V020,ACC0034,192.0.2.72,DEV0067,SUCCESS,YES,156,AutomationVendor,YARD-A,NO,NO,NORMAL,
VPN-00503,2026-06-09T15:42:41Z,V020,ACC0034,192.0.2.73,DEV0067,SUCCESS,YES,76,AutomationVendor,GATE-B,NO,NO,NORMAL,
VPN-00504,2026-06-01T03:20:33Z,V014,ACC0012,192.0.2.74,DEV0023,SUCCESS,YES,51,MaintenanceVendor,CONTROL-ROOM,YES,NO,NORMAL,
VPN-00505,2026-06-23T02:20:37Z,V016,ACC0026,192.0.2.75,DEV0051,SUCCESS,YES,11,CraneVendor,YARD-A,YES,NO,NORMAL,
VPN-00506,2026-06-05T18:52:43Z,V010,ACC0044,192.0.2.76,DEV0087,SUCCESS,YES,128,AutomationVendor,YARD-B,NO,NO,NORMAL,
VPN-00507,2026-06-08T10:23:02Z,V012,ACC0038,192.0.2.77,DEV0075,SUCCESS,YES,46,NetworkVendor,GATE-A,NO,NO,NORMAL,
VPN-00508,2026-06-22T15:00:53Z,V002,ACC0008,192.0.2.78,DEV0015,SUCCESS,YES,138,NetworkVendor,YARD-C,NO,NO,NORMAL,
VPN-00509,2026-06-07T11:32:08Z,V019,ACC0027,192.0.2.79,DEV0053,SUCCESS,YES,105,MaintenanceVendor,YARD-A,NO,NO,NORMAL,
VPN-00510,2026-06-16T15:43:56Z,V017,ACC0033,192.0.2.80,DEV0065,SUCCESS,YES,31,NetworkVendor,YARD-C,NO,NO,NORMAL,
VPN-00511,2026-06-08T08:13:07Z,V004,ACC0022,198.51.100.218,DEV0043,SUCCESS,FAILED,307,MaintenanceVendor,YARD-C,NO,NO,SUSPICIOUS,
VPN-00512,2026-06-11T19:11:48Z,V010,ACC0044,192.0.2.82,DEV0087,SUCCESS,YES,158,AutomationVendor,GATE-B,NO,NO,NORMAL,
VPN-00513,2026-06-05T21:19:44Z,V007,ACC0003,192.0.2.83,DEV0005,SUCCESS,YES,58,NetworkVendor,GATE-A,YES,NO,NORMAL,
VPN-00514,2026-06-15T14:59:31Z,V007,ACC0043,192.0.2.84,DEV0085,SUCCESS,YES,66,NetworkVendor,GATE-A,NO,NO,NORMAL,
VPN-00515,2026-06-20T08:09:08Z,V002,ACC0008,192.0.2.85,DEV0015,SUCCESS,YES,71,NetworkVendor,YARD-B,NO,NO,NORMAL,
VPN-00516,2026-06-19T18:14:03Z,V005,ACC0009,192.0.2.86,DEV0017,SUCCESS,YES,57,AutomationVendor,YARD-C,NO,NO,NORMAL,
VPN-00517,2026-06-15T07:30:36Z,V016,ACC0046,192.0.2.87,DEV0091,SUCCESS,YES,102,CraneVendor,YARD-C,NO,NO,NORMAL,
VPN-00518,2026-06-08T02:18:52Z,V005,ACC0009,192.0.2.88,DEV0017,SUCCESS,YES,121,AutomationVendor,YARD-C,YES,NO,NORMAL,
VPN-00519,2026-06-04T09:04:37Z,V006,ACC0056,192.0.2.89,DEV0011,SUCCESS,YES,118,CraneVendor,CRANE-ZONE,NO,NO,NORMAL,
VPN-00520,2026-06-01T03:52:07Z,V017,ACC0013,192.0.2.90,DEV0025,SUCCESS,YES,172,NetworkVendor,YARD-C,YES,NO,NORMAL,
VPN-00521,2026-06-09T16:00:03Z,V007,ACC0043,192.0.2.91,DEV0085,SUCCESS,YES,143,NetworkVendor,CRANE-ZONE,NO,NO,NORMAL,
VPN-00522,2026-06-20T22:33:58Z,V010,ACC0004,192.0.2.92,DEV0007,SUCCESS,YES,123,AutomationVendor,YARD-A,YES,NO,NORMAL,
VPN-00523,2026-06-09T20:56:25Z,V019,ACC0007,192.0.2.93,DEV0013,SUCCESS,YES,167,MaintenanceVendor,YARD-B,YES,NO,NORMAL,
VPN-00524,2026-06-03T10:36:21Z,V005,ACC0049,192.0.2.94,DEV0097,SUCCESS,YES,159,AutomationVendor,YARD-B,NO,NO,NORMAL,
VPN-00525,2026-06-12T11:36:57Z,V009,ACC0017,192.0.2.95,DEV0033,SUCCESS,YES,68,MaintenanceVendor,CRANE-ZONE,NO,NO,NORMAL,
VPN-00526,2026-06-08T14:05:56Z,V018,ACC0040,192.0.2.96,DEV0079,SUCCESS,YES,101,YardVendor,OT-ZONE,NO,NO,NORMAL,
VPN-00527,2026-06-08T13:43:55Z,V010,ACC0004,192.0.2.97,DEV0007,SUCCESS,YES,147,AutomationVendor,YARD-B,NO,NO,NORMAL,
VPN-00528,2026-06-01T04:06:33Z,V009,ACC0057,192.0.2.98,DEV0013,SUCCESS,YES,22,MaintenanceVendor,YARD-C,YES,NO,NORMAL,
VPN-00529,2026-06-09T01:30:18Z,V016,ACC0006,192.0.2.99,DEV0011,SUCCESS,YES,131,CraneVendor,CRANE-ZONE,YES,NO,NORMAL,
VPN-00530,2026-06-05T17:53:54Z,V018,ACC0020,192.0.2.100,DEV0039,SUCCESS,YES,73,YardVendor,OT-ZONE,NO,NO,NORMAL,
VPN-00531,2026-06-25T01:29:10Z,V012,ACC0038,192.0.2.101,DEV0075,SUCCESS,YES,47,NetworkVendor,GATE-A,YES,NO,NORMAL,
VPN-00532,2026-06-28T13:11:50Z,V019,ACC0047,192.0.2.102,DEV0093,SUCCESS,YES,7,MaintenanceVendor,OT-ZONE,NO,NO,NORMAL,
VPN-00533,2026-06-15T18:48:49Z,V013,ACC0045,192.0.2.103,DEV0089,SUCCESS,YES,174,YardVendor,GATE-B,NO,NO,NORMAL,
VPN-00534,2026-06-26T09:15:29Z,V001,ACC0001,192.0.2.104,DEV0001,SUCCESS,YES,124,CraneVendor,YARD-B,NO,NO,NORMAL,
VPN-00535,2026-06-10T15:30:37Z,V005,ACC0049,192.0.2.105,DEV0097,SUCCESS,YES,17,AutomationVendor,GATE-A,NO,NO,NORMAL,
VPN-00536,2026-06-30T06:38:35Z,V002,ACC0008,192.0.2.106,DEV0015,SUCCESS,YES,30,NetworkVendor,CONTROL-ROOM,NO,NO,NORMAL,
VPN-00537,2026-06-11T05:03:31Z,V018,ACC0020,192.0.2.107,DEV0039,SUCCESS,YES,72,YardVendor,CONTROL-ROOM,YES,NO,NORMAL,
VPN-00538,2026-06-22T05:54:14Z,V019,ACC0047,192.0.2.108,DEV0093,SUCCESS,YES,168,MaintenanceVendor,OT-ZONE,YES,NO,NORMAL,
VPN-00539,2026-06-16T17:22:59Z,V004,ACC0042,192.0.2.109,DEV0083,SUCCESS,YES,155,MaintenanceVendor,CONTROL-ROOM,NO,NO,NORMAL,
VPN-00540,2026-06-15T15:15:33Z,V013,ACC0005,192.0.2.110,DEV0009,SUCCESS,YES,151,YardVendor,YARD-C,NO,NO,NORMAL,
VPN-00541,2026-06-28T13:51:55Z,V018,ACC0040,192.0.2.111,DEV0079,SUCCESS,YES,166,YardVendor,CRANE-ZONE,NO,NO,NORMAL,
VPN-00542,2026-06-07T04:16:43Z,V011,ACC0011,192.0.2.112,DEV0021,SUCCESS,YES,163,CraneVendor,YARD-C,YES,NO,NORMAL,
VPN-00543,2026-06-20T12:56:48Z,V010,ACC0024,192.0.2.113,DEV0047,SUCCESS,YES,57,AutomationVendor,YARD-B,NO,NO,NORMAL,
VPN-00544,2026-06-21T02:53:04Z,V011,ACC0031,192.0.2.114,DEV0061,SUCCESS,YES,47,CraneVendor,CRANE-ZONE,YES,NO,NORMAL,
VPN-00545,2026-06-10T02:44:45Z,V015,ACC0059,192.0.2.115,DEV0017,SUCCESS,YES,96,AutomationVendor,GATE-B,YES,NO,NORMAL,
VPN-00546,2026-06-04T02:36:34Z,V003,ACC0055,192.0.2.116,DEV0009,SUCCESS,YES,134,YardVendor,GATE-A,YES,NO,NORMAL,
VPN-00547,2026-06-26T00:30:29Z,V006,ACC0056,192.0.2.117,DEV0011,SUCCESS,YES,63,CraneVendor,CRANE-ZONE,YES,NO,NORMAL,
VPN-00548,2026-06-17T23:36:41Z,V001,ACC0021,192.0.2.118,DEV0041,SUCCESS,YES,5,CraneVendor,GATE-A,YES,NO,NORMAL,
VPN-00549,2026-06-05T18:15:04Z,V001,ACC0021,192.0.2.119,DEV0041,SUCCESS,YES,141,CraneVendor,GATE-A,NO,NO,NORMAL,
VPN-00550,2026-06-01T05:26:46Z,V019,ACC0007,192.0.2.120,DEV0013,SUCCESS,YES,126,MaintenanceVendor,CRANE-ZONE,YES,NO,NORMAL,
VPN-00551,2026-06-14T11:53:17Z,V002,ACC0008,192.0.2.121,DEV0015,SUCCESS,YES,79,NetworkVendor,YARD-C,NO,NO,NORMAL,
VPN-00552,2026-06-24T00:49:18Z,V017,ACC0053,192.0.2.122,DEV0005,SUCCESS,YES,146,NetworkVendor,YARD-B,YES,NO,NORMAL,
VPN-00553,2026-06-13T20:48:51Z,V006,ACC0016,192.0.2.123,DEV0031,SUCCESS,YES,25,CraneVendor,OT-ZONE,YES,NO,NORMAL,
VPN-00554,2026-06-18T18:50:20Z,V007,ACC0043,192.0.2.124,DEV0085,SUCCESS,YES,136,NetworkVendor,GATE-B,NO,NO,NORMAL,
VPN-00555,2026-06-29T17:23:02Z,V016,ACC0046,192.0.2.125,DEV0091,SUCCESS,YES,179,CraneVendor,YARD-A,NO,NO,NORMAL,
VPN-00556,2026-06-18T03:25:55Z,V013,ACC0045,192.0.2.126,DEV0089,SUCCESS,YES,64,YardVendor,GATE-B,YES,NO,NORMAL,
VPN-00557,2026-06-03T08:36:39Z,V011,ACC0031,192.0.2.127,DEV0061,SUCCESS,YES,99,CraneVendor,GATE-B,NO,NO,NORMAL,
VPN-00558,2026-06-14T14:28:14Z,V010,ACC0044,192.0.2.128,DEV0087,SUCCESS,YES,94,AutomationVendor,OT-ZONE,NO,NO,NORMAL,
VPN-00559,2026-06-24T01:23:30Z,V002,ACC0008,192.0.2.129,DEV0015,SUCCESS,YES,84,NetworkVendor,YARD-C,YES,NO,NORMAL,
VPN-00560,2026-06-21T11:45:41Z,V003,ACC0055,192.0.2.130,DEV0009,SUCCESS,YES,133,YardVendor,GATE-A,NO,NO,NORMAL,
VPN-00561,2026-06-03T19:03:59Z,V004,ACC0022,192.0.2.131,DEV0043,SUCCESS,YES,71,MaintenanceVendor,GATE-B,NO,NO,NORMAL,
VPN-00562,2026-06-29T12:00:42Z,V006,ACC0056,192.0.2.132,DEV0011,SUCCESS,YES,57,CraneVendor,YARD-A,NO,NO,NORMAL,
VPN-00563,2026-06-12T10:00:25Z,V017,ACC0053,192.0.2.133,DEV0005,FAILURE,YES,172,NetworkVendor,YARD-A,NO,NO,NORMAL,
VPN-00564,2026-06-14T11:25:10Z,V007,ACC0043,192.0.2.134,DEV0085,SUCCESS,YES,78,NetworkVendor,YARD-C,NO,NO,NORMAL,
VPN-00565,2026-06-30T07:11:20Z,V013,ACC0005,192.0.2.135,DEV0009,SUCCESS,YES,172,YardVendor,CONTROL-ROOM,NO,NO,NORMAL,
VPN-00566,2026-06-26T05:09:11Z,V006,ACC0056,192.0.2.136,DEV0011,SUCCESS,YES,52,CraneVendor,CRANE-ZONE,YES,NO,NORMAL,
VPN-00567,2026-06-11T08:52:13Z,V020,ACC0014,192.0.2.137,DEV0027,SUCCESS,YES,140,AutomationVendor,YARD-C,NO,NO,NORMAL,
VPN-00568,2026-06-06T13:03:20Z,V011,ACC0051,192.0.2.138,DEV0001,SUCCESS,FAILED,138,CraneVendor,OT-ZONE,NO,NO,NORMAL,
VPN-00569,2026-06-02T05:35:32Z,V001,ACC0021,192.0.2.139,DEV0041,SUCCESS,YES,133,CraneVendor,GATE-A,YES,NO,NORMAL,
VPN-00570,2026-06-19T13:07:05Z,V020,ACC0034,192.0.2.140,DEV0067,SUCCESS,YES,172,AutomationVendor,OT-ZONE,NO,NO,NORMAL,
VPN-00571,2026-06-23T22:45:33Z,V013,ACC0005,192.0.2.141,DEV0009,SUCCESS,FAILED,27,YardVendor,YARD-B,YES,NO,NORMAL,
VPN-00572,2026-06-07T13:28:59Z,V004,ACC0022,192.0.2.142,DEV0043,SUCCESS,YES,129,MaintenanceVendor,GATE-A,NO,NO,NORMAL,
VPN-00573,2026-06-25T09:49:50Z,V005,ACC0029,192.0.2.143,DEV0057,SUCCESS,YES,49,AutomationVendor,CRANE-ZONE,NO,NO,NORMAL,
VPN-00574,2026-06-11T10:02:41Z,V020,ACC0054,192.0.2.144,DEV0007,SUCCESS,YES,166,AutomationVendor,YARD-B,NO,NO,NORMAL,
VPN-00575,2026-06-22T07:21:00Z,V019,ACC0027,192.0.2.145,DEV0053,SUCCESS,YES,5,MaintenanceVendor,OT-ZONE,NO,NO,NORMAL,
VPN-00576,2026-06-15T11:00:22Z,V007,ACC0043,192.0.2.146,DEV0085,SUCCESS,YES,120,NetworkVendor,OT-ZONE,NO,NO,NORMAL,
VPN-00577,2026-06-20T02:23:26Z,V015,ACC0059,192.0.2.147,DEV0017,FAILURE,YES,58,AutomationVendor,GATE-A,YES,NO,NORMAL,
VPN-00578,2026-06-08T11:45:35Z,V019,ACC0047,192.0.2.148,DEV0093,SUCCESS,YES,162,MaintenanceVendor,OT-ZONE,NO,NO,NORMAL,
VPN-00579,2026-06-19T19:32:17Z,V014,ACC0012,192.0.2.149,DEV0023,SUCCESS,YES,174,MaintenanceVendor,OT-ZONE,NO,NO,NORMAL,
VPN-00580,2026-06-17T20:26:39Z,V007,ACC0043,198.51.100.125,DEV0085,SUCCESS,YES,289,NetworkVendor,YARD-C,YES,NO,SUSPICIOUS,
VPN-00581,2026-06-18T23:18:57Z,V007,ACC0023,192.0.2.151,DEV0045,SUCCESS,YES,156,NetworkVendor,YARD-B,YES,NO,NORMAL,
VPN-00582,2026-06-07T17:14:03Z,V020,ACC0014,192.0.2.152,DEV0027,SUCCESS,YES,174,AutomationVendor,YARD-A,NO,NO,NORMAL,
VPN-00583,2026-06-03T19:44:33Z,V005,ACC0049,192.0.2.153,DEV0097,SUCCESS,YES,89,AutomationVendor,YARD-A,NO,NO,NORMAL,
VPN-00584,2026-06-26T01:25:54Z,V006,ACC0036,192.0.2.154,DEV0071,SUCCESS,YES,19,CraneVendor,GATE-B,YES,NO,NORMAL,
VPN-00585,2026-06-17T20:04:15Z,V007,ACC0043,192.0.2.155,DEV0085,SUCCESS,YES,167,NetworkVendor,GATE-A,YES,NO,NORMAL,
VPN-00586,2026-06-13T02:55:23Z,V005,ACC0049,192.0.2.156,DEV0097,SUCCESS,YES,129,AutomationVendor,YARD-A,YES,NO,NORMAL,
VPN-00587,2026-06-06T10:17:45Z,V009,ACC0057,192.0.2.157,DEV0013,SUCCESS,YES,74,MaintenanceVendor,YARD-A,NO,NO,NORMAL,
VPN-00588,2026-06-14T09:11:35Z,V003,ACC0015,192.0.2.158,DEV0029,SUCCESS,FAILED,56,YardVendor,CRANE-ZONE,NO,NO,NORMAL,
VPN-00589,2026-06-22T12:33:23Z,V002,ACC0008,198.51.100.152,DEV0015,SUCCESS,NO,261,NetworkVendor,YARD-A,NO,NO,SUSPICIOUS,
VPN-00590,2026-06-14T20:02:38Z,V010,ACC0004,192.0.2.160,DEV0007,SUCCESS,FAILED,92,AutomationVendor,CONTROL-ROOM,YES,NO,NORMAL,
VPN-00591,2026-06-28T17:37:54Z,V016,ACC0046,192.0.2.161,DEV0091,SUCCESS,YES,82,CraneVendor,YARD-A,NO,NO,NORMAL,
VPN-00592,2026-06-14T10:10:14Z,V008,ACC0030,198.51.100.78,DEV0059,FAILURE,NO,236,YardVendor,GATE-B,NO,NO,SUSPICIOUS,
VPN-00593,2026-06-30T21:05:00Z,V014,ACC0032,192.0.2.163,DEV0063,SUCCESS,YES,128,MaintenanceVendor,CRANE-ZONE,YES,NO,NORMAL,
VPN-00594,2026-06-24T00:56:28Z,V005,ACC0009,192.0.2.164,DEV0017,SUCCESS,YES,14,AutomationVendor,GATE-B,YES,NO,NORMAL,
VPN-00595,2026-06-03T15:11:46Z,V018,ACC0040,192.0.2.165,DEV0079,SUCCESS,YES,159,YardVendor,CRANE-ZONE,NO,NO,NORMAL,
VPN-00596,2026-06-09T23:02:28Z,V011,ACC0051,192.0.2.166,DEV0001,SUCCESS,YES,170,CraneVendor,GATE-A,YES,NO,NORMAL,
VPN-00597,2026-06-29T13:37:39Z,V001,ACC0041,192.0.2.167,DEV0081,SUCCESS,YES,122,CraneVendor,CRANE-ZONE,NO,NO,NORMAL,
VPN-00598,2026-06-21T18:13:39Z,V008,ACC0030,192.0.2.168,DEV0059,SUCCESS,YES,139,YardVendor,YARD-A,NO,NO,NORMAL,
VPN-00599,2026-06-12T00:55:05Z,V001,ACC0001,192.0.2.169,DEV0001,SUCCESS,YES,87,CraneVendor,OT-ZONE,YES,NO,NORMAL,
VPN-00600,2026-06-11T09:30:28Z,V010,ACC0044,192.0.2.170,DEV0087,SUCCESS,YES,17,AutomationVendor,YARD-A,NO,NO,NORMAL,
VPN-00601,2026-06-08T10:54:34Z,V003,ACC0035,192.0.2.171,DEV0069,SUCCESS,YES,31,YardVendor,CRANE-ZONE,NO,NO,NORMAL,
