event_id,timestamp,badge_id,person_type,gate_id,zone,access_result,direction,event_label,incident_id
PHY-00216,2026-06-07T08:22:18Z,BADGE-0031,Operator,GATE-01,CRANE-ZONE,GRANTED,IN,NORMAL,
PHY-00217,2026-06-21T20:16:35Z,BADGE-0015,Vendor,GATE-03,OT-ZONE,GRANTED,IN,NORMAL,
PHY-00218,2026-06-03T10:34:15Z,BADGE-0009,Operator,GATE-02,YARD-A,GRANTED,IN,NORMAL,
PHY-00219,2026-06-15T15:51:12Z,BADGE-0049,Operator,GATE-04,YARD-A,GRANTED,OUT,NORMAL,
PHY-00220,2026-06-15T19:07:38Z,BADGE-0118,Security,GATE-01,CONTROL-ROOM,GRANTED,IN,NORMAL,
PHY-00221,2026-06-03T02:53:57Z,BADGE-0141,Security,GATE-03,YARD-B,GRANTED,IN,NORMAL,
PHY-00222,2026-06-20T12:47:32Z,BADGE-0015,Vendor,GATE-03,GATE-A,GRANTED,OUT,NORMAL,
PHY-00223,2026-06-10T17:48:44Z,BADGE-0097,Engineer,GATE-04,OT-ZONE,GRANTED,IN,NORMAL,
PHY-00224,2026-06-20T09:42:48Z,BADGE-0022,Security,GATE-01,YARD-C,GRANTED,IN,NORMAL,
PHY-00225,2026-06-04T01:04:53Z,BADGE-0083,Operator,GATE-01,YARD-C,GRANTED,OUT,NORMAL,
PHY-00226,2026-06-29T22:05:04Z,BADGE-0007,Operator,GATE-04,CONTROL-ROOM,GRANTED,OUT,NORMAL,
PHY-00227,2026-06-18T12:38:02Z,BADGE-0046,Security,GATE-04,GATE-A,GRANTED,OUT,NORMAL,
PHY-00228,2026-06-23T03:09:50Z,BADGE-0066,Security,GATE-03,YARD-C,GRANTED,OUT,NORMAL,
PHY-00229,2026-06-13T06:23:29Z,BADGE-0133,Security,GATE-01,CONTROL-ROOM,GRANTED,IN,NORMAL,
PHY-00230,2026-06-16T19:59:11Z,BADGE-0093,Engineer,GATE-03,OT-ZONE,GRANTED,OUT,NORMAL,
PHY-00231,2026-06-08T17:47:44Z,BADGE-0080,Security,GATE-03,YARD-A,GRANTED,OUT,NORMAL,
PHY-00232,2026-06-05T10:06:22Z,BADGE-0036,Operator,GATE-03,CRANE-ZONE,GRANTED,IN,NORMAL,
PHY-00233,2026-06-16T10:03:01Z,BADGE-0112,Vendor,GATE-03,GATE-B,GRANTED,OUT,NORMAL,
PHY-00234,2026-06-18T18:28:22Z,BADGE-0003,Operator,GATE-02,YARD-C,GRANTED,OUT,NORMAL,
PHY-00235,2026-06-14T04:14:27Z,BADGE-0060,Operator,GATE-02,YARD-A,GRANTED,IN,NORMAL,
PHY-00236,2026-06-14T17:24:56Z,BADGE-0002,Operator,GATE-02,CRANE-ZONE,GRANTED,IN,NORMAL,
PHY-00237,2026-06-01T03:21:19Z,BADGE-0028,Vendor,GATE-02,YARD-C,GRANTED,IN,NORMAL,
PHY-00238,2026-06-20T13:17:28Z,BADGE-0145,Operator,GATE-04,GATE-A,GRANTED,OUT,NORMAL,
PHY-00239,2026-06-05T02:57:52Z,BADGE-0102,Security,GATE-02,YARD-B,GRANTED,OUT,NORMAL,
PHY-00240,2026-06-03T22:55:57Z,BADGE-0040,Security,GATE-03,CONTROL-ROOM,GRANTED,IN,NORMAL,
PHY-00241,2026-06-01T10:11:22Z,BADGE-0068,Security,GATE-02,GATE-B,GRANTED,IN,NORMAL,
PHY-00242,2026-06-11T20:40:10Z,BADGE-0110,Engineer,GATE-02,GATE-A,GRANTED,IN,NORMAL,
PHY-00243,2026-06-22T23:34:14Z,BADGE-0075,Operator,GATE-01,OT-ZONE,GRANTED,OUT,NORMAL,
PHY-00244,2026-06-12T08:40:11Z,BADGE-0062,Operator,GATE-04,YARD-C,GRANTED,IN,NORMAL,
PHY-00245,2026-06-18T23:12:39Z,BADGE-0071,Vendor,GATE-04,CONTROL-ROOM,GRANTED,IN,NORMAL,
PHY-00246,2026-06-30T01:08:34Z,BADGE-0019,Engineer,GATE-01,OT-ZONE,GRANTED,IN,NORMAL,
PHY-00247,2026-06-15T04:36:25Z,BADGE-0129,Vendor,GATE-03,OT-ZONE,GRANTED,OUT,SUSPICIOUS,
PHY-00248,2026-06-16T14:52:16Z,BADGE-0015,Security,GATE-03,CONTROL-ROOM,GRANTED,IN,NORMAL,
PHY-00249,2026-06-22T06:50:24Z,BADGE-0126,Vendor,GATE-02,YARD-A,GRANTED,OUT,NORMAL,
PHY-00250,2026-06-21T12:19:45Z,BADGE-0054,Vendor,GATE-04,GATE-A,GRANTED,OUT,NORMAL,
PHY-00251,2026-06-08T16:22:15Z,BADGE-0047,Engineer,GATE-04,CRANE-ZONE,GRANTED,IN,NORMAL,
PHY-00252,2026-06-04T05:01:53Z,BADGE-0032,Engineer,GATE-02,CRANE-ZONE,GRANTED,IN,NORMAL,
PHY-00253,2026-06-28T19:34:22Z,BADGE-0084,Engineer,GATE-04,GATE-A,GRANTED,OUT,NORMAL,
PHY-00254,2026-06-29T05:49:50Z,BADGE-0143,Operator,GATE-01,YARD-B,GRANTED,IN,NORMAL,
PHY-00255,2026-06-02T23:28:27Z,BADGE-0149,Security,GATE-04,GATE-A,GRANTED,OUT,NORMAL,
PHY-00256,2026-06-01T14:30:13Z,BADGE-0069,Security,GATE-02,CONTROL-ROOM,GRANTED,IN,NORMAL,
PHY-00257,2026-06-09T21:59:40Z,BADGE-0081,Security,GATE-04,GATE-A,GRANTED,IN,NORMAL,
PHY-00258,2026-06-04T22:02:09Z,BADGE-0041,Security,GATE-01,CRANE-ZONE,GRANTED,OUT,NORMAL,
PHY-00259,2026-06-22T17:36:51Z,BADGE-0108,Vendor,GATE-04,OT-ZONE,GRANTED,OUT,NORMAL,
PHY-00260,2026-06-17T19:23:02Z,BADGE-0044,Vendor,GATE-02,OT-ZONE,GRANTED,IN,NORMAL,
PHY-00261,2026-06-13T08:42:20Z,BADGE-0018,Vendor,GATE-04,YARD-C,GRANTED,IN,NORMAL,
PHY-00262,2026-06-27T16:15:22Z,BADGE-0113,Operator,GATE-03,GATE-B,GRANTED,OUT,NORMAL,
PHY-00263,2026-06-10T23:26:59Z,BADGE-0113,Vendor,GATE-04,YARD-B,GRANTED,IN,NORMAL,
PHY-00264,2026-06-09T15:08:08Z,BADGE-0044,Vendor,GATE-03,CRANE-ZONE,GRANTED,OUT,NORMAL,
PHY-00265,2026-06-14T22:40:46Z,BADGE-0022,Engineer,GATE-04,CRANE-ZONE,GRANTED,IN,NORMAL,
PHY-00266,2026-06-21T13:09:26Z,BADGE-0015,Operator,GATE-03,OT-ZONE,GRANTED,OUT,NORMAL,
PHY-00267,2026-06-11T16:35:46Z,BADGE-0058,Security,GATE-03,YARD-A,GRANTED,OUT,NORMAL,
PHY-00268,2026-06-09T04:16:30Z,BADGE-0139,Security,GATE-04,YARD-B,GRANTED,IN,NORMAL,
PHY-00269,2026-06-25T02:12:53Z,BADGE-0131,Vendor,GATE-02,CONTROL-ROOM,GRANTED,OUT,NORMAL,
PHY-00270,2026-06-14T07:45:37Z,BADGE-0061,Engineer,GATE-03,CONTROL-ROOM,GRANTED,OUT,NORMAL,
PHY-00271,2026-06-15T01:21:15Z,BADGE-0045,Vendor,GATE-03,GATE-B,GRANTED,IN,NORMAL,
PHY-00272,2026-06-09T09:28:42Z,BADGE-0078,Vendor,GATE-01,YARD-C,GRANTED,IN,NORMAL,
PHY-00273,2026-06-15T12:05:46Z,BADGE-0111,Engineer,GATE-04,YARD-A,GRANTED,IN,NORMAL,
PHY-00274,2026-06-29T19:21:03Z,BADGE-0093,Operator,GATE-01,YARD-B,GRANTED,OUT,NORMAL,
PHY-00275,2026-06-21T21:01:01Z,BADGE-0068,Operator,GATE-03,YARD-B,GRANTED,IN,NORMAL,
PHY-00276,2026-06-29T22:56:46Z,BADGE-0042,Engineer,GATE-04,YARD-A,GRANTED,IN,SUSPICIOUS,
PHY-00277,2026-06-10T10:05:49Z,BADGE-0132,Security,GATE-03,YARD-A,GRANTED,IN,NORMAL,
PHY-00278,2026-06-16T18:49:44Z,BADGE-0093,Vendor,GATE-03,YARD-B,GRANTED,IN,NORMAL,
PHY-00279,2026-06-15T13:39:25Z,BADGE-0121,Vendor,GATE-02,YARD-A,GRANTED,IN,NORMAL,
PHY-00280,2026-06-05T01:25:33Z,BADGE-0124,Operator,GATE-03,YARD-A,GRANTED,IN,NORMAL,
PHY-00281,2026-06-04T04:02:55Z,BADGE-0123,Vendor,GATE-04,YARD-B,GRANTED,OUT,NORMAL,
PHY-00282,2026-06-26T01:50:12Z,BADGE-0054,Engineer,GATE-02,YARD-A,GRANTED,OUT,NORMAL,
PHY-00283,2026-06-09T22:38:31Z,BADGE-0147,Security,GATE-01,CONTROL-ROOM,GRANTED,OUT,NORMAL,
PHY-00284,2026-06-01T10:12:36Z,BADGE-0142,Engineer,GATE-02,YARD-C,GRANTED,OUT,NORMAL,
PHY-00285,2026-06-13T13:35:31Z,BADGE-0092,Vendor,GATE-02,YARD-C,GRANTED,IN,NORMAL,
PHY-00286,2026-06-25T09:59:45Z,BADGE-0005,Security,GATE-02,CRANE-ZONE,GRANTED,IN,NORMAL,
PHY-00287,2026-06-09T16:27:10Z,BADGE-0073,Engineer,GATE-02,GATE-B,GRANTED,OUT,NORMAL,
PHY-00288,2026-06-16T07:01:54Z,BADGE-0092,Engineer,GATE-01,GATE-A,GRANTED,OUT,NORMAL,
PHY-00289,2026-06-20T21:14:11Z,BADGE-0111,Engineer,GATE-03,YARD-B,DENIED,OUT,SUSPICIOUS,
PHY-00290,2026-06-12T07:31:19Z,BADGE-0084,Security,GATE-01,GATE-B,GRANTED,IN,NORMAL,
PHY-00291,2026-06-08T22:59:02Z,BADGE-0022,Operator,GATE-01,GATE-B,GRANTED,IN,NORMAL,
PHY-00292,2026-06-20T04:12:29Z,BADGE-0093,Operator,GATE-03,YARD-A,GRANTED,IN,NORMAL,
PHY-00293,2026-06-20T08:04:34Z,BADGE-0060,Operator,GATE-01,GATE-A,GRANTED,IN,NORMAL,
PHY-00294,2026-06-21T20:06:14Z,BADGE-0125,Vendor,GATE-02,YARD-C,GRANTED,IN,NORMAL,
PHY-00295,2026-06-18T08:38:20Z,BADGE-0001,Security,GATE-03,GATE-B,GRANTED,IN,NORMAL,
PHY-00296,2026-06-16T20:23:18Z,BADGE-0009,Vendor,GATE-02,CONTROL-ROOM,GRANTED,IN,NORMAL,
PHY-00297,2026-06-08T13:33:45Z,BADGE-0034,Security,GATE-04,GATE-A,GRANTED,IN,NORMAL,
PHY-00298,2026-06-25T07:38:55Z,BADGE-0065,Vendor,GATE-03,GATE-B,GRANTED,IN,NORMAL,
PHY-00299,2026-06-06T13:38:39Z,BADGE-0124,Vendor,GATE-02,GATE-B,GRANTED,IN,NORMAL,
PHY-00300,2026-06-25T13:24:11Z,BADGE-0100,Vendor,GATE-03,CRANE-ZONE,GRANTED,OUT,NORMAL,
PHY-00301,2026-06-09T12:55:33Z,BADGE-0081,Security,GATE-03,YARD-A,GRANTED,OUT,NORMAL,
PHY-00302,2026-06-04T14:38:23Z,BADGE-0014,Operator,GATE-03,GATE-A,GRANTED,OUT,NORMAL,
PHY-00303,2026-06-22T05:04:01Z,BADGE-0115,Operator,GATE-04,GATE-A,DENIED,IN,SUSPICIOUS,
PHY-00304,2026-06-24T17:37:50Z,BADGE-0105,Vendor,GATE-03,CRANE-ZONE,GRANTED,IN,NORMAL,
PHY-00305,2026-06-03T08:16:49Z,BADGE-0149,Operator,GATE-03,GATE-A,GRANTED,OUT,NORMAL,
PHY-00306,2026-06-12T00:05:22Z,BADGE-0023,Operator,GATE-02,CRANE-ZONE,GRANTED,IN,NORMAL,
PHY-00307,2026-06-14T11:26:26Z,BADGE-0121,Engineer,GATE-03,CRANE-ZONE,GRANTED,IN,NORMAL,
PHY-00308,2026-06-01T13:55:19Z,BADGE-0128,Security,GATE-01,YARD-A,GRANTED,IN,NORMAL,
PHY-00309,2026-06-10T10:20:59Z,BADGE-0060,Engineer,GATE-01,GATE-A,GRANTED,IN,NORMAL,
PHY-00310,2026-06-16T03:26:12Z,BADGE-0105,Engineer,GATE-04,GATE-A,GRANTED,OUT,NORMAL,
PHY-00311,2026-06-10T12:54:21Z,BADGE-0045,Operator,GATE-04,CONTROL-ROOM,GRANTED,OUT,NORMAL,
PHY-00312,2026-06-10T11:21:35Z,BADGE-0059,Engineer,GATE-04,YARD-B,GRANTED,IN,NORMAL,
PHY-00313,2026-06-26T21:04:11Z,BADGE-0138,Engineer,GATE-04,YARD-A,GRANTED,IN,SUSPICIOUS,
PHY-00314,2026-06-01T05:33:23Z,BADGE-0113,Vendor,GATE-04,OT-ZONE,GRANTED,IN,NORMAL,
PHY-00315,2026-06-23T17:19:18Z,BADGE-0127,Operator,GATE-04,GATE-A,GRANTED,OUT,NORMAL,
PHY-00316,2026-06-17T08:34:43Z,BADGE-0018,Operator,GATE-04,CRANE-ZONE,GRANTED,OUT,NORMAL,
PHY-00317,2026-06-08T17:26:58Z,BADGE-0131,Security,GATE-01,GATE-A,GRANTED,IN,NORMAL,
PHY-00318,2026-06-13T10:28:26Z,BADGE-0141,Engineer,GATE-04,YARD-B,GRANTED,OUT,NORMAL,
PHY-00319,2026-06-01T19:26:24Z,BADGE-0020,Security,GATE-01,GATE-B,GRANTED,OUT,NORMAL,
PHY-00320,2026-06-20T00:20:10Z,BADGE-0107,Operator,GATE-03,GATE-B,GRANTED,IN,NORMAL,
PHY-00321,2026-06-28T12:12:34Z,BADGE-0065,Engineer,GATE-02,YARD-A,GRANTED,IN,NORMAL,
PHY-00322,2026-06-29T23:55:56Z,BADGE-0063,Vendor,GATE-03,YARD-A,GRANTED,OUT,NORMAL,
PHY-00323,2026-06-19T05:25:26Z,BADGE-0092,Operator,GATE-02,YARD-C,GRANTED,IN,NORMAL,
PHY-00324,2026-06-11T06:02:58Z,BADGE-0137,Vendor,GATE-03,YARD-A,GRANTED,OUT,NORMAL,
PHY-00325,2026-06-11T16:22:36Z,BADGE-0116,Vendor,GATE-01,OT-ZONE,GRANTED,IN,NORMAL,
PHY-00326,2026-06-26T18:13:56Z,BADGE-0089,Operator,GATE-03,OT-ZONE,GRANTED,IN,SUSPICIOUS,
PHY-00327,2026-06-09T22:46:35Z,BADGE-0148,Engineer,GATE-02,GATE-A,GRANTED,OUT,NORMAL,
PHY-00328,2026-06-17T23:11:38Z,BADGE-0013,Engineer,GATE-04,CONTROL-ROOM,GRANTED,IN,NORMAL,
PHY-00329,2026-06-22T09:06:22Z,BADGE-0090,Operator,GATE-01,CONTROL-ROOM,GRANTED,IN,NORMAL,
PHY-00330,2026-06-05T01:53:51Z,BADGE-0144,Vendor,GATE-02,YARD-C,GRANTED,IN,NORMAL,
PHY-00331,2026-06-20T00:29:20Z,BADGE-0146,Operator,GATE-02,YARD-B,GRANTED,OUT,NORMAL,
PHY-00332,2026-06-28T23:17:07Z,BADGE-0055,Operator,GATE-03,YARD-C,GRANTED,IN,NORMAL,
PHY-00333,2026-06-18T09:01:18Z,BADGE-0047,Engineer,GATE-03,CRANE-ZONE,GRANTED,OUT,SUSPICIOUS,
PHY-00334,2026-06-05T09:16:23Z,BADGE-0094,Security,GATE-02,CONTROL-ROOM,GRANTED,IN,NORMAL,
PHY-00335,2026-06-24T17:08:59Z,BADGE-0041,Operator,GATE-02,GATE-B,GRANTED,OUT,NORMAL,
PHY-00336,2026-06-21T03:46:02Z,BADGE-0136,Vendor,GATE-01,YARD-B,GRANTED,OUT,NORMAL,
PHY-00337,2026-06-29T05:08:28Z,BADGE-0149,Operator,GATE-03,CONTROL-ROOM,GRANTED,OUT,NORMAL,
PHY-00338,2026-06-04T09:23:12Z,BADGE-0019,Vendor,GATE-02,YARD-A,GRANTED,IN,NORMAL,
PHY-00339,2026-06-04T16:48:40Z,BADGE-0148,Operator,GATE-01,GATE-A,GRANTED,IN,NORMAL,
PHY-00340,2026-06-02T07:12:24Z,BADGE-0001,Operator,GATE-02,GATE-B,GRANTED,IN,NORMAL,
PHY-00341,2026-06-18T06:57:48Z,BADGE-0059,Engineer,GATE-04,CRANE-ZONE,GRANTED,IN,NORMAL,
PHY-00342,2026-06-05T05:52:24Z,BADGE-0104,Operator,GATE-03,CONTROL-ROOM,GRANTED,IN,NORMAL,
PHY-00343,2026-06-28T00:57:45Z,BADGE-0056,Engineer,GATE-04,YARD-A,GRANTED,IN,NORMAL,
PHY-00344,2026-06-17T02:43:29Z,BADGE-0104,Engineer,GATE-04,CONTROL-ROOM,GRANTED,OUT,NORMAL,
PHY-00345,2026-06-14T00:10:26Z,BADGE-0127,Engineer,GATE-01,CRANE-ZONE,GRANTED,IN,NORMAL,
PHY-00346,2026-06-02T11:49:29Z,BADGE-0074,Security,GATE-04,CONTROL-ROOM,GRANTED,OUT,NORMAL,
PHY-00347,2026-06-09T09:52:25Z,BADGE-0128,Engineer,GATE-02,GATE-A,GRANTED,IN,NORMAL,
PHY-00348,2026-06-28T01:41:16Z,BADGE-0061,Operator,GATE-02,YARD-B,GRANTED,OUT,NORMAL,
PHY-00349,2026-06-04T05:57:09Z,BADGE-0001,Security,GATE-03,YARD-A,GRANTED,IN,NORMAL,
PHY-00350,2026-06-14T10:41:17Z,BADGE-0130,Operator,GATE-01,CONTROL-ROOM,GRANTED,IN,SUSPICIOUS,
PHY-00351,2026-06-12T21:53:54Z,BADGE-0111,Vendor,GATE-04,CRANE-ZONE,GRANTED,OUT,NORMAL,
PHY-00352,2026-06-14T04:23:11Z,BADGE-0128,Operator,GATE-02,CRANE-ZONE,GRANTED,OUT,NORMAL,
PHY-00353,2026-06-13T13:57:35Z,BADGE-0072,Security,GATE-02,YARD-C,GRANTED,IN,SUSPICIOUS,
PHY-00354,2026-06-17T05:57:45Z,BADGE-0032,Engineer,GATE-03,YARD-B,GRANTED,IN,NORMAL,
PHY-00355,2026-06-14T22:51:27Z,BADGE-0005,Operator,GATE-02,YARD-C,GRANTED,OUT,NORMAL,
PHY-00356,2026-06-16T08:12:44Z,BADGE-0041,Vendor,GATE-01,YARD-C,GRANTED,IN,NORMAL,
PHY-00357,2026-06-29T04:45:01Z,BADGE-0080,Operator,GATE-03,CONTROL-ROOM,GRANTED,IN,NORMAL,
PHY-00358,2026-06-01T05:53:06Z,BADGE-0067,Engineer,GATE-03,GATE-A,GRANTED,OUT,NORMAL,
PHY-00359,2026-06-30T10:55:30Z,BADGE-0014,Operator,GATE-03,OT-ZONE,GRANTED,IN,NORMAL,
PHY-00360,2026-06-01T02:08:05Z,BADGE-0114,Engineer,GATE-01,OT-ZONE,GRANTED,IN,NORMAL,
PHY-00361,2026-06-18T04:05:17Z,BADGE-0119,Engineer,GATE-04,CONTROL-ROOM,GRANTED,OUT,NORMAL,
PHY-00362,2026-06-24T17:17:40Z,BADGE-0049,Engineer,GATE-04,YARD-B,GRANTED,OUT,NORMAL,
PHY-00363,2026-06-24T14:00:19Z,BADGE-0071,Engineer,GATE-04,GATE-B,GRANTED,IN,NORMAL,
PHY-00364,2026-06-01T18:57:59Z,BADGE-0101,Operator,GATE-03,YARD-C,GRANTED,IN,NORMAL,
PHY-00365,2026-06-30T19:34:46Z,BADGE-0098,Vendor,GATE-01,YARD-B,GRANTED,OUT,NORMAL,
PHY-00366,2026-06-25T07:46:33Z,BADGE-0101,Engineer,GATE-01,CRANE-ZONE,GRANTED,OUT,NORMAL,
PHY-00367,2026-06-03T17:10:22Z,BADGE-0036,Engineer,GATE-02,YARD-A,GRANTED,OUT,NORMAL,
PHY-00368,2026-06-21T06:47:48Z,BADGE-0077,Engineer,GATE-02,GATE-A,GRANTED,OUT,NORMAL,
PHY-00369,2026-06-13T20:05:53Z,BADGE-0086,Engineer,GATE-01,YARD-C,GRANTED,IN,NORMAL,
PHY-00370,2026-06-15T13:30:31Z,BADGE-0074,Vendor,GATE-03,YARD-A,GRANTED,OUT,NORMAL,
PHY-00371,2026-06-11T11:22:54Z,BADGE-0141,Engineer,GATE-03,CRANE-ZONE,GRANTED,IN,NORMAL,
PHY-00372,2026-06-14T01:12:42Z,BADGE-0034,Operator,GATE-02,OT-ZONE,GRANTED,IN,NORMAL,
PHY-00373,2026-06-20T11:53:53Z,BADGE-0001,Security,GATE-04,CRANE-ZONE,GRANTED,IN,NORMAL,
PHY-00374,2026-06-20T16:47:17Z,BADGE-0008,Vendor,GATE-04,CONTROL-ROOM,GRANTED,IN,NORMAL,
PHY-00375,2026-06-07T20:02:23Z,BADGE-0079,Engineer,GATE-04,YARD-A,GRANTED,IN,NORMAL,
PHY-00376,2026-06-02T04:21:59Z,BADGE-0094,Security,GATE-04,YARD-C,GRANTED,IN,NORMAL,
PHY-00377,2026-06-12T00:17:46Z,BADGE-0138,Security,GATE-02,OT-ZONE,GRANTED,OUT,NORMAL,
PHY-00378,2026-06-14T14:35:30Z,BADGE-0073,Security,GATE-02,YARD-B,GRANTED,OUT,NORMAL,
PHY-00379,2026-06-03T06:47:39Z,BADGE-0141,Vendor,GATE-04,YARD-A,GRANTED,IN,NORMAL,
PHY-00380,2026-06-17T06:31:28Z,BADGE-0005,Security,GATE-03,YARD-C,GRANTED,IN,NORMAL,
PHY-00381,2026-06-10T00:48:16Z,BADGE-0132,Security,GATE-03,YARD-A,GRANTED,OUT,NORMAL,
PHY-00382,2026-06-01T15:39:19Z,BADGE-0109,Vendor,GATE-02,CONTROL-ROOM,GRANTED,OUT,NORMAL,
PHY-00383,2026-06-14T02:41:18Z,BADGE-0086,Engineer,GATE-02,YARD-B,GRANTED,IN,NORMAL,
PHY-00384,2026-06-19T14:47:22Z,BADGE-0043,Vendor,GATE-02,YARD-C,GRANTED,IN,NORMAL,
PHY-00385,2026-06-28T02:29:37Z,BADGE-0050,Engineer,GATE-01,CRANE-ZONE,GRANTED,OUT,NORMAL,
PHY-00386,2026-06-11T07:25:28Z,BADGE-0005,Engineer,GATE-01,OT-ZONE,GRANTED,OUT,NORMAL,
PHY-00387,2026-06-14T22:57:27Z,BADGE-0090,Operator,GATE-01,OT-ZONE,GRANTED,IN,NORMAL,
PHY-00388,2026-06-11T09:00:38Z,BADGE-0028,Engineer,GATE-01,YARD-C,DENIED,IN,SUSPICIOUS,
PHY-00389,2026-06-13T09:28:56Z,BADGE-0129,Engineer,GATE-02,OT-ZONE,GRANTED,IN,NORMAL,
PHY-00390,2026-06-29T08:40:48Z,BADGE-0130,Security,GATE-01,YARD-A,GRANTED,OUT,NORMAL,
PHY-00391,2026-06-29T20:07:18Z,BADGE-0114,Operator,GATE-03,GATE-A,GRANTED,IN,NORMAL,
PHY-00392,2026-06-06T01:50:27Z,BADGE-0136,Vendor,GATE-04,GATE-A,GRANTED,OUT,NORMAL,
PHY-00393,2026-06-27T13:32:58Z,BADGE-0094,Security,GATE-04,YARD-B,DENIED,OUT,SUSPICIOUS,
PHY-00394,2026-06-25T09:36:00Z,BADGE-0002,Vendor,GATE-02,YARD-B,GRANTED,OUT,NORMAL,
PHY-00395,2026-06-02T14:06:39Z,BADGE-0023,Operator,GATE-03,YARD-B,GRANTED,IN,NORMAL,
PHY-00396,2026-06-16T18:39:54Z,BADGE-0103,Security,GATE-01,GATE-B,GRANTED,OUT,NORMAL,
PHY-00397,2026-06-23T21:43:47Z,BADGE-0090,Engineer,GATE-03,YARD-C,GRANTED,IN,NORMAL,
PHY-00398,2026-06-29T10:02:30Z,BADGE-0094,Vendor,GATE-03,CONTROL-ROOM,GRANTED,IN,SUSPICIOUS,
PHY-00399,2026-06-21T06:04:23Z,BADGE-0084,Operator,GATE-04,GATE-B,GRANTED,OUT,NORMAL,
PHY-00400,2026-06-29T13:44:23Z,BADGE-0094,Vendor,GATE-02,OT-ZONE,GRANTED,OUT,NORMAL,
PHY-00401,2026-06-15T21:04:47Z,BADGE-0078,Engineer,GATE-02,GATE-A,GRANTED,IN,NORMAL,
PHY-00402,2026-06-22T17:47:40Z,BADGE-0084,Engineer,GATE-02,CONTROL-ROOM,GRANTED,OUT,NORMAL,
PHY-00403,2026-06-06T18:54:35Z,BADGE-0067,Security,GATE-04,GATE-B,GRANTED,OUT,NORMAL,
PHY-00404,2026-06-10T01:51:50Z,BADGE-0066,Operator,GATE-02,YARD-B,GRANTED,OUT,NORMAL,
PHY-00405,2026-06-08T12:33:24Z,BADGE-0030,Operator,GATE-04,GATE-B,GRANTED,IN,NORMAL,
PHY-00406,2026-06-11T03:13:07Z,BADGE-0093,Operator,GATE-02,OT-ZONE,GRANTED,OUT,NORMAL,
PHY-00407,2026-06-27T03:10:10Z,BADGE-0136,Security,GATE-01,GATE-B,GRANTED,IN,NORMAL,
PHY-00408,2026-06-26T16:18:37Z,BADGE-0098,Security,GATE-01,YARD-C,GRANTED,IN,NORMAL,
PHY-00409,2026-06-16T15:09:31Z,BADGE-0090,Operator,GATE-03,CRANE-ZONE,GRANTED,OUT,NORMAL,
PHY-00410,2026-06-19T13:23:52Z,BADGE-0030,Security,GATE-03,YARD-C,GRANTED,OUT,NORMAL,
PHY-00411,2026-06-20T09:15:35Z,BADGE-0050,Operator,GATE-04,CONTROL-ROOM,GRANTED,OUT,NORMAL,
PHY-00412,2026-06-26T11:28:12Z,BADGE-0096,Vendor,GATE-01,YARD-B,GRANTED,OUT,NORMAL,
PHY-00413,2026-06-07T23:36:02Z,BADGE-0058,Vendor,GATE-04,CONTROL-ROOM,GRANTED,IN,NORMAL,
PHY-00414,2026-06-21T10:49:32Z,BADGE-0076,Security,GATE-02,CRANE-ZONE,GRANTED,OUT,NORMAL,
PHY-00415,2026-06-28T11:39:34Z,BADGE-0125,Operator,GATE-02,CRANE-ZONE,GRANTED,OUT,NORMAL,
PHY-00416,2026-06-20T23:50:49Z,BADGE-0068,Engineer,GATE-01,YARD-B,GRANTED,IN,NORMAL,
PHY-00417,2026-06-13T07:20:21Z,BADGE-0077,Vendor,GATE-04,YARD-B,GRANTED,IN,NORMAL,
PHY-00418,2026-06-21T21:59:12Z,BADGE-0132,Engineer,GATE-03,YARD-A,GRANTED,IN,NORMAL,
PHY-00419,2026-06-17T02:48:32Z,BADGE-0143,Engineer,GATE-01,CRANE-ZONE,GRANTED,IN,SUSPICIOUS,
PHY-00420,2026-06-01T17:33:16Z,BADGE-0020,Security,GATE-03,YARD-B,GRANTED,IN,NORMAL,
PHY-00421,2026-06-26T21:04:44Z,BADGE-0051,Security,GATE-01,GATE-A,DENIED,OUT,SUSPICIOUS,
PHY-00422,2026-06-05T12:39:17Z,BADGE-0015,Security,GATE-04,YARD-C,GRANTED,OUT,NORMAL,
PHY-00423,2026-06-16T10:12:30Z,BADGE-0142,Engineer,GATE-04,YARD-C,GRANTED,IN,NORMAL,
PHY-00424,2026-06-08T23:10:39Z,BADGE-0041,Engineer,GATE-04,CONTROL-ROOM,GRANTED,OUT,NORMAL,
PHY-00425,2026-06-18T23:36:14Z,BADGE-0037,Engineer,GATE-01,CRANE-ZONE,GRANTED,OUT,NORMAL,
PHY-00426,2026-06-01T01:04:26Z,BADGE-0025,Engineer,GATE-04,OT-ZONE,GRANTED,OUT,NORMAL,
PHY-00427,2026-06-27T11:07:04Z,BADGE-0024,Security,GATE-02,CONTROL-ROOM,GRANTED,IN,NORMAL,
PHY-00428,2026-06-20T22:24:09Z,BADGE-0049,Security,GATE-03,YARD-A,GRANTED,IN,NORMAL,
PHY-00429,2026-06-24T21:38:26Z,BADGE-0091,Security,GATE-01,OT-ZONE,GRANTED,OUT,NORMAL,
PHY-00430,2026-06-19T15:14:59Z,BADGE-0144,Vendor,GATE-01,CRANE-ZONE,GRANTED,OUT,NORMAL,
PHY-00431,2026-06-02T21:55:42Z,BADGE-0149,Engineer,GATE-01,YARD-A,GRANTED,OUT,NORMAL,
