event_id,anomaly_score,anomaly_rank,event_label,risk_probability
VPN-00989,-0.03204673224338672,1323,NORMAL,0.0154793885751559
VPN-01710,-0.03210638654011899,1326,NORMAL,0.0722065836567849
VPN-00278,-0.03219588831685616,1328,NORMAL,0.0265555044458034
VPN-01148,-0.03224305526925181,1334,NORMAL,0.0336869365212156
VPN-01158,-0.0323396034500103,1336,NORMAL,0.0119798052184369
VPN-01143,-0.032390119758180846,1338,NORMAL,0.0093264339726196
VPN-00908,-0.032415599058343014,1340,NORMAL,0.0099152588504276
VPN-01415,-0.03249781024767545,1344,NORMAL,0.0116107459792927
VPN-01515,-0.032513787750995504,1346,NORMAL,0.0115647697439764
VPN-01719,-0.03256855073282905,1348,NORMAL,0.0077399905392938
VPN-00524,-0.032606394553733264,1349,NORMAL,0.0286779592614607
VPN-00900,-0.03265934609863086,1353,NORMAL,0.0032167574432438
VPN-00061,-0.03276839372205581,1356,NORMAL,0.0221053088765125
VPN-01227,-0.03277853612351944,1357,NORMAL,0.0100094276321816
VPN-01705,-0.03281339618316953,1359,NORMAL,0.0254342216755137
VPN-00148,-0.0328421461899282,1361,NORMAL,0.0222049710033842
VPN-00420,-0.03284672539870126,1362,NORMAL,0.007339641599461
VPN-00070,-0.032881015767405986,1365,NORMAL,0.0120071494256023
VPN-00049,-0.03291165144849184,1369,NORMAL,0.0164051852007322
VPN-00559,-0.03300993962744958,1377,NORMAL,0.0329225612485305
VPN-01331,-0.03304614697524105,1379,NORMAL,0.022603755706701
VPN-00403,-0.033047854750449246,1380,SUSPICIOUS,0.2923667052785944
VPN-01551,-0.03318749713345104,1387,NORMAL,0.0100232641129625
VPN-00223,-0.03319266719628239,1389,NORMAL,0.025165171016564
VPN-00948,-0.03320957446605943,1390,NORMAL,0.0314792990238238
VPN-01634,-0.03326545055461344,1394,NORMAL,0.017188767260713
VPN-01535,-0.03337009247577649,1402,NORMAL,0.0501370825032375
VPN-01518,-0.03338515825898036,1403,NORMAL,0.0356270089251671
VPN-01169,-0.0333936533849617,1404,NORMAL,0.0160310417382751
VPN-00708,-0.0335626611297315,1412,NORMAL,0.0097914691794247
VPN-00397,-0.03360809995342762,1415,NORMAL,0.0171427475246386
VPN-00383,-0.033612956653882364,1416,NORMAL,0.0319499039727268
VPN-00800,-0.03365581046432403,1419,NORMAL,0.0072433590099833
VPN-01613,-0.033692066937488774,1422,NORMAL,0.0144914965572849
VPN-00631,-0.03370410294609533,1423,NORMAL,0.0075333755326316
VPN-00635,-0.0337988099743759,1428,NORMAL,0.0076441187805246
VPN-00347,-0.03386079127329422,1431,NORMAL,0.0220247833123139
VPN-00615,-0.03397449693873322,1436,NORMAL,0.049916622834666
VPN-00368,-0.03398128534116002,1437,NORMAL,0.0624284348256556
VPN-01347,-0.034101332685000596,1439,NORMAL,0.0104339439505665
VPN-01729,-0.034132362279264195,1441,NORMAL,0.0106723309214421
VPN-01778,-0.03431435273807548,1448,NORMAL,0.0274298271051547
VPN-00647,-0.034424718020422684,1456,NORMAL,0.0173759293153347
VPN-00761,-0.03443962564759151,1458,NORMAL,0.062364325492398
VPN-00330,-0.03448104039148425,1459,NORMAL,0.2244292792110276
VPN-00140,-0.034509047120413694,1462,NORMAL,0.023403939440415
VPN-01366,-0.034524011860272485,1463,NORMAL,0.0223077061025671
VPN-01103,-0.034527891503209895,1464,NORMAL,0.0336471695081543
VPN-00101,-0.034552427638280814,1466,NORMAL,0.0070334182634924
VPN-00127,-0.03456176123502097,1469,NORMAL,0.0084002305155173
VPN-00422,-0.03458489789680286,1470,NORMAL,0.0255912951256373
VPN-00713,-0.03461712244110188,1471,NORMAL,0.010638026072393
VPN-01683,-0.03464775945168236,1472,NORMAL,0.0063051655153512
VPN-00499,-0.034782527182731615,1479,NORMAL,0.0205179385738454
VPN-01079,-0.034850360718348516,1482,NORMAL,0.0172233388904846
VPN-00497,-0.03494490591146476,1485,NORMAL,0.0942329101837182
VPN-01617,-0.03511058505897002,1487,NORMAL,0.0043008740198381
VPN-00795,-0.03523678347488357,1492,NORMAL,0.0304558290507538
VPN-01537,-0.03525569451909372,1493,NORMAL,0.0127416583992884
VPN-00974,-0.035321471839876384,1500,NORMAL,0.0185744489441941
VPN-00256,-0.03534861681073115,1501,NORMAL,0.0158589752999169
VPN-00081,-0.03544033041405442,1506,NORMAL,0.0084398254634714
VPN-00784,-0.035487522372809055,1509,SUSPICIOUS,0.15286215997774
VPN-01568,-0.03558260888645237,1510,NORMAL,0.0164147448062443
VPN-01341,-0.03575806385474767,1520,NORMAL,0.0054012230466478
VPN-00885,-0.03586660559480509,1525,NORMAL,0.0269397784157209
VPN-00925,-0.03589497655781254,1527,NORMAL,0.0078433865342841
VPN-01419,-0.03589946213915285,1528,NORMAL,0.0080007415819941
VPN-01004,-0.03595523717273369,1530,NORMAL,0.0719014226439075
VPN-01186,-0.03600558842424373,1533,NORMAL,0.0045106825449187
VPN-00296,-0.0360358428407363,1535,NORMAL,0.0188739855338922
VPN-00437,-0.03613576972096216,1543,NORMAL,0.0053414220006254
VPN-00075,-0.03619404635809664,1545,NORMAL,0.2931059794121207
VPN-00268,-0.03633217955797363,1552,NORMAL,0.0129771964827482
VPN-01354,-0.036332279688419455,1553,NORMAL,0.0065215374578245
VPN-00576,-0.03640773782228485,1555,NORMAL,0.013914669091369
VPN-00535,-0.036479439973399974,1557,NORMAL,0.010787071614959
VPN-01053,-0.03650191549723819,1559,NORMAL,0.0474638614548935
VPN-01466,-0.03659025571823249,1563,NORMAL,0.0114424909828164
VPN-01626,-0.03661056080847208,1564,NORMAL,0.0026711871103925
VPN-00732,-0.036742695480323495,1567,NORMAL,0.0198698443804279
VPN-00482,-0.036900151987851515,1576,NORMAL,0.0078611462164509
VPN-01722,-0.03692970690693176,1578,NORMAL,0.1571927703792441
VPN-00028,-0.03717468496430748,1587,NORMAL,0.0211047823598866
VPN-00090,-0.037494722618648,1596,NORMAL,0.0114404030275679
VPN-01734,-0.03758002715947523,1598,NORMAL,0.0391342586795572
VPN-00965,-0.0376982122478437,1603,NORMAL,0.0075852129994744
VPN-00209,-0.03774834575981806,1607,NORMAL,0.0090948374250268
VPN-00750,-0.03779464077571271,1608,NORMAL,0.0179530085017041
VPN-01582,-0.03818522783757655,1622,NORMAL,0.0238795111891689
VPN-01126,-0.038253522336109236,1625,NORMAL,0.014251798229371
VPN-01672,-0.038619174516120236,1632,NORMAL,0.0175526935714817
VPN-00352,-0.0388038214459373,1637,NORMAL,0.0193843511033403
VPN-01417,-0.03882376019053979,1638,NORMAL,0.0178378801659008
VPN-01642,-0.03894195635733355,1643,NORMAL,0.2043719663593312
VPN-01369,-0.03896647100894007,1647,NORMAL,0.0232316283864385
VPN-01262,-0.0390702290852355,1651,NORMAL,0.0052093773769397
VPN-00540,-0.039306397711175556,1662,NORMAL,0.0197286349273056
VPN-00229,-0.03942294574955568,1666,NORMAL,0.014503695631095
VPN-01451,-0.03985814382863889,1680,NORMAL,0.0243880960922153
VPN-00361,-0.040046902261335615,1682,NORMAL,0.0257930421800925
VPN-01192,-0.040262434386056756,1689,NORMAL,0.0115772641805764
VPN-01584,-0.040302810648153053,1691,NORMAL,0.0360837346487098
VPN-00551,-0.040316616335393296,1692,NORMAL,0.0112582395813446
VPN-01226,-0.040466257822661,1696,NORMAL,0.0119047547625558
VPN-00944,-0.04053066262643268,1698,NORMAL,0.0082962860490212
VPN-01748,-0.04058158102879733,1700,NORMAL,0.013302788382456
VPN-00752,-0.04073664207062305,1706,NORMAL,0.0357736625485472
VPN-01165,-0.04099372267823986,1710,NORMAL,0.0125991496817001
VPN-01701,-0.04099505434550749,1711,NORMAL,0.0162557924543012
VPN-00617,-0.041004503708699624,1712,NORMAL,0.0071365295974895
VPN-00549,-0.04111011354901417,1716,NORMAL,0.0144705799095856
VPN-01215,-0.041186002230652496,1718,NORMAL,0.0227791932262598
VPN-01072,-0.04132109168676529,1720,NORMAL,0.004213937880104
VPN-01012,-0.041552542832693606,1723,NORMAL,0.0078543305464598
VPN-01345,-0.04173501090823428,1726,NORMAL,0.0371505091040102
VPN-00785,-0.04174727561547731,1727,NORMAL,0.0367463293082708
VPN-01230,-0.042120656546258184,1732,NORMAL,0.1356584042074071
VPN-01085,-0.042123751301310186,1733,NORMAL,0.0256201126827296
VPN-01636,-0.042537833121405744,1742,NORMAL,0.0054116577843849
VPN-01311,-0.04263716236451276,1743,NORMAL,0.1108659295315763
VPN-00706,-0.042642103064138626,1744,NORMAL,0.0090058546019419
VPN-01133,-0.042681300353447804,1745,NORMAL,0.0179674356325454
VPN-01359,-0.04318314592528122,1750,NORMAL,0.012721848595268
VPN-00693,-0.043821615006660264,1757,NORMAL,0.021134003343118
VPN-00264,-0.0443866572386547,1761,NORMAL,0.0148873273043966
VPN-00737,-0.04457316310762105,1763,NORMAL,0.0574681788150869
VPN-00957,-0.045416819675031694,1770,NORMAL,0.0167139393702337
VPN-01741,-0.04632835343630631,1775,NORMAL,0.0087706169137921
VPN-00413,-0.046835474371438146,1776,NORMAL,0.0080785903386985
VPN-00913,-0.047973387666661815,1783,NORMAL,0.0085749738345381
VPN-00076,-0.04929925705094168,1786,NORMAL,0.0049208546247389
VPN-01428,-0.04950597845136051,1788,NORMAL,0.0115951175496194
VPN-01542,-0.049693875101471274,1790,NORMAL,0.0090376868557049
VPN-00183,-0.05103086799047646,1792,NORMAL,0.0064197994810398
